NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
UBXN6	1	Ubxn6	
LRRCC1	1	Lrrcc1	
PARP6	1	Parp6	
PARP3	1	Parp3	
PARP4	1	Parp4	
PARP1	1	Parp1	
PARP2	1	Parp2	
STRADA	1	Strada	
STRADB	1	Stradb	
ZDHHC12	1	Zdhhc12	
ZDHHC13	1	Zdhhc13	
PARP9	1	Parp9	
ZDHHC16	1	Zdhhc16	
ZDHHC17	1	Zdhhc17	
MLF1	1	Mlf1	
ZDHHC14	1	Zdhhc14	
MLF2	1	Mlf2	
PARP8	1	Parp8	
AIDA	1	Aida	
FYTTD1	1	Fyttd1	
MACIR	1	D1Ertd622e	
SLC66A3	1	Pqlc3	
AMIGO3	1	Amigo3	
SLC66A2	1	Pqlc1	
SLC66A1	1	Pqlc2	
ZDHHC20	1	Zdhhc20	
ICA1L	1	Ica1l	
AMIGO1	1	Amigo1	
AMIGO2	1	Amigo2	
GDPD1	1	Gdpd1	
NOL7	1	Nol7	
ZDHHC23	1	Zdhhc23	
GDPD2	1	Gdpd2	
NOL8	1	Nol8	
ZDHHC24	1	Zdhhc24	
ZDHHC21	1	Zdhhc21	
NOL9	1	Nol9	
GDPD3	1	Gdpd3	
GDPD5	1	Gdpd5	
NOL3	1	Nol3	
AIF1	1	Aif1	
NOL6	1	Nol6	
PURB	1	Purb	
PPP2CA	1	Ppp2ca	
PPP2CB	1	Ppp2cb	
PURA	1	Pura	
ZDHHC18	1	Zdhhc18	
EGFLAM	1	Egflam	
ZDHHC19	1	Zdhhc19	
MTHFD1L	1	Mthfd1l	
KISS1R	1	Kiss1r	
RPRML	1	Rprml	
LAIR1	1	Lair1	
PURG	1	Purg	
AIG1	1	Aig1	
MLH1	1	Mlh1	
COLQ	1	Colq	
MLH3	1	Mlh3	
ATAT1	1	Atat1	
NDUFA13	1	Ndufa13	
NDUFA11	1	Ndufa11	
TAMM41	1	Tamm41	
NDUFA12	1	Ndufa12	
NDUFA10	1	Ndufa10	
COMT	1	Comt	
CNDP1	1	Cndp1	
CNDP2	1	Cndp2	
DOCK10	1	Dock10	
COMP	1	Comp	
DOCK11	1	Dock11	
ARHGDIA	1	Arhgdia	
ARHGDIB	1	Arhgdib	
PUS3	1	Pus3	
NOM1	1	Nom1	
LIG1	1	Lig1	
PUS1	1	Pus1	
ATP1B4	1	Atp1b4	
LIG4	1	Lig4	
ATP1B3	1	Atp1b3	
LIG3	1	Lig3	
LIFR	1	Lifr	
ATP1B1	1	Atp1b1	
PUS7	1	Pus7	
AP5B1	1	Ap5b1	
LOX	1	Lox	
CERCAM	1	Cercam	
JCAD	1	Jcad	
COPA	1	Copa	
NOP2	1	Nop2	
LPL	1	Lpl	
LPP	1	Lpp	
NOP9	1	Nop9	
COP1	1	Cop1	
CDH23	1	Cdh23	
CDH24	1	Cdh24	
MLKL	1	Mlkl	
UQCC3	1	Uqcc3	
UQCC2	1	Uqcc2	
UQCC1	1	Uqcc1	
NONO	1	Nono	
MACO1	1	Maco1	
COQ9	1	Coq9	
COQ7	1	Coq7	
COQ6	1	Coq6	
COQ5	1	Coq5	
COQ4	1	Coq4	
COQ3	1	Coq3	
COQ2	1	Coq2	
BLMH	1	Blmh	
BRWD1	1	Brwd1	
BRWD3	1	Brwd3	
ZSCAN2	1	Zscan2	
COPE	1	Cope	
GPSM1	1	Gpsm1	
GPSM2	1	Gpsm2	
ASNSD1	1	Asnsd1	
SLC40A1	1	Slc40a1	
CMAHP	1	Cmah	
RPS4X	1	Rps4x	
MFSD8	1	Mfsd8	
FHAD1	1	Fhad1	
MFSD9	1	Mfsd9	
MFSD6	1	Mfsd6	
MFSD5	1	Mfsd5	
MFSD3	1	Mfsd3	
BLNK	1	Blnk	
MFSD1	1	Mfsd1	
TOPBP1	1	Topbp1	
GPSM3	1	Gpsm3	
MAPK1IP1L	2	Mapk1ip1:Mapk1ip1l	
HGSNAT	1	Hgsnat	
RPS3A	1	Rps3a1	
LSR	1	Lsr	
LSS	1	Lss	
FCHSD1	1	Fchsd1	
AIM2	1	Aim2	
FCHSD2	1	Fchsd2	
DDAH1	1	Ddah1	
DDAH2	1	Ddah2	
COL6A2	1	Col6a2	
AKT1S1	1	Akt1s1	
COL6A1	1	Col6a1	
CDH11	1	Cdh11	
ZPBP2	1	Zpbp2	
COL6A3	1	Col6a3	
TERF2IP	1	Terf2ip	
LTB	1	Ltb	
THOP1	1	Thop1	
LTF	1	Ltf	
ATP1A3	1	Atp1a3	
ATP1A2	1	Atp1a2	
LIN9	1	Lin9	
ATP1A1	1	Atp1a1	
CHSY1	1	Chsy1	
FAM120C	1	Fam120c	
FAM120B	1	Fam120b	
FAM120A	1	Fam120a	
CHSY3	1	Chsy3	
NOS2	1	Nos2	
NOS3	1	Nos3	
LUM	1	Lum	
MLPH	1	Mlph	
KANSL1	1	Kansl1	
PITHD1	1	Pithd1	
KANSL2	1	Kansl2	
KANSL3	1	Kansl3	
PAXBP1	1	Paxbp1	
USP6NL	1	Usp6nl	
LIPA	1	Lipa	
TSEN54	1	Tsen54	
PREX2	1	Prex2	
ATP5IF1	1	Atpif1	
PREX1	1	Prex1	
LIPE	1	Lipe	
SAMD14	1	Samd14	
LIPC	1	Lipc	
SAMD15	1	Samd15	
MPRIP	1	Mprip	
LIPH	1	Liph	
LIPG	1	Lipg	
SAMD12	1	Samd12	
SAMD10	1	Samd10	
SAMD11	1	Samd11	
GABARAPL2	1	Gabarapl2	
STARD3	1	Stard3	
GABARAPL1	1	Gabarapl1	
STARD4	1	Stard4	
STARD5	1	Stard5	
CSNK2A1	1	Csnk2a1	
STARD6	1	Stard6	
STARD7	1	Stard7	
STARD8	1	Stard8	
STARD9	1	Stard9	
CSNK2A2	1	Csnk2a2	
DNTTIP1	1	Dnttip1	
DNTTIP2	1	Dnttip2	
CLNS1A	1	Clns1a	
AKIP1	1	Akip1	
CDIP1	1	Cdip1	
CFAP97	1	Cfap97	
CFAP99	1	Cfap99	
HACD1	1	Hacd1	
LXN	1	Lxn	
PARPBP	1	Parpbp	
HS3ST3A1	1	Hs3st3a1	
RETSAT	1	Retsat	
HACD3	1	Hacd3	
LY9	1	Ly9	
HACD2	1	Hacd2	
HACD4	1	Hacd4	
FAM221B	1	Fam221b	
FAM221A	1	Fam221a	
GUCD1	1	Gucd1	
VTI1A	1	Vti1a	
PPARGC1B	1	Ppargc1b	
VTI1B	1	Vti1b	
GPIHBP1	1	Gpihbp1	
LYN	1	Lyn	
CFAP74	1	Cfap74	
HACE1	1	Hace1	
FYB1	1	Fyb	
INCA1	1	Inca1	
BBIP1	1	Bbip1	
LYZ	2	Lyz1:Lyz2	
FAM220A	1	Fam220a	
PCDHGA10	1	Pcdhga10	
UCK2	1	Uck2	
PCDHGA12	1	Pcdhga12	
UCK1	1	Uck1	
NOX4	1	Nox4	
CDIN1	1	BC052040	
EFCC1	1	Efcc1	
NOX1	1	Nox1	
C7orf50	1	3110082I17Rik	
DIS3L	1	Dis3l	
PQBP1	1	Pqbp1	
FLVCR1	1	Flvcr1	
FLVCR2	1	Flvcr2	
NELFB	1	Nelfb	
NELFA	1	Nelfa	
NELFE	1	Nelfe	
NSUN4	1	Nsun4	
NSUN5	1	Nsun5	
NSUN2	1	Nsun2	
NSUN3	1	Nsun3	
NSUN6	1	Nsun6	
DYNLL1	2	BC048507:Dynll1	
DYNLL2	1	Dynll2	
FAM222B	1	Fam222b	
FAM222A	1	Fam222a	
C7orf31	1	4921507P07Rik	
KARS1	1	Kars	
UCP1	1	Ucp1	
RPS27L	1	Rps27l	
PROCA1	1	Proca1	
STYXL2	1	Dusp27	
UCP3	1	Ucp3	
UCP2	1	Ucp2	
RPS27A	1	Rps27a	
ANKIB1	1	Ankib1	
C20orf173	1	6430550D23Rik	
SAMD4A	1	Samd4	
SAMD4B	1	Samd4b	
LYRM9	1	Lyrm9	
GATAD2B	1	Gatad2b	
GATAD2A	1	Gatad2a	
LYRM1	1	Lyrm1	
FOXR1	1	Foxr1	
LYRM2	1	Lyrm2	
LYRM4	1	Lyrm4	
LYRM7	1	Lyrm7	
MPLKIP	1	Mplkip	
C7orf26	1	E130309D02Rik	
C7orf25	1	AW209491	
NRROS	1	Nrros	
FAM228A	1	Fam228a	
CXCL13	1	Cxcl13	
CXCL14	1	Cxcl14	
CXCL16	1	Cxcl16	
FAM228B	1	Fam228b	
FOXQ1	1	Foxq1	
OSBP	1	Osbp	
SLC25A40	1	Slc25a40	
FBRSL1	1	Fbrsl1	
SLC25A43	1	Slc25a43	
SLC25A42	1	Slc25a42	
SLC25A45	1	Slc25a45	
SLC25A44	1	Slc25a44	
SLC25A47	1	Slc25a47	
SLC25A46	1	Slc25a46	
CPA3	1	Cpa3	
CPA2	1	Cpa2	
MYLIP	1	Mylip	
PRPF4B	1	Prpf4b	
FOXP4	1	Foxp4	
TICAM1	1	Ticam1	
FOXP1	1	Foxp1	
FAM227A	1	Fam227a	
MAG	1	Mag	
GVINP1	1	Gm4070	
MAF	1	Maf	
LIX1	1	Lix1	
RBM14-RBM4	1	Rbm14	
FSCN1	1	Fscn1	
SLC25A51	1	Slc25a51	
SLC25A53	1	Slc25a53	
FSCN2	1	Fscn2	
RNASEH2C	1	Rnaseh2c	
RNASEH2B	1	Rnaseh2b	
RNASEH2A	1	Rnaseh2a	
MAX	1	Max	
TROAP	1	Troap	
MAZ	1	Maz	
GLIS3	1	Glis3	
FOXO4	1	Foxo4	
FOXO3	1	Foxo3	
KRCC1	1	Krcc1	
FOXO1	1	Foxo1	
GLIS2	1	Glis2	
NPAT	1	Npat	
DSEL	1	Dsel	
HACL1	1	Hacl1	
E4F1	1	E4f1	
MBP	1	Mbp	
EVI5	1	Evi5	
FAM229B	1	Fam229b	
FAM229A	1	Fam229a	
DEFA3	1	Defa30	
FOXN3	1	Foxn3	
FOXN2	1	Foxn2	
MCC	1	Mcc	
AICDA	1	Aicda	
CXCL10	1	Cxcl10	
CXCL12	1	Cxcl12	
SCGB3A2	1	Scgb3a2	
SCGB3A1	1	Scgb3a1	
MCU	1	Mcu	
ARHGAP11A	1	Arhgap11a	
CELF1	1	Celf1	
CELF2	1	Celf2	
CDCA7L	1	Cdca7l	
CELF4	1	Celf4	
CELF5	1	Celf5	
MCM10	1	Mcm10	
CELF6	1	Celf6	
FOXM1	1	Foxm1	
FSD1L	1	Fsd1l	
MDK	1	Mdk	
ME1	1	Me1	
ME2	1	Me2	
PVRIG	1	Pvrig	
SLC25A16	1	Slc25a16	
SLC25A15	1	Slc25a15	
SLC25A17	1	Slc25a17	
NPC1	1	Npc1	
SLC25A19	1	Slc25a19	
NPC2	1	Npc2	
SLC25A10	1	Slc25a10	
SLC25A12	1	Slc25a12	
MET	1	Met	
SLC25A11	1	Slc25a11	
SLC25A14	1	Slc25a14	
SLC25A13	1	Slc25a13	
FOXK2	1	Foxk2	
FOXK1	1	Foxk1	
MFF	1	Mff	
SLC25A27	1	Slc25a27	
SLC25A26	1	Slc25a26	
SLC25A29	1	Slc25a29	
SLC25A28	1	Slc25a28	
SLC25A20	1	Slc25a20	
SLC25A23	1	Slc25a23	
SLC25A22	1	Slc25a22	
SLC25A25	1	Slc25a25	
SLC25A24	1	Slc25a24	
CTHRC1	1	Cthrc1	
MMAA	1	Mmaa	
MMAB	1	Mmab	
MGA	1	Mga	
FOXJ3	1	Foxj3	
FOXJ2	1	Foxj2	
MERTK	1	Mertk	
DHODH	1	Dhodh	
SLC25A38	1	Slc25a38	
SLC25A37	2	Slc25a37:Gm16867	
SLC25A39	1	Slc25a39	
MGP	1	Mgp	
SLC25A30	1	Slc25a30	
SLC25A32	1	Slc25a32	
SLC25A31	1	Slc25a31	
P4HB	1	P4hb	
SLC25A34	1	Slc25a34	
SLC25A33	1	Slc25a33	
SLC25A36	1	Slc25a36	
SLC25A35	1	Slc25a35	
SPON2	1	Spon2	
SPON1	1	Spon1	
ZDHHC5	1	Zdhhc5	
ZDHHC6	1	Zdhhc6	
ZDHHC7	1	Zdhhc7	
ZDHHC8	1	Zdhhc8	
ZDHHC1	1	Zdhhc1	
ZDHHC2	1	Zdhhc2	
ZDHHC3	1	Zdhhc3	
ZDHHC4	1	Zdhhc4	
CHORDC1	1	Chordc1	
NSMCE3	1	Nsmce3	
NSMCE2	1	Nsmce2	
NSMCE1	1	Nsmce1	
MIF	1	Mif	
HASPIN	1	Haspin	
GNPAT	1	Gnpat	
CTXN1	1	Ctxn1	
TMEM87A	1	Tmem87a	
TMEM87B	1	Tmem87b	
EVPL	1	Evpl	
DSN1	1	Dsn1	
RBM12	1	Rbm12	
RBM10	1	Rbm10	
RBM11	1	Rbm11	
TMEM86A	1	Tmem86a	
TMEM86B	1	Tmem86b	
FOXF2	1	Foxf2	
FOXF1	1	Foxf1	
C20orf27	1	1700037H04Rik	
PILRB	2	Pilrb1:Pilrb2	
CELA1	1	Cela1	
PILRA	1	Pilra	
MYLPF	1	Mylpf	
COL9A3	1	Col9a3	
CYSTM1	1	Cystm1	
MKX	1	Mkx	
RCOR3	1	Rcor3	
RCOR2	1	Rcor2	
RCOR1	1	Rcor1	
FKBP11	1	Fkbp11	
SUV39H2	1	Suv39h2	
FKBP15	1	Fkbp15	
DOC2A	1	Doc2a	
FKBP14	1	Fkbp14	
MOGAT1	1	Mogat1	
SUV39H1	1	Suv39h1	
REV3L	1	Rev3l	
MLX	1	Mlx	
UTP14A	1	Utp14a	
UTP14C	1	Utp14b	
ANKDD1A	1	Ankdd1a	
FOXD2	1	Foxd2	
FOXD1	1	Foxd1	
MME	1	Mme	
MMD	1	Mmd	
OSMR	1	Osmr	
FOXC2	1	Foxc2	
RABGAP1	1	Rabgap1	
SPINDOC	1	Spindoc	
DYNLT2B	1	Tctex1d2	
IBA57	1	Iba57	
CPN1	1	Cpn1	
PGRMC1	1	Pgrmc1	
MNT	1	Mnt	
PGRMC2	1	Pgrmc2	
NPM1	1	Npm1	
NPM2	1	Npm2	
CAVIN1	1	Cavin1	
CAVIN2	1	Cavin2	
CAVIN3	1	Cavin3	
MOK	1	Mok	
NPM3	1	Npm3	
PPP1CA	1	Ppp1ca	
FKBP1A	1	Fkbp1a	
ZDHHC9	1	Zdhhc9	
FKBP1B	1	Fkbp1b	
ENGASE	1	Engase	
FOXA1	1	Foxa1	
SAMD9L	1	Samd9l	
PLVAP	1	Plvap	
MPG	1	Mpg	
MPI	1	Mpi	
CPOX	1	Cpox	
WBP1L	1	Wbp1l	
ACRBP	1	Acrbp	
MPO	1	Mpo	
IFI44L	1	Ifi44l	
NPPB	1	Nppb	
SNIP1	1	Snip1	
OSR1	1	Osr1	
RPGRIP1L	1	Rpgrip1l	
NPNT	1	Npnt	
WBP11	1	Wbp11	
MR1	1	Mr1	
DPEP2	1	Dpep2	
DPEP1	1	Dpep1	
DPEP3	1	Dpep3	
HOMEZ	1	Homez	
UTP25	1	Diexf	
C20orf144	1	1700003F12Rik	
RBM8A	2	Rbm8a:Rbm8a2	
NPR1	1	Npr1	
NPR3	1	Npr3	
UTP23	1	Utp23	
UTP20	1	Utp20	
VARS2	1	Vars2	
BCL9L	1	Bcl9l	
VARS1	1	Vars	
OST4	1	Ost4	
ZFHX3	1	Zfhx3	
ZFHX2	1	Zfhx2	
SLC52A2	1	Slc52a2	
SLC52A3	1	Slc52a3	
HMGA1	2	Hmga1:Hmga1b	
DSTN	1	Dstn	
MSN	1	Msn	
HMGA2	1	Hmga2	
MT3	1	Mt3	
BMP6	1	Bmp6	
BMP5	1	Bmp5	
BMP4	1	Bmp4	
BMP3	1	Bmp3	
BMP2	1	Bmp2	
BMP1	1	Bmp1	
MMP24OS	1	BC029722	
OSTC	1	Ostc	
TAB3	1	Tab3	
TAB2	1	Tab2	
TAB1	1	Tab1	
LSM14B	1	Lsm14b	
LSM14A	1	Lsm14a	
RBM27	1	Rbm27	
RBM28	1	Rbm28	
CD164L2	1	Cd164l2	
RBM25	1	Rbm25	
RBM26	1	Rbm26	
NAA40	1	Naa40	
HMGB2	1	Hmgb2	
ATP2A3	1	Atp2a3	
HMGB3	1	Hmgb3	
PSIP1	1	Psip1	
ATP2A2	1	Atp2a2	
ATP2A1	1	Atp2a1	
MTR	1	Mtr	
LAMC1	1	Lamc1	
HMGB1	1	Hmgb1	
SEC61A2	1	Sec61a2	
SEC61A1	1	Sec61a1	
CPT2	1	Cpt2	
BCL7A	1	Bcl7a	
BCL7C	1	Bcl7c	
BCL7B	1	Bcl7b	
NPTN	1	Nptn	
CD200R1L	1	Cd200r4	
UQCRFS1	1	Uqcrfs1	
LRRFIP2	1	Lrrfip2	
LRRFIP1	1	Lrrfip1	
RBM34	1	Rbm34	
CFAP43	1	Cfap43	
SULT4A1	1	Sult4a1	
CFAP45	1	Cfap45	
RBM33	1	Rbm33	
HS3ST3B1	1	Hs3st3b1	
UTP15	1	Utp15	
RBM17	1	Rbm17	
NAA30	1	Naa30	
RBM15	1	Rbm15	
MMP7	1	Mmp7	
UTP11	1	Utp11	
DYNLT1	4	Dynlt1c:Dynlt1b:Dynlt1a:Dynlt1f	
DYNLT2	2	Gm3448:Gm3417	
RBM18	1	Rbm18	
DYNLT3	1	Dynlt3	
MMP2	1	Mmp2	
DYNLT4	1	Tctex1d4	
RBM19	1	Rbm19	
MMP3	1	Mmp3	
MMP8	1	Mmp8	
MMP9	1	Mmp9	
UTP18	1	Utp18	
GORASP2	1	Gorasp2	
CPTP	1	Cptp	
GORASP1	1	Gorasp1	
SPOPL	1	Spopl	
CDHR4	1	Cdhr4	
NAA35	1	Naa35	
MVD	1	Mvd	
NAA38	1	Naa38	
CFAP54	1	Cfap54	
CFAP53	1	Cfap53	
RBM22	1	Rbm22	
LAMA5	1	Lama5	
RBM47	1	Rbm47	
RBM48	1	Rbm48	
MVK	1	Mvk	
NAA20	1	Naa20	
MVP	1	Mvp	
LAMA4	1	Lama4	
GOSR2	1	Gosr2	
GOSR1	1	Gosr1	
TAF9	1	Taf9	
RBM4B	1	Rbm4b	
HMGCR	1	Hmgcr	
ATP2C1	1	Atp2c1	
HMGCL	1	Hmgcl	
RAB40B	1	Rab40b	
RAB40C	1	Rab40c	
BMS1	1	Bms1	
NAA25	1	Naa25	
EPS8L1	1	Eps8l1	
EPS8L2	1	Eps8l2	
CFAP20	1	Cfap20	
RBM38	1	Rbm38	
RBM39	1	Rbm39	
LAMB3	1	Lamb3	
NAA10	1	Naa10	
LAMB2	1	Lamb2	
ATP2B4	1	Atp2b4	
ATP2B2	1	Atp2b2	
LAMB1	1	Lamb1	
ATP2B1	1	Atp2b1	
SCIMP	1	Scimp	
BMT2	1	Bmt2	
BCL6B	1	Bcl6b	
RBM41	1	Rbm41	
CFAP36	1	Cfap36	
TAF8	1	Taf8	
RBM42	1	Rbm42	
TAF7	1	Taf7	
TAF6	1	Taf6	
THRSP	1	Thrsp	
NAA16	1	Naa16	
NAA15	1	Naa15	
TAF5	1	Taf5	
RBM45	1	Rbm45	
TAF4	1	Taf4	
TAF3	1	Taf3	
RBM43	1	Rbm43	
TAF2	1	Taf2	
RBM44	1	Rbm44	
TAF1	1	Taf1	
TLNRD1	1	Tlnrd1	
DCAF8	1	Dcaf8	
TPGS1	1	Tpgs1	
DCAF5	1	Dcaf5	
DCAF4	1	Dcaf4	
DCAF7	1	Dcaf7	
DCAF6	1	Dcaf6	
TPGS2	1	Tpgs2	
DCAF1	1	Dcaf1	
MYC	1	Myc	
MYB	1	Myb	
CDK20	1	Cdk20	
MMUT	1	Mmut	
IAH1	1	Iah1	
SULT2B1	1	Sult2b1	
PRDX3	1	Prdx3	
PRDX2	1	Prdx2	
PRDX5	1	Prdx5	
PRDX4	1	Prdx4	
PRDX1	1	Prdx1	
FZD1	1	Fzd1	
CDK17	1	Cdk17	
CDK18	1	Cdk18	
DNAH12	1	Dnah12	
WNT10B	1	Wnt10b	
CDK19	1	Cdk19	
FZD3	1	Fzd3	
FZD5	1	Fzd5	
F8A3	1	F8a	
DNAH17	1	Dnah17	
FZD4	1	Fzd4	
FZD7	1	Fzd7	
RAB3IP	1	Rab3ip	
FZD8	1	Fzd8	
PA2G4	1	Pa2g4	
FHDC1	1	Fhdc1	
PRDX6	1	Prdx6	
CDK10	1	Cdk10	
CDK12	1	Cdk12	
CDK13	1	Cdk13	
CDK14	1	Cdk14	
CDK15	1	Cdk15	
CDK16	1	Cdk16	
FAM102B	1	Fam102b	
FAM102A	1	Fam102a	
FAM234B	1	Fam234b	
FAM234A	1	Fam234a	
TAL1	1	Tal1	
JDP2	1	Jdp2	
HBEGF	1	Hbegf	
ASAH1	1	Asah1	
GCNT1	1	Gcnt1	
TANK	1	Tank	
GRAMD4	1	Gramd4	
PATE2	1	Pate2	
GCNT2	1	Gcnt2	
HS1BP3	1	Hs1bp3	
DTD1	1	Dtd1	
DTD2	1	Dtd2	
SAAL1	1	Saal1	
TCAIM	1	Tcaim	
TRMT1	1	Trmt1	
FAM237B	1	Gm8773	
FAM104A	1	Fam104a	
EEF1AKMT4	1	Eef1akmt4	
RFWD3	1	Rfwd3	
TRMT5	1	Trmt5	
TRMT6	1	Trmt6	
ALMS1	1	Alms1	
LAMTOR2	1	Lamtor2	
LAMTOR1	1	Lamtor1	
LAMTOR4	1	Lamtor4	
LAMTOR3	1	Lamtor3	
EEF1AKMT2	1	Eef1akmt2	
EEF1AKMT1	1	Eef1akmt1	
LAMTOR5	1	Lamtor5	
GUCA1B	1	Guca1b	
GUCA1A	1	Guca1a	
FAM107B	1	Fam107b	
BEST1	1	Best1	
MACROD1	1	Macrod1	
MACROD2	1	Macrod2	
NBN	1	Nbn	
LZTS2	1	Lzts2	
LZTS1	1	Lzts1	
LZTS3	1	Lzts3	
TAP2	1	Tap2	
TAP1	1	Tap1	
DISP1	1	Disp1	
DISP2	1	Disp2	
NCL	1	Ncl	
NKAPD1	1	Nkapd1	
KRBA1	1	Krba1	
GLB1L2	1	Glb1l2	
NDN	1	Ndn	
WDTC1	1	Wdtc1	
NEB	1	Neb	
DHCR24	1	Dhcr24	
NF1	1	Nf1	
NF2	1	Nf2	
LZTR1	1	Lztr1	
NES	2	Marc2:Nes	
CNGA1	1	Cnga1	
PGPEP1	1	Pgpep1	
TASL	1	5430427O19Rik	
NGB	1	Ngb	
BET1L	1	Bet1l	
PATL1	1	Patl1	
SMDT1	1	Smdt1	
ACSS2	1	Acss2	
FZR1	1	Fzr1	
ACSS1	1	Acss1	
UGGT2	1	Uggt2	
UGGT1	1	Uggt1	
KCNJ10	1	Kcnj10	
ARMCX5-GPRASP2	1	Bhlhb9	
KCNIP3	1	Kcnip3	
KCNIP4	1	Kcnip4	
MND1	1	Mnd1	
NIN	1	Nin	
MNDA	3	Ifi205:Ifi211:Mndal	
METAP1	1	Metap1	
METAP2	1	Metap2	
GORAB	1	Gorab	
PWP2	1	Pwp2	
PWP1	1	Pwp1	
HABP4	1	Habp4	
UBAP2L	1	Ubap2l	
FAAP100	1	Faap100	
ACSL1	1	Acsl1	
ACSL5	1	Acsl5	
ACSL4	1	Acsl4	
ACSL3	1	Acsl3	
PIMREG	1	Pimreg	
COL8A1	1	Col8a1	
MTARC1	1	Marc1	
NLK	1	Nlk	
NLN	1	Nln	
OTOF	1	Otof	
PATZ1	1	Patz1	
RABGAP1L	1	Rabgap1l	
NMB	1	Nmb	
DTNA	1	Dtna	
DTNB	1	Dtnb	
RAB39A	1	Rab39	
RAB39B	1	Rab39b	
KTI12	1	Kti12	
PARP16	1	Parp16	
NMI	1	Nmi	
PARP14	1	Parp14	
PARP12	1	Parp12	
PARP10	1	Parp10	
PARP11	1	Parp11	
NCEH1	1	Nceh1	
MYL6B	1	Myl6b	
FMR1NB	1	Fmr1nb	
PRPF19	1	Prpf19	
RPTOR	1	Rptor	
NNT	1	Nnt	
KREMEN1	1	Kremen1	
AMPD1	1	Ampd1	
AMPD2	1	Ampd2	
AMPD3	1	Ampd3	
KREMEN2	1	Kremen2	
OTOS	1	Otos	
RAB33B	1	Rab33b	
PRPF18	1	Prpf18	
CXCR5	1	Cxcr5	
CXCR4	1	Cxcr4	
NPL	1	Npl	
CXCR1	1	Cxcr1	
NPW	1	Npw	
CXCR3	1	Cxcr3	
NPY	1	Npy	
CXCR2	1	Cxcr2	
DISC1	1	Disc1	
AAMDC	1	Aamdc	
NQO1	1	Nqo1	
NQO2	1	Nqo2	
PRPF39	1	Prpf39	
ERG28	1	Erg28	
CR1L	1	Cr1l	
PRPF31	1	Prpf31	
CDK5R1	1	Cdk5r1	
NRK	1	Nrk	
HDLBP	1	Hdlbp	
NRM	1	Nrm	
CHCHD4	1	Chchd4	
CHCHD5	1	Chchd5	
CHCHD2	1	Chchd2	
CHCHD3	1	Chchd3	
CHCHD6	1	Chchd6	
CHCHD7	1	Chchd7	
CHCHD1	1	Chchd1	
NSF	1	Nsf	
CD300A	1	Cd300a	
SPNS3	1	Spns3	
SPNS2	1	Spns2	
WRNIP1	1	Wrnip1	
TRNT1	1	Trnt1	
PREPL	1	Prepl	
SPNS1	1	Spns1	
CD300E	1	Cd300e	
CD300C	2	Cd300c2:Cd300c	
RAI14	1	Rai14	
AKNA	1	Akna	
KLRB1	4	Klrb1b:Klrb1c:Klrb1a:Klrb1f	
LTBP4	1	Ltbp4	
DTX1	1	Dtx1	
DTX2	1	Dtx2	
LTBP2	1	Ltbp2	
DTX3	1	Dtx3	
LTBP3	1	Ltbp3	
CPLX2	1	Cplx2	
DTX4	1	Dtx4	
LTBP1	1	Ltbp1	
KLRC1	1	Klrc1	
KLRC2	1	Klrc2	
TBCD	1	Tbcd	
TBCC	1	Tbcc	
TBCB	1	Tbcb	
TBCA	1	Tbca	
ACSF3	1	Acsf3	
ACSF2	1	Acsf2	
TBCK	1	Tbck	
RFXAP	1	Rfxap	
TBCE	1	Tbce	
COL20A1	1	Col20a1	
KLRD1	1	Klrd1	
DOCK6	1	Dock6	
CXCL6	1	Cxcl5	
DOCK5	1	Dock5	
CXCL9	1	Cxcl9	
DOCK4	1	Dock4	
TSEN15	1	Tsen15	
NVL	1	Nvl	
DOCK9	1	Dock9	
DOCK8	1	Dock8	
DOCK7	1	Dock7	
CXCL1	1	Cxcl3	
CTDSPL2	1	Ctdspl2	
CXCL3	1	Cxcl2	
CXCL2	1	Cxcl1	
SENP6	1	Senp6	
SENP7	1	Senp7	
SENP5	1	Senp5	
SENP8	1	Senp8	
FLOT1	1	Flot1	
FLOT2	1	Flot2	
RUBCN	1	Rubcn	
EGFL7	1	Egfl7	
EGFL6	1	Egfl6	
SENP2	1	Senp2	
SENP3	1	Senp3	
SENP1	1	Senp1	
TRNP1	1	Trnp1	
MNS1	1	Mns1	
LALBA	1	Lalba	
DOCK2	1	Dock2	
DOCK1	1	Dock1	
EGFL8	1	Egfl8	
GCOM1	1	Polr2m	
TSEN34	1	Tsen34	
NXN	1	Nxn	
PMF1-BGLAP	1	Pmf1	
PRELP	1	Prelp	
LTC4S	1	Ltc4s	
KLRG2	1	Klrg2	
CDIPT	1	Cdipt	
KLRG1	1	Klrg1	
NYX	1	Nyx	
TBKBP1	1	Tbkbp1	
SLC4A1AP	1	Slc4a1ap	
TBK1	1	Tbk1	
SYNGAP1	1	Syngap1	
AKT2	1	Akt2	
AKT3	1	Akt3	
AKT1	1	Akt1	
PKNOX1	1	Pknox1	
PKNOX2	1	Pknox2	
TSTD3	1	Tstd3	
TSTD1	1	Tstd1	
TSTD2	1	Tstd2	
PHKA1	1	Phka1	
PHKA2	1	Phka2	
SCGB1C2	1	Scgb1c1	
SKAP1	1	Skap1	
SKAP2	1	Skap2	
EXD1	1	Exd1	
EXD2	1	Exd2	
SULT1A1	1	Sult1a1	
RNF214	1	Rnf214	
RNF213	1	Rnf213	
RNF216	1	Rnf216	
