Probeset_ID,Gene Symbol,MF Lu CD11b+ CD24-,Sample_,Sample_
10343514,---,-54.66,-92.19,13.46
10343515,---,-1.59,45.11,-34.25
10343516,---,60.94,32.88,80.33
10343517,---,-67.06,-53.93,-79.58
10343518,---,-67.60,-79.32,-52.46
10343519,---,-38.52,-26.70,-53.22
10343520,---,33.34,70.03,-9.04
10343521,---,-89.44,-94.54,-83.62
10343522,---,-39.18,-66.69,-17.39
10343523,---,-42.93,-43.60,-42.42
10343524,---,33.08,70.92,-12.37
10343525,---,9.95,-28.65,45.00
10343526,---,-55.82,-69.80,-41.53
10343527,---,-12.31,-68.96,49.29
10343528,---,95.60,98.39,86.16
10343529,---,-25.49,-37.68,-11.37
10343530,---,15.87,-20.50,50.71
10343531,---,26.94,9.16,42.85
10343532,---,-21.79,-8.08,-40.38
10343533,---,10.44,-45.11,63.37
10343534,---,-14.74,11.98,-39.53
10343535,---,-29.56,-60.52,7.67
10343536,---,3.40,-14.52,19.60
10343537,---,31.00,25.97,34.97
10343538,---,-44.96,-13.33,-77.26
10343539,---,13.69,5.17,21.62
10343540,---,-30.08,-13.74,-45.71
10343541,---,20.62,1.52,36.73
10343542,---,22.16,-10.84,50.57
10343543,---,53.98,18.14,72.83
10343544,---,-66.73,-73.85,-57.58
10343545,---,39.30,75.74,-14.91
10343546,---,-89.50,-93.19,-84.74
10343547,---,28.37,9.93,42.48
10343548,---,-4.18,37.82,-29.41
10343549,---,-52.68,-56.20,-49.35
10343550,---,85.15,71.47,91.07
10343551,---,-34.62,-32.08,-37.87
10343552,---,-28.75,-11.60,-42.79
10343553,---,82.33,95.74,50.59
10343554,---,62.34,89.12,-5.16
10343555,---,-75.42,-93.20,-44.27
10343556,---,-85.95,-90.44,-80.44
10343557,---,-15.61,-58.61,31.72
10343558,---,-5.76,-0.38,-11.40
10343559,---,90.11,95.75,77.82
10343560,---,14.21,-14.97,40.64
10343561,---,79.36,87.77,65.26
10343562,---,-16.23,-7.56,-26.53
10343563,---,56.41,54.03,58.45
10343564,---,70.65,50.84,81.77
10343565,---,-93.13,-96.13,-88.40
10343566,---,-63.41,-22.08,-87.90
10343567,---,37.41,58.32,2.64
10343568,---,83.65,82.73,84.37
10343569,---,23.71,15.67,30.61
10343570,---,69.91,81.83,53.57
10343571,---,-71.17,-73.30,-68.56
10343572,---,7.32,4.31,11.64
10343573,---,-11.44,-92.11,84.34
10343574,---,-22.95,-55.17,13.44
10343575,---,-93.19,-84.33,-97.32
10343576,---,-43.03,-24.19,-66.61
10343577,---,-50.07,-71.58,-17.84
10343578,---,-20.53,-35.99,-9.42
10343579,---,-52.96,-79.18,-23.91
10343580,---,80.95,75.50,86.44
10343581,---,-96.31,-99.29,-86.05
10343582,---,2.49,23.94,-3.89
10343583,---,-79.63,-95.34,-54.84
10343584,---,-94.72,-96.83,-92.14
10343585,---,77.79,76.65,78.95
10343586,---,-12.89,-13.58,-12.21
10343587,---,-77.30,-86.81,-58.72
10343588,---,5.23,46.71,-22.32
10343589,---,54.91,45.81,63.66
10343590,---,-34.51,-1.06,-63.13
10343591,---,5.92,51.28,-18.61
10343592,---,-36.13,-29.82,-42.81
10343593,---,-81.74,-83.57,-79.76
10343594,---,-87.76,-41.33,-98.72
10343595,---,-34.44,-11.64,-62.16
10343596,---,-88.68,-88.06,-89.70
10343597,---,-43.11,-2.25,-71.28
10343598,---,6.87,14.34,0.68
10343599,---,-14.64,-30.68,3.23
10343600,---,-21.23,-6.76,-37.74
10343601,---,-91.79,-91.82,-91.77
10343602,---,79.81,67.79,89.08
10343603,---,-42.78,-68.82,-10.22
10343604,---,52.69,34.83,66.61
10343605,---,94.50,94.87,94.09
10343606,---,39.77,62.59,12.44
10343607,---,-59.83,-80.95,-35.13
10343608,---,-87.95,-98.87,-25.43
10343609,---,-80.74,-77.66,-83.92
10343610,---,5.04,21.90,-11.20
10343611,---,55.16,84.77,4.49
10343612,---,-36.24,-30.85,-41.87
10343613,---,-35.12,-34.09,-36.22
10343614,---,-8.89,5.73,-22.15
10343615,---,66.53,55.23,74.06
10343616,---,-34.15,-34.13,-34.31
10343617,---,-69.17,-45.25,-84.78
10343618,---,89.45,86.92,91.01
10343619,---,-33.73,37.16,-88.00
10343620,---,-8.07,22.42,-31.03
10343621,---,-92.17,-97.72,-76.26
10343622,---,-4.11,16.72,-17.21
10343623,---,-79.15,-92.48,-48.96
10343624,---,23.07,28.83,17.62
10343625,---,-72.07,-85.94,-56.42
10343626,---,-15.37,-15.01,-15.76
10343627,---,32.50,86.27,-54.01
10343628,---,-5.99,-76.19,67.71
10343629,---,-52.14,-21.17,-80.65
10343630,---,-18.78,-12.39,-25.94
10343631,---,68.13,67.38,69.06
10343632,---,26.60,46.43,0.63
10343633,---,-92.44,-93.81,-91.14
10343634,---,18.41,44.52,-9.27
10343635,---,-80.96,-91.90,-62.22
10343636,---,-87.31,-88.37,-86.40
10343637,---,-86.31,-87.15,-85.57
10343638,---,-23.82,-51.13,-3.27
10343639,---,-70.10,-98.29,4.86
10343640,---,0.20,-30.08,8.43
10343641,---,-48.04,-74.27,-18.07
10343642,---,-25.70,30.03,-81.61
10343643,---,-69.65,-82.95,-50.60
10343644,---,70.65,71.14,70.04
10343645,---,-28.24,54.79,-90.83
10343646,---,-42.02,-47.07,-37.41
10343647,---,-27.39,-30.90,-23.95
10343648,---,39.55,55.96,19.27
10343649,---,37.65,63.50,3.69
10343650,---,-68.24,-18.14,-94.30
10343651,---,-3.94,-11.83,4.32
10343652,---,19.76,-3.84,41.30
10343653,---,-59.75,-83.74,-22.73
10343654,---,80.01,82.21,77.44
10343655,---,41.94,-4.99,69.71
10343656,---,73.48,74.53,71.74
10343657,---,-80.60,-82.07,-79.36
10343658,---,-60.63,-90.84,-3.12
10343659,---,68.18,66.26,69.67
10343660,---,-37.02,-41.83,-32.34
10343661,---,-80.26,-93.20,-49.89
10343662,---,-20.94,-11.20,-34.27
10343663,---,24.29,39.45,8.03
10343664,---,-27.34,-30.73,-24.14
10343665,---,-89.20,-96.11,-76.25
10343666,---,15.98,49.55,-18.39
10343667,---,43.91,37.19,49.18
10343668,---,-38.16,-26.02,-48.58
10343669,---,-45.42,-50.31,-39.80
10343670,---,7.39,12.44,3.37
10343671,---,40.60,53.51,25.33
10343672,---,-14.74,9.26,-39.90
10343673,---,-76.47,-85.38,-65.27
10343674,---,49.30,18.84,71.29
10343675,---,7.51,23.47,-9.10
10343676,---,-79.33,-73.35,-85.17
10343677,---,-82.90,-92.67,-54.40
10343678,---,-22.21,-4.53,-41.08
10343679,---,-65.36,-66.14,-64.61
10343680,---,-56.92,-27.43,-83.71
10343681,---,-25.43,-11.35,-40.28
10343682,---,-40.80,-22.59,-58.95
10343683,---,34.34,9.28,55.59
10343684,---,71.15,57.79,80.92
10343685,---,33.86,21.93,46.12
10343686,---,41.89,40.24,43.69
10343687,---,-74.99,-63.17,-86.75
10343688,---,-61.58,-75.97,-48.84
10343689,---,53.98,80.81,14.12
10343690,---,-28.10,-48.70,-1.33
10343691,---,75.02,54.52,87.77
10343692,---,-93.02,-94.87,-90.15
10343693,---,78.38,81.30,75.49
10343694,---,-88.55,-99.29,-35.80
10343695,---,-17.51,-69.73,42.50
10343696,---,-3.41,32.00,-24.88
10343697,---,-92.94,-94.13,-91.11
10343698,---,-91.73,-93.88,-86.58
10343699,---,-51.70,-48.10,-54.36
10343700,---,-58.68,-33.94,-80.27
10343701,---,1.39,3.55,-3.58
10343702,---,-11.19,-24.22,2.52
10343703,---,25.32,64.08,-16.87
10343704,---,62.68,29.52,90.90
10343705,---,-90.97,-94.31,-87.15
10343706,---,-74.18,-55.70,-86.27
10343707,---,-12.75,10.25,-34.33
10343708,---,11.05,48.64,-23.78
10343709,---,-11.11,-16.70,-5.76
10343710,---,79.64,89.13,62.73
10343711,---,-61.94,-45.60,-77.30
10343712,---,-21.69,-33.85,-11.67
10343713,---,-90.42,-91.87,-88.90
10343714,---,21.83,-6.74,47.89
10343715,---,23.08,0.37,40.89
10343716,---,-73.77,-75.12,-72.41
10343717,---,-55.41,-49.75,-59.24
10343718,---,11.07,-17.20,53.26
10343719,---,-83.98,-96.50,-40.84
10343720,---,67.05,63.86,70.32
10343721,---,-80.73,-73.90,-86.52
10343722,---,-64.00,-77.83,-49.51
10343723,---,-91.40,-97.73,-76.22
10343724,---,2.70,81.54,-76.54
10343725,---,68.36,47.59,81.76
10343726,---,16.07,-45.39,69.74
10343727,---,-97.76,-99.23,-82.18
10343728,---,-1.52,-21.10,13.80
10343729,---,-89.89,-91.67,-87.63
10343730,---,-15.17,13.32,-42.01
10343731,---,58.67,23.95,78.91
10343732,---,-3.01,0.75,-6.60
10343733,---,-22.35,34.62,-90.66
10343734,---,61.05,69.66,51.59
10343735,---,-6.71,-24.15,13.41
10343736,---,55.29,89.00,-11.16
10343737,---,81.55,69.47,90.56
10343738,---,-63.02,-65.18,-60.79
10343739,---,90.07,86.47,93.62
10343740,---,12.65,7.84,17.74
10343741,---,-0.77,-29.53,11.81
10343742,---,-69.18,-39.31,-87.50
10343743,---,-25.02,-47.43,-3.63
10343744,---,-96.31,-95.13,-97.31
10343745,---,56.42,65.28,43.47
10343746,---,-31.12,13.55,-66.01
10343747,---,47.77,63.00,29.00
10343748,---,31.40,38.20,22.23
10343749,---,34.00,32.72,35.09
10343750,---,-60.16,-39.41,-84.08
10343751,---,-38.83,-39.55,-37.93
10343752,---,-25.36,-21.99,-29.37
10343753,---,-88.21,-85.19,-89.97
10343754,---,-87.13,-96.22,-68.83
10343755,---,-39.11,-45.35,-31.92
10343756,---,-74.58,-82.60,-64.79
10343757,---,-75.03,-87.88,-60.69
10343758,---,-92.37,-76.35,-98.59
10343759,---,-65.45,-52.16,-78.60
10343760,---,-86.56,-87.38,-85.85
10343761,---,-36.83,-55.30,-16.67
10343762,---,16.00,-1.27,33.24
10343763,---,-6.80,-6.43,-7.20
10343764,---,51.72,70.83,28.33
10343765,---,-43.36,-22.60,-70.09
10343766,---,-42.25,-76.58,0.84
10343767,---,-70.91,-80.79,-59.38
10343768,---,-41.56,-68.25,-13.65
10343769,---,-62.82,-62.92,-62.79
10343770,---,14.21,58.59,-31.85
10343771,---,-70.07,-84.18,-43.58
10343772,---,-32.01,-12.39,-53.17
10343773,---,-44.26,-63.48,-26.12
10343774,---,-35.15,-14.66,-58.49
10343775,---,-59.57,-81.62,-39.12
10343776,---,-32.25,-62.49,-5.21
10343777,---,-29.72,-67.58,10.49
10343778,---,-4.74,45.64,-45.29
10343779,---,-33.20,-44.28,-23.23
10343780,---,57.74,77.57,18.22
10343781,---,-60.11,-30.62,-81.91
10343782,---,-45.10,21.66,-86.19
10343783,---,19.54,38.29,-0.50
10343784,---,-5.87,15.26,-23.01
10343785,---,-63.40,-88.17,-25.68
10343786,---,12.78,-2.96,29.39
10343787,---,-47.66,-51.83,-44.02
10343788,---,-58.09,-74.08,-32.33
10343789,---,-52.70,-93.14,-0.32
10343790,---,-25.05,-19.44,-29.62
10343791,---,3.84,-62.61,67.78
10343792,---,-74.82,-77.47,-71.30
10343793,---,19.20,11.46,27.18
10343794,---,3.09,-39.78,37.99
10343795,---,-60.05,-33.47,-78.50
10343796,---,-11.78,-24.42,1.97
10343797,---,68.21,61.90,73.80
10343798,---,19.96,11.82,27.28
10343799,---,-63.80,-75.82,-50.19
10343800,---,85.16,52.08,97.84
10343801,---,-37.19,-41.12,-33.33
10343802,---,-13.75,-24.38,-4.65
10343803,---,21.57,23.44,19.78
10343804,---,-59.89,-69.29,-50.12
10343805,---,-16.07,-82.85,56.98
10343806,---,62.15,83.17,14.73
10343807,---,-47.92,-53.81,-42.51
10343808,---,-11.82,-43.62,27.50
10343809,---,-10.95,-11.54,-10.36
10343810,---,-78.98,-95.62,-51.81
10343811,---,-93.94,-63.05,-99.46
10343812,---,-94.28,-96.63,-87.85
10343813,---,58.66,47.60,69.84
10343814,---,-52.02,-22.39,-92.76
10343815,---,-68.64,-75.60,-60.45
10343816,---,0.64,-20.99,17.95
10343817,---,-64.85,-84.04,-33.71
10343818,---,-75.67,-83.62,-64.30
10343819,---,-85.77,-96.13,-67.58
10343820,---,67.96,37.54,89.43
10343821,---,-38.82,-35.75,-41.38
10343822,---,87.15,76.67,92.94
10343823,---,4.97,-23.78,23.18
10343824,---,39.90,10.50,61.76
10343825,---,-94.73,-97.24,-89.95
10343826,---,67.32,72.70,60.85
10343827,---,-14.94,-23.13,-7.81
10343828,---,39.41,5.04,67.56
10343829,---,-23.49,-9.36,-36.21
10343830,---,-56.09,-55.35,-56.96
10343831,---,-41.09,-84.08,20.63
10343832,---,78.95,65.57,87.94
10343833,---,-28.60,-9.52,-47.15
10343834,---,-92.49,-97.37,-85.74
10343835,---,-17.79,2.10,-43.42
10343836,---,-10.85,-32.95,15.76
10343837,---,25.82,33.39,17.99
10343838,---,56.77,55.30,57.87
10343839,---,36.07,75.80,-14.08
10343840,---,26.60,39.80,13.40
10343841,---,-88.39,-95.96,-71.10
10343842,---,77.18,79.96,73.60
10343843,---,14.80,-20.85,53.07
10343844,---,-96.55,-97.06,-96.36
10343845,---,-76.22,-64.05,-85.75
10343846,---,-38.19,-51.62,-24.49
10343847,---,94.65,81.74,98.43
10343848,---,-8.92,-36.69,22.49
10343849,---,69.65,52.06,81.04
10343850,---,34.98,-26.68,77.33
10343851,---,-17.50,27.82,-56.40
10343852,---,-52.79,-36.80,-67.85
10343853,---,-34.83,-26.80,-42.92
10343854,---,66.11,79.37,45.72
10343855,---,-28.48,-28.67,-28.28
10343856,---,55.25,65.01,41.96
10343857,---,-69.02,-86.46,-19.54
10343858,---,-20.92,37.99,-71.34
10343859,---,-53.43,-76.43,-28.34
10343860,---,-15.62,-13.30,-17.96
10343861,---,-29.93,19.45,-80.17
10343862,---,36.82,37.35,36.16
10343863,---,-33.85,-35.92,-32.00
10343864,---,-48.80,-74.54,-13.33
10343865,---,-58.66,-86.98,-16.88
10343866,---,97.59,97.44,97.75
10343867,---,-11.32,-24.44,-3.33
10343868,---,-53.77,-33.51,-70.52
10343869,---,-13.45,-37.41,10.70
10343870,---,-1.71,42.14,-43.00
10343871,---,-69.68,-82.30,-52.83
10343872,---,-8.96,-10.13,-7.50
10343873,---,-14.14,-18.53,-9.74
10343874,---,-16.57,-27.83,-4.64
10343875,---,-30.78,-12.09,-46.14
10343876,---,19.18,8.94,30.48
10343877,---,21.64,29.35,13.82
10343878,---,5.53,39.22,-20.18
10343879,---,-7.09,-23.94,11.16
10343880,---,50.44,15.88,65.75
10343881,---,-38.05,-57.40,-13.98
10343882,---,-10.04,-26.69,1.61
10343883,---,-34.16,-18.91,-45.53
10343884,---,-33.13,-30.97,-35.07
10343885,---,41.31,46.20,36.83
10343886,---,-74.92,-87.55,-56.78
10343887,---,39.89,26.62,51.63
10343888,---,-52.07,-94.71,25.39
10343889,---,-82.69,-84.73,-80.35
10343890,---,-90.78,-96.79,-75.88
10343891,---,-70.27,-59.18,-80.85
10343892,---,66.20,42.81,81.13
10343893,---,83.45,95.32,48.86
10343894,---,-60.03,-55.02,-65.54
10343895,---,-91.10,-95.89,-84.59
10343896,---,-29.21,-51.71,-10.04
10343897,---,51.03,21.24,75.19
10343898,---,-27.51,-8.39,-49.29
10343899,---,-34.64,-26.29,-41.74
10343900,---,27.11,40.42,13.80
10343901,---,32.69,-8.97,61.07
10343902,---,61.92,84.23,32.68
10343903,---,17.37,-6.90,39.58
10343904,---,50.74,62.69,38.48
10343905,---,-12.94,-23.12,-2.65
10343906,---,-27.62,-39.52,-14.85
10343907,---,2.86,22.76,-18.31
10343908,---,-78.66,-77.83,-79.63
10343909,---,-16.77,-4.20,-38.10
10343910,---,0.26,-38.24,30.05
10343911,---,-89.44,-89.80,-88.94
10343912,---,-47.36,-34.40,-59.24
10343913,---,-7.85,-14.44,-1.97
10343914,---,34.96,-24.62,76.62
10343915,---,77.14,64.78,86.42
10343916,---,-80.95,-94.41,-56.47
10343917,---,70.34,91.49,30.23
10343918,---,83.73,94.26,60.77
10343919,---,-25.24,-16.69,-34.40
10343920,---,70.77,78.02,55.00
10343921,---,-72.13,-58.47,-83.53
10343922,---,-64.28,-89.42,-15.19
10343923,---,-60.62,-32.33,-84.62
10343924,---,-91.69,-91.33,-92.15
10343925,---,-92.03,-87.77,-94.99
10343926,---,9.52,63.03,-45.62
10343927,---,-58.58,-83.77,-24.26
10343928,---,-60.58,-75.03,-34.94
10343929,---,-46.86,-65.83,-25.82
10343930,---,60.89,48.01,71.02
10343931,---,79.65,96.27,3.13
10343932,---,70.66,71.40,69.49
10343933,---,-64.38,-79.77,-17.96
10343934,---,-97.29,-94.98,-98.56
10343935,---,-46.17,37.11,-97.10
10343936,---,-9.71,-34.62,19.00
10343937,---,-55.21,-78.48,-28.56
10343938,---,-61.37,-57.95,-64.61
10343939,---,33.19,76.96,-28.43
10343940,---,80.91,76.00,85.84
10343941,---,38.35,-29.95,83.34
10343942,---,82.24,63.80,92.67
10343943,---,17.54,60.67,-19.66
10343944,---,-83.39,-87.56,-78.86
10343945,---,51.58,69.30,28.26
10343946,---,-77.78,-80.73,-74.14
10343947,---,-5.22,-2.43,-15.15
10343948,---,-28.99,-14.77,-55.19
10343949,---,-57.27,-63.46,-49.55
10343950,---,-11.90,-5.29,-20.96
10343951,---,-55.33,-75.47,-33.34
10343952,---,8.39,44.24,-32.06
10343953,---,32.68,28.24,36.36
10343954,---,-50.36,-36.59,-64.51
10343955,---,-11.31,-20.14,-1.35
10343956,---,-66.69,-93.85,17.41
10343957,---,-25.00,-15.49,-34.38
10343958,---,-19.73,-18.55,-21.17
10343959,---,-40.26,-44.15,-36.76
10343960,---,88.37,98.28,38.73
10343961,---,-28.37,-18.81,-38.96
10343962,---,68.63,91.89,-8.96
10343963,---,22.49,30.78,15.06
10343964,---,-21.61,-18.82,-25.17
10343965,---,62.42,54.28,68.89
10343966,---,87.09,81.49,91.60
10343967,---,83.32,96.02,42.73
10343968,---,-57.10,-62.71,-50.92
10343969,---,4.32,-8.71,23.00
10343970,---,-82.49,-84.77,-79.23
10343971,---,-42.52,23.63,-84.66
10343972,---,-39.65,-17.68,-58.27
10343973,---,10.39,-0.58,25.92
10343974,---,-1.62,-17.34,5.81
10343975,---,-6.46,-23.12,15.94
10343976,---,51.83,79.63,-11.98
10343977,---,-33.95,-81.53,22.28
10343978,---,-45.28,31.11,-92.16
10343979,---,-50.42,-41.85,-58.66
10343980,---,-75.55,-91.64,-38.51
10343981,---,-14.49,-27.49,-0.13
10343982,---,-74.93,-33.66,-94.11
10343983,---,10.20,-6.51,28.64
10343984,---,22.02,78.07,-53.60
10343985,---,-33.38,-7.64,-73.62
10343986,---,-86.57,-94.32,-75.22
10343987,---,-63.09,-55.41,-71.43
10343988,---,-95.13,-95.76,-94.38
10343989,---,-52.90,-69.55,-34.36
10343990,---,-26.33,-62.44,3.32
10343991,---,15.45,62.27,-36.82
10343992,---,-60.54,-77.12,-38.47
10343993,---,-66.51,-65.12,-67.84
10343994,---,54.53,43.27,63.35
10343995,---,-10.74,-3.61,-19.36
10343996,---,-96.50,-96.50,-96.55
10343997,---,-71.70,-85.56,-56.56
10343998,---,-84.20,-73.93,-91.69
10343999,---,-33.15,-23.13,-43.26
10344000,---,-42.59,-48.59,-36.29
10344001,---,-26.48,-51.14,-10.78
10344002,---,-24.07,37.04,-72.17
10344003,---,-18.44,-8.22,-31.63
10344004,---,-64.03,-89.29,-24.01
10344005,---,-46.16,-52.84,-38.96
10344006,---,-8.35,-63.42,42.87
10344007,---,-97.33,-84.81,-99.96
10344008,---,89.19,87.02,90.38
10344009,---,23.25,17.76,29.83
10344010,---,-96.52,-96.71,-96.26
10344011,---,65.96,53.32,77.07
10344012,---,-58.88,-82.73,5.92
10344013,---,-59.19,-73.76,-43.40
10344014,---,49.00,79.24,-2.17
10344015,---,-95.40,-99.60,-78.21
10344016,---,-80.11,-85.59,-74.06
10344017,---,92.62,91.88,93.62
10344018,---,-57.27,-37.53,-74.64
10344019,---,-69.03,-58.69,-78.73
10344020,---,-45.92,-56.18,-35.01
10344021,---,-33.93,-30.03,-38.34
10344022,---,-22.33,-13.47,-33.84
10344023,---,97.42,99.35,85.86
10344024,---,-0.63,-0.58,-0.73
10344025,---,95.01,99.14,62.28
10344026,---,-58.53,-46.54,-70.28
10344027,---,87.73,88.51,86.97
10344028,---,11.75,10.63,12.89
10344029,---,-3.57,-38.38,38.25
10344030,---,39.41,71.04,-5.73
10344031,---,-93.87,-92.24,-95.12
10344032,---,3.33,-20.49,38.30
10344033,---,51.98,76.30,23.27
10344034,---,-7.87,-9.37,-6.55
10344035,---,-15.28,-38.38,11.32
10344036,---,69.53,54.24,80.41
10344037,---,-35.71,-74.21,5.86
10344038,---,-60.88,-71.07,-50.55
10344039,---,-12.24,-31.70,9.37
10344040,---,-64.72,-35.69,-89.74
10344041,---,46.53,88.57,-44.44
10344042,---,-86.24,-96.66,-62.95
10344043,---,-55.20,-75.31,-32.31
10344044,---,-2.49,-63.34,64.33
10344045,---,-50.53,-45.46,-55.70
10344046,---,-9.92,11.95,-28.72
10344047,---,-44.75,-31.41,-57.65
10344048,---,-82.65,-81.08,-84.22
10344049,---,87.35,69.09,96.32
10344050,---,40.19,28.18,51.63
10344051,---,-91.70,-94.83,-85.80
10344052,---,-63.83,-83.52,-43.24
10344053,---,-11.62,-3.34,-20.70
10344054,---,87.67,84.19,90.67
10344055,---,95.48,96.77,93.48
10344056,---,-28.29,-18.76,-38.18
10344057,---,19.04,9.52,28.46
10344058,---,-90.64,-95.90,-71.91
10344059,---,-17.46,-16.71,-18.36
10344060,---,82.80,78.37,85.57
10344061,---,23.26,0.24,39.98
10344062,---,-64.99,-65.17,-64.69
10344063,---,-78.82,-73.25,-84.14
10344064,---,-50.45,-66.99,-27.21
10344065,---,-47.18,-64.98,-25.81
10344066,---,30.88,74.78,-30.91
10344067,---,59.87,41.15,75.61
10344068,---,-26.04,-34.54,-18.58
10344069,---,-98.73,-98.50,-98.94
10344070,---,24.23,41.76,4.50
10344071,---,47.49,61.91,28.77
10344072,---,-43.98,14.07,-80.00
10344073,---,49.95,62.55,34.88
10344074,---,-94.15,-97.45,-79.76
10344075,---,1.02,-29.69,34.00
10344076,---,97.22,98.87,93.10
10344077,---,4.21,40.01,-31.31
10344078,---,54.17,64.37,43.75
10344079,---,45.65,-20.17,82.78
10344080,---,-88.10,-99.44,-37.84
10344081,---,35.49,55.87,9.51
10344082,---,-85.06,-92.84,-70.53
10344083,---,-37.78,-39.16,-36.09
10344084,---,-75.32,-89.91,-51.33
10344085,---,-6.94,17.56,-32.83
10344086,---,-16.44,42.83,-66.69
10344087,---,-55.60,-32.56,-81.68
10344088,---,90.88,86.11,93.84
10344089,---,57.13,75.64,35.27
10344090,---,86.04,82.37,88.83
10344091,---,-47.64,-99.58,27.99
10344092,---,-43.42,-28.06,-60.39
10344093,---,-95.91,-98.47,-85.12
10344094,---,-20.04,-1.35,-39.83
10344095,---,-28.49,-86.48,54.32
10344096,---,-35.50,-40.50,-30.38
10344097,---,-5.83,-13.87,2.26
10344098,---,49.20,50.25,47.97
10344099,---,-0.94,46.96,-46.18
10344100,---,67.24,87.22,-0.61
10344101,---,-40.45,1.58,-69.00
10344102,---,-24.99,-27.44,-23.06
10344103,---,-94.57,-95.08,-94.10
10344104,---,92.17,94.41,89.22
10344105,---,-50.66,-39.39,-64.27
10344106,---,-51.15,-56.60,-46.01
10344107,---,16.80,73.23,-50.58
10344108,---,-5.10,-52.05,45.05
10344109,---,-56.79,-78.30,-33.06
10344110,---,-1.44,-20.61,18.10
10344111,---,-73.76,-88.33,-44.59
10344112,---,-63.57,-21.98,-89.90
10344113,---,-13.29,-0.17,-32.32
10344114,---,72.03,59.39,80.60
10344115,---,25.30,-10.06,52.67
10344116,---,16.51,-13.13,43.64
10344117,---,-17.39,-10.53,-24.88
10344118,---,-26.46,-24.48,-28.58
10344119,---,43.68,83.65,-23.53
10344120,---,-89.52,-84.77,-92.90
10344121,---,73.39,-3.99,96.11
10344122,---,-29.06,-50.01,-4.11
10344123,---,37.39,37.33,37.51
10344124,---,-28.77,-4.56,-49.61
10344125,---,82.19,95.58,54.84
10344126,---,5.07,1.95,9.97
10344127,---,90.38,97.51,74.76
10344128,---,-60.76,-26.33,-84.78
10344129,---,66.52,71.56,61.28
10344130,---,-8.04,6.16,-22.42
10344131,---,13.34,-10.00,37.50
10344132,---,-35.64,-18.14,-50.06
10344133,---,-54.80,-88.98,-6.60
10344134,---,88.28,85.25,90.81
10344135,---,-91.91,-86.88,-96.03
10344136,---,-62.49,-63.51,-61.19
10344137,---,-95.32,-97.42,-90.32
10344138,---,-29.12,-6.15,-56.92
10344139,---,-83.73,-99.40,-20.58
10344140,---,80.45,77.86,82.38
10344141,---,93.77,92.06,95.43
10344142,---,13.47,-21.12,55.76
10344143,---,3.78,-29.93,31.07
10344144,---,31.78,17.80,43.65
10344145,---,3.12,-19.32,33.85
10344146,---,-32.34,-12.70,-68.25
10344147,---,-26.70,-79.23,43.73
10344148,---,91.98,98.00,66.08
10344149,---,15.18,34.49,-2.71
10344150,---,-93.64,-82.54,-98.05
10344151,---,63.31,65.30,61.55
10344152,---,-87.90,-80.37,-93.40
10344153,---,-77.29,-70.73,-83.42
10344154,---,-36.73,-31.67,-42.09
10344155,---,-29.41,-34.70,-24.76
10344156,---,19.99,-41.24,71.74
10344157,---,-81.42,-67.45,-91.07
10344158,---,54.62,82.59,-2.05
10344159,---,27.73,70.25,-23.55
10344160,---,-94.84,-96.47,-93.21
10344161,---,-55.08,-60.42,-45.91
10344162,---,-25.67,-94.97,54.61
10344163,---,52.33,30.84,69.53
10344164,---,-44.41,-30.05,-58.59
10344165,---,-51.10,24.25,-87.63
10344166,---,7.86,1.18,14.56
10344167,---,21.32,52.60,-14.95
10344168,---,-0.97,2.26,-3.56
10344169,---,-17.51,-0.19,-48.35
10344170,---,-48.94,-72.69,-22.24
10344171,---,62.71,41.53,76.51
10344172,---,84.22,67.12,93.18
10344173,---,78.69,75.87,80.57
10344174,---,-20.78,-33.43,-7.44
10344175,---,-54.56,-78.26,-12.26
10344176,---,51.27,84.04,-16.69
10344177,---,52.34,65.47,34.24
10344178,---,-68.88,-88.00,-44.61
10344179,---,-32.51,-3.84,-57.21
10344180,---,-96.25,-97.64,-93.29
10344181,---,-0.20,44.44,-27.05
10344182,---,-57.12,-63.75,-49.62
10344183,---,-86.97,-98.84,-38.20
10344184,---,74.58,92.52,42.11
10344185,---,3.46,0.82,6.56
10344186,---,-31.00,-15.96,-45.27
10344187,---,71.76,96.22,-38.32
10344188,---,63.69,26.94,82.27
10344189,---,20.32,-3.79,39.84
10344190,---,43.65,84.16,-22.18
10344191,---,-49.71,-68.95,-28.37
10344192,---,64.22,80.72,29.32
10344193,---,-63.73,-44.12,-78.43
10344194,---,-91.86,-91.79,-91.98
