Probeset_ID,Gene Symbol,Mo BM Ly6C+ II-,Sample_,Sample_,Sample_
10376396,Trim58,-6.87,-19.06,-11.19,11.99
10376402,Olfr179,87.39,82.85,82.52,92.90
10376404,Olfr320,-3.49,-27.03,7.44,14.15
10376406,Olfr319,44.39,-66.20,15.20,95.29
10376408,Olfr316,10.79,-16.05,14.84,37.09
10376410,Olfr315,70.82,37.37,78.18,83.53
10376412,Olfr314,3.95,-9.50,40.97,-15.00
10376414,Olfr313,-25.00,-73.39,-12.95,0.74
10376416,Olfr312 or Olfr313,45.45,-40.49,50.82,84.73
10376418,Olfr311,13.52,-14.41,21.28,41.06
10376420,---,-65.20,-75.89,-56.12,-62.21
10376425,Gm12258,-55.62,-60.03,-69.40,-34.06
10376427,2810021J22Rik,30.93,-2.56,-3.15,78.85
10376434,Btnl10,-14.20,-22.91,-24.14,-5.09
10376444,Hist3h2ba or Hist3h2bb-ps,4.42,11.34,-15.00,42.27
10376446,Hist3h2a or Trim17,93.26,87.68,93.87,95.31
10376455,Hist3h2a or Trim17,-41.80,-12.14,-35.46,-90.17
10376459,---,90.77,89.70,93.82,87.95
10376461,Trim11,94.42,91.64,94.05,96.20
10376468,---,74.21,36.63,81.54,85.31
10376474,Mrpl55,9.72,-10.02,29.95,17.05
10376482,2310033P09Rik,-45.63,-39.39,-40.20,-57.64
10376490,Wnt9a,45.69,28.70,72.29,24.91
10376496,Jmjd4,-39.43,-66.40,-61.80,23.31
10376507,Zkscan17 or 4933439C10Rik,-14.29,-19.98,-3.31,-20.48
10376513,Nlrp3,28.80,37.97,28.48,19.15
10376532,Olfr225,-26.16,-32.26,30.36,-67.76
10376534,Mprip,-21.53,-21.03,-31.96,-12.36
10376555,Gm16062 or Cops3,-28.62,-29.42,-32.92,-23.88
10376557,Nt5m,58.69,48.30,53.92,72.73
10376564,Med9,46.97,43.33,40.47,56.37
10376568,Rai1,29.78,16.84,22.42,47.65
10376577,---,-6.28,-11.53,-25.84,32.59
10376579,Lrrc48,-24.07,-38.47,-25.72,-12.84
10376596,4933439F18Rik,-55.79,-41.90,-69.15,-51.35
10376603,Drg2,26.63,17.15,27.15,34.12
10376615,Myo15,74.58,11.76,63.46,95.81
10376685,Alkbh5,35.37,41.23,25.88,39.35
10376690,Llgl1,54.92,39.29,50.32,69.21
10376715,Smcr7,25.62,-3.83,37.11,39.96
10376721,Smcr8,37.12,36.62,18.86,53.01
10376726,Dhrs7b,-59.52,-69.22,-57.32,-52.66
10376733,Map2k3,69.92,70.19,64.22,74.94
10376747,Kcnj12,0.63,-33.81,-2.14,52.59
10376755,Tnfrsf13b,62.90,35.11,59.72,79.75
10376765,Aldh3a1,-49.61,-65.99,-43.05,-41.24
10376778,Mfap4 or Mapk7,-43.40,-56.53,-33.13,-42.62
10376787,B9d1,-72.46,-91.60,-57.33,-60.05
10376796,Grap,-18.63,-25.71,-21.96,-12.25
10376803,Fam83g or Slc5a10,-42.31,-70.86,-45.21,-14.59
10376813,Specc1,-38.15,-42.76,-38.05,-33.40
10376832,Adora2b,76.69,70.26,80.32,78.05
10376839,Ttc19,-97.52,-93.92,-98.89,-97.69
10376854,Pigl,-9.02,-6.87,-45.96,26.44
10376864,Ubb,11.61,0.51,22.17,14.18
10376868,Trpv2,72.27,70.25,81.17,65.08
10376885,Snord49b,70.47,59.85,76.43,73.86
10376887,Snord49a,72.52,65.73,74.08,76.33
10376889,Mmgt2,55.85,49.89,43.42,71.26
10376895,---,-14.92,-9.33,-31.07,-9.12
10376897,---,-49.58,-54.67,-52.21,-40.89
10376899,Trim16,59.55,60.95,39.69,73.15
10376912,Fbxw10 or Trim16,-26.44,-77.67,-4.06,-10.29
10376929,Fam18b,-54.43,-48.80,-66.67,-44.69
10376938,Cdrt4,-34.59,-79.09,-11.76,-27.97
10376941,Tekt3,-11.81,-36.22,-15.90,-2.85
10376950,Pmp22,-69.85,-74.90,-66.21,-69.42
10376956,Hs3st3a1,-42.50,-75.26,-42.76,-20.50
10376959,Elac2,49.88,50.34,29.52,64.58
10376986,Arhgap44 or B430202K04Rik,89.65,84.80,98.42,62.15
10376988,Zkscan6,89.26,92.35,82.36,90.59
10376998,Pirt,-22.62,-12.66,-18.25,-38.16
10377001,Tmem220,34.25,1.14,14.97,65.44
10377010,Sco1,-0.94,1.59,-15.10,15.24
10377018,Myh3,-19.12,-37.78,-23.27,-8.22
10377055,Myh2,-22.61,-39.48,-20.14,-14.86
10377087,Myh1,-21.72,-68.24,-17.20,-7.08
10377117,Myh4,-35.88,-29.52,-60.92,-21.32
10377148,Myh8,-29.18,-34.61,-54.78,-12.70
10377181,Myh13,56.09,13.15,82.79,32.61
10377215,Gas7,42.38,37.99,35.48,53.57
10377235,Rcvrn,-16.66,-21.78,-43.54,-4.49
10377240,Gm12302,62.23,55.95,56.36,72.71
10377245,Dhrs7c,-8.09,-6.46,-16.00,-4.91
10377253,9130017K11Rik,72.71,25.54,82.42,84.95
10377255,Stx8,62.96,37.41,69.12,76.35
10377265,Pik3r5,36.49,33.59,38.87,36.49
10377286,Pik3r6,96.72,96.14,95.95,97.88
10377308,Mfsd6l,77.05,52.78,82.42,86.28
10377310,Ccdc42,21.12,-15.00,27.92,55.01
10377319,Myh10,-84.43,-89.61,-82.99,-81.38
10377364,Rnf222,-6.33,-22.45,-17.63,37.66
10377368,Rpl26,27.47,19.46,23.51,38.27
10377372,Slc25a35,-19.62,-28.43,-18.09,-12.90
10377380,1500010J02Rik,66.44,66.14,59.83,72.96
10377405,Aurkb,75.01,79.00,76.08,69.36
10377416,2310047M10Rik or 9330160F10Rik,95.13,88.67,96.32,97.37
10377418,Tmem107,-19.52,-29.79,-34.37,1.37
10377429,Snord118,-8.13,-12.91,-14.12,-0.43
10377431,Vamp2,-59.35,-58.01,-72.05,-47.06
10377439,Per1,-40.66,-55.69,-39.18,-26.99
10377467,Hes7,85.81,51.92,82.77,96.16
10377473,Aloxe3,-34.76,-68.37,-46.29,-12.87
10377490,Alox12b,-22.64,-16.49,-32.52,-21.52
10377508,Trappc1,95.12,94.36,95.43,95.69
10377516,Kcnab3,-22.32,-44.26,-17.68,-12.39
10377534,A030009H04Rik,-21.27,-11.39,-31.32,-24.99
10377537,Chd3,-41.83,-64.06,-57.06,-17.35
10377541,Lsmd1 or Tmem88,26.90,-2.04,28.08,45.53
10377547,Kdm6b,6.25,2.94,-14.67,48.56
10377550,Trp53,32.77,30.52,18.91,48.65
10377560,Sat2,-54.74,-63.18,-49.26,-52.61
10377569,Fxr2,41.59,39.81,39.25,45.51
10377588,Sox15 or Sox16,-7.22,-19.36,-8.78,7.91
10377593,Zbtb4,-55.64,-72.71,-65.58,-23.44
10377603,Tmem102 or G630025P09Rik,79.69,50.96,89.59,83.83
10377605,1810027O10Rik,55.66,33.98,55.11,72.26
10377612,Plscr3 or Tnk1,62.62,62.34,57.22,67.62
10377622,Neurl4,31.33,6.43,12.31,66.53
10377652,Gps2,70.10,69.85,66.71,73.78
10377662,Ybx2,-37.36,-39.11,-19.42,-57.28
10377673,Cldn7,-23.08,-42.92,-15.45,-20.70
10377681,Ctdnep1 or Rai12,82.18,78.51,81.23,87.67
10377689,Gabarap,31.94,29.49,29.35,36.54
10377695,Phf23,83.40,78.60,76.32,91.78
10377704,Dvl2 or Acadvl,47.94,48.41,33.53,58.66
10377725,Dlg4,-52.72,-49.86,-64.15,-44.68
10377751,Asgr1,-25.69,-14.80,-19.73,-53.48
10377763,Asgr2,-20.31,-46.63,-12.70,-12.20
10377774,Mgl2,43.08,47.60,33.37,46.35
10377782,Clec10a,72.22,65.08,72.34,77.85
10377790,Slc16a11,-14.77,-43.43,-0.17,-7.80
10377800,Mir497,63.15,33.19,68.59,78.19
10377802,Mir195,-29.35,-45.97,-47.07,1.91
10377804,Arrb2,57.87,49.02,54.77,68.85
10377822,Med11,95.09,92.81,96.18,95.78
10377826,Zmynd15 or Cxcl16,-24.99,-49.32,-18.57,-14.68
10377841,Tm4sf5,-30.94,-38.04,-45.63,-17.23
10377847,Gltpd2,-21.27,-29.97,-18.58,-16.47
10377851,Psmb6,45.33,30.01,45.14,60.44
10377859,Pld2,-15.85,-20.66,-23.68,-3.94
10377889,Mink1,-14.63,-46.59,-28.75,34.87
10377924,Gp1ba,9.90,-25.18,7.39,60.07
10377927,Rnf167,77.93,82.55,72.82,77.14
10377938,Eno3,-15.52,-32.75,-17.27,-3.96
10377953,Kif1c,-11.16,-21.76,-15.10,1.81
10377982,Kif1c,-41.80,-12.14,-35.46,-90.17
10377984,Zfp3,24.78,45.88,30.24,-3.79
10377987,Rabep1,-97.92,-98.30,-96.99,-98.13
10378013,Rpain,58.16,43.45,59.16,68.65
10378024,Mis12 or Derl2,3.46,10.15,5.61,-6.62
10378030,9230020A06Rik,17.60,-25.40,-14.44,78.13
10378038,Wscd1,-42.64,-62.77,-57.57,-17.91
10378053,Fam64a,71.57,67.55,65.67,80.21
10378059,Txndc17,-10.85,-17.33,-14.53,-1.06
10378065,4930563E22Rik or Med31,33.65,5.30,42.05,48.12
10378068,Xaf1,58.11,38.55,58.61,72.80
10378078,Fbxo39,-7.91,-11.28,-12.46,-3.38
10378082,Ggt6,21.59,11.39,30.35,20.61
10378088,Mybbp1a,55.50,59.64,47.89,57.86
10378114,Ube2g1,-83.02,-74.56,-87.48,-85.62
10378126,Ankfy1,79.06,82.42,70.58,82.17
10378154,Zzef1,55.74,54.50,39.01,71.90
10378214,---,22.13,2.98,38.96,21.83
10378216,Atp2a3,75.40,70.89,70.76,81.62
10378240,P2rx1,16.80,16.40,21.52,11.15
10378253,Camkk1,-47.48,-45.70,-75.10,-25.45
10378271,1200014J11Rik,21.44,43.65,10.13,8.94
10378286,Itgae,-32.86,-59.26,-50.31,-12.60
10378319,P2rx5,-50.67,-74.72,-87.17,-4.36
10378334,Tax1bp3 or LOC100047518,22.08,16.59,20.37,30.00
10378341,Shpk,-17.40,-20.25,-40.81,-4.92
10378349,Trpv1,49.91,-11.96,29.18,86.65
10378367,Trpv3,-22.23,-70.24,-21.62,-4.26
10378385,Spata22,-51.00,-91.77,-45.57,-23.36
10378395,Olfr20,-5.29,-29.69,-44.46,69.28
10378397,Olfr376,1.11,-0.34,-61.92,71.11
10378399,Olfr384,48.80,5.07,22.81,80.04
10378401,---,5.28,12.18,-33.05,47.40
10378403,Zfp735,-16.47,-39.12,-58.65,-3.00
10378407,Olfr390,-14.23,-24.65,-53.09,46.31
10378409,---,-22.03,25.96,-16.82,-80.03
10378413,Olfr23,-33.41,-64.26,-93.86,20.19
10378415,---,15.92,1.21,-0.44,40.57
10378417,Olfr397,18.56,46.79,-14.64,32.67
10378420,Zfp616,-20.64,-34.51,-26.20,-9.98
10378424,---,-3.00,35.91,-78.79,61.30
10378427,Olfr401,4.44,4.75,-22.53,39.28
10378429,Olfr402,61.08,12.13,34.66,89.54
10378432,Olfr403 or Olfr43,0.54,-1.90,-4.97,32.51
10378434,Olfr406-ps or Olfr59,-13.89,-28.80,-10.02,-5.16
10378436,Olfr59,36.41,69.81,-27.84,51.90
10378438,---,98.03,97.41,98.10,98.37
10378440,---,66.92,78.26,-7.12,84.18
10378443,Olfr412,36.18,1.46,-6.85,78.64
10378445,E130309D14Rik,11.20,-20.11,3.83,54.90
10378453,1300001I01Rik,43.75,48.47,28.90,50.62
10378482,Mettl16,-56.27,-43.44,-54.53,-69.32
10378497,Mnt,59.70,52.24,60.33,66.37
10378508,Tsr1 or Srr,-41.64,-7.25,-53.39,-53.39
10378523,Smg6,-40.20,-46.28,-55.77,-12.10
10378545,Mir212,38.50,13.87,44.65,51.07
10378547,Mir132,57.48,3.73,46.38,85.48
10378549,Rtn4rl1,-67.34,-75.82,-84.65,-41.73
10378555,Smyd4,-43.51,-53.93,-77.88,11.71
10378568,Mir22 or 2210403K04Rik or Tlcd2,-29.02,-36.27,-34.30,-17.54
10378570,---,-49.93,-46.78,-59.08,-42.24
10378572,Tlcd2,-29.69,-27.59,-33.55,-28.18
10378579,Prpf8,67.24,73.27,58.93,69.86
10378627,Rilp,11.99,22.64,-0.69,13.60
10378637,Scarf1,37.86,14.06,41.00,54.08
10378649,Slc43a2,85.16,82.94,82.60,90.79
10378668,Pitpna,86.62,85.99,86.76,87.44
10378681,Inpp5k,82.96,80.10,81.48,87.11
10378697,Myo1c,31.91,27.29,25.45,43.65
10378732,Crk,-46.28,-28.83,-39.53,-65.49
10378739,Ywhae,-40.17,-14.03,-34.01,-63.87
10378749,1700016K19Rik,-29.81,-48.63,-56.80,-6.95
10378754,Fam57a,-80.42,-77.40,-86.31,-75.48
10378763,Gemin4 or Fam57a,51.00,68.72,29.66,48.02
10378765,Dbil5,-41.67,-31.44,-90.79,-14.59
10378768,Rnmtl1,62.22,64.23,62.19,60.53
10378774,Timm22,67.42,47.63,61.10,83.68
10378781,---,-41.80,-12.14,-35.46,-90.17
10378783,Rpl36,38.47,31.66,44.58,38.35
10378785,Bhlha9,66.70,45.05,61.63,83.96
10378787,Tusc5,-18.16,-22.32,-11.02,-26.82
10378793,Tmigd1,-26.42,-72.82,-17.72,-13.19
10378802,Blmh,49.23,50.57,51.71,45.44
10378816,Slc6a4,-30.48,-55.88,-39.18,-13.34
10378833,Ssh2,33.84,39.55,24.43,38.31
10378848,Hsp90aa1,-94.26,-78.87,-94.52,-97.94
10378855,Ssh2,58.91,61.09,59.78,54.85
10378857,Coro6,-44.36,-63.39,-23.40,-54.33
10378870,Git1,18.39,-2.84,-0.34,48.46
10378893,Abhd15,71.85,75.29,60.53,79.32
10378902,Nufip2,-95.40,-93.03,-95.94,-95.86
10378909,---,65.13,51.01,33.52,89.41
10378914,Myo18a,47.49,36.79,39.43,63.50
10378964,Sez6,-17.94,-27.45,-8.64,-24.08
10378988,Phf12,26.01,24.26,1.55,48.28
10379006,Dhrs13,41.41,24.75,33.96,62.27
10379013,Flot2,95.25,87.47,96.11,97.97
10379026,Mir144,-18.55,-32.54,-31.47,-6.52
10379028,Mir451,-5.18,15.30,-62.28,38.13
10379030,BC017647,40.06,49.49,-3.01,63.80
10379034,Tlcd1,-70.05,-64.16,-76.15,-70.82
10379044,Rab34,-59.42,-61.78,-65.55,-51.74
10379060,Proca1,-27.90,-59.89,-31.55,-2.68
10379068,Sdf2 or Supt6h,36.47,33.86,13.50,56.30
10379075,2610507B11Rik,28.72,23.93,23.17,41.71
10379117,BC030499,-38.29,-39.27,-64.59,-18.20
10379127,Spag5,69.87,80.06,67.10,60.74
10379153,Aldoc,-65.54,-87.53,-62.92,-49.57
10379163,Pigs,90.81,85.79,85.32,97.60
10379176,Unc119,92.81,91.05,90.20,95.19
10379184,Slc46a1,-55.77,-51.34,-59.19,-57.42
10379190,Vtn,-42.95,-33.97,-28.53,-78.90
10379200,Sebox,-14.06,-27.84,-14.63,-5.89
10379204,Poldip2,14.37,18.04,3.75,22.64
10379215,Ift20,-36.01,-29.10,-35.87,-43.29
10379223,1810012P15Rik,-45.34,-39.59,-44.22,-52.00
10379228,Nos2,-24.80,-46.95,-18.74,-18.47
10379260,Gm11201 or Ksr1,64.67,30.42,38.65,92.36
10379262,Nf1,-90.90,-88.18,-94.67,-89.58
10379321,Rab11fip4,-5.91,1.90,-12.23,-7.94
10379338,---,-17.60,-62.09,-70.31,52.68
10379340,Mir193,-4.59,-42.47,-6.86,43.13
10379342,Mir365-2,-82.20,-93.59,-78.29,-64.24
10379344,Gm10387,-32.30,-62.52,-27.97,-16.22
10379346,Suz12,-93.39,-85.82,-92.83,-96.77
10379363,Atad5,-38.35,-27.90,-43.48,-43.20
10379387,---,12.76,-17.99,-9.40,65.82
10379389,Adap2,-13.21,-11.75,-6.98,-22.24
10379401,Rnf135,74.56,72.89,58.06,86.02
10379410,Rhot1,-72.53,-58.08,-81.25,-75.79
10379436,Rhbdl3,1.23,3.10,-4.48,8.56
10379445,Zfp207,-24.99,-3.72,-30.84,-36.61
10379467,Psmd11,-10.98,-8.85,-7.87,-15.01
10379482,Cdk5r1,-8.29,-7.40,-12.36,-5.89
10379489,Tmem98,-70.37,-62.93,-78.85,-68.03
10379496,Spaca3,18.30,13.80,2.25,35.07
10379505,5530401A14Rik,48.61,-11.20,-0.36,88.29
10379511,Ccl2,-32.15,-38.95,-28.84,-29.17
10379518,Ccl7,-29.81,-27.28,-33.16,-29.84
10379524,Ccl11,-58.19,-70.98,-78.46,-29.93
10379530,Ccl12 or LOC100862578,-21.05,-27.81,-28.72,-11.41
10379535,Ccl8,-21.41,-35.06,-68.57,-4.21
10379539,---,71.44,47.19,60.44,89.00
10379543,Tmem132e,41.72,11.20,34.67,65.96
10379557,Gm11426,43.62,-43.24,54.55,83.81
10379560,Zfp830,28.74,52.91,10.07,24.96
10379564,Lig3 or Rffl,-37.93,-37.58,-35.01,-42.08
10379588,Fndc8,23.69,9.75,35.67,25.10
10379594,Unc45b or 1700003F17Rik,-52.74,-69.95,-39.16,-49.62
10379615,Slfn5,28.37,31.69,32.69,19.35
10379627,---,59.57,10.08,-5.28,97.05
10379630,Slfn2,88.27,85.46,86.97,91.37
10379633,Slfn1,55.17,54.85,54.37,56.38
10379636,Slfn4,20.32,37.41,12.47,13.16
10379646,Slfn3,56.04,60.16,64.37,43.47
10379650,Slfn3,-41.80,-12.14,-35.46,-90.17
10379652,Snord7 or AI450353,-16.73,-40.74,-17.56,-3.96
10379654,Ap2b1,5.39,10.38,-4.91,9.76
10379677,Rasl10b,-8.68,-17.67,-10.71,-2.87
10379685,1700020L24Rik or Mmp28,86.61,87.58,88.75,78.37
10379689,Taf15,-70.37,-50.10,-69.42,-84.17
10379708,---,-70.35,-93.32,-91.67,-24.28
10379710,E230016K23Rik,93.03,91.68,93.22,93.99
10379721,Ccl4,-24.31,-35.95,-30.70,-13.24
10379727,Gm11428,70.82,64.32,71.12,77.17
10379731,Expi,-14.21,-11.82,-15.97,-15.67
10379736,1100001G20Rik,19.46,4.37,16.64,29.76
10379740,Heatr6,40.05,44.88,21.07,54.10
10379762,---,-4.07,-58.85,15.95,43.23
10379765,Hnf1b,-9.34,-35.47,-9.34,-2.31
10379779,Ddx52,-58.19,-30.54,-64.50,-75.63
10379795,Synrg,8.42,10.74,-7.36,21.28
10379820,Acaca or LOC100503180,-27.44,-14.79,-45.81,-18.59
10379836,Mrm1,48.10,52.16,39.56,51.79
10379838,Gm10374,-54.70,-66.20,-53.08,-44.04
10379840,Myo19,-75.70,-78.37,-85.90,-59.86
10379866,Car4,-82.84,-75.97,-94.74,-71.61
10379875,Rpl13 or Gm10071,85.27,77.40,82.96,93.04
10379878,---,-9.10,-10.08,-32.23,-1.81
10379880,1700125H20Rik,-14.13,-45.18,-28.98,44.03
10379889,Appbp2 or D630032N06Rik,70.60,49.85,59.95,90.05
10379891,Ppm1d,30.00,32.18,33.52,24.65
10379901,Bcas3,-39.17,-40.56,-51.20,-24.38
10379936,Tbx2,-28.61,-54.56,-14.01,-26.00
10379944,Tbx4,-39.30,-42.09,-35.41,-40.26
10379953,4632419I22Rik,67.63,84.50,57.35,57.21
10379957,Rnft1,-77.86,-70.31,-73.27,-86.05
10379968,Tubd1,52.82,27.82,21.23,81.51
10379981,Ptrh2,-31.72,-16.45,-43.32,-36.11
10379987,---,-41.80,-12.14,-35.46,-90.17
10379989,Fam33a,-22.79,-17.40,-15.02,-34.57
10379996,Mir301,-5.94,-39.83,-34.31,65.10
10379998,Trim37,-37.54,-35.00,-37.43,-40.71
10380025,Tex14,-17.84,-40.04,-42.58,-2.61
10380059,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,71.86,54.28,79.55,78.96
10380061,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-41.80,-12.14,-35.46,-90.17
10380063,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-41.80,-12.14,-35.46,-90.17
10380065,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-41.80,-12.14,-35.46,-90.17
10380067,Sept4,-68.09,-79.46,-88.22,-43.97
10380087,Mtmr4,40.77,49.87,20.62,49.21
10380109,Hsf5,-14.88,-20.74,-33.57,-4.33
10380116,Rnf43 or 1110028F11Rik,-16.00,-25.02,-22.12,-4.42
10380129,Supt4h1 or Gm3258,-14.19,-28.46,-11.52,-7.78
10380135,Mir142,38.15,36.92,32.93,45.86
10380137,Bzrap1,31.09,41.45,30.26,22.16
10380174,Mpo,80.55,88.10,78.95,76.20
10380189,Mks1,58.12,53.12,52.94,67.91
10380208,---,-10.31,-55.97,49.53,-14.20
10380210,Srsf1,-6.66,26.50,-10.98,-36.98
10380219,Vezf1,-89.59,-86.50,-90.81,-91.29
10380226,Cuedc1,-81.55,-79.24,-95.28,-58.15
10380238,Mrps23,82.80,79.66,83.24,84.94
10380244,1700106J16Rik,63.12,56.82,43.82,81.20
10380246,---,57.92,-33.39,84.17,73.25
10380248,Gm15698,-20.77,-21.34,-36.50,-9.91
10380250,2210409E12Rik,-25.71,-66.08,-23.79,-3.45
10380252,Coil,-30.40,-38.18,-35.29,-16.25
10380260,Trim25,75.94,74.81,70.74,81.29
10380275,A930013B10Rik,-25.75,-43.87,-26.02,-13.33
10380280,Gm525,-6.01,-47.75,-3.95,45.88
10380285,Tmem100,-56.15,-68.20,-49.74,-51.03
10380289,Mmd,-21.49,-25.98,-27.60,-9.55
10380297,Cox11 or Tom1l1,-91.59,-84.33,-95.16,-93.19
10380303,Car10,-11.12,-13.08,-7.31,-13.92
10380318,---,56.86,23.60,65.21,71.35
10380321,Mbtd1,-96.78,-95.60,-95.13,-98.45
10380341,Spag9,-95.32,-92.81,-94.28,-97.96
10380381,Tob1,-94.28,-92.71,-93.36,-96.10
10380384,Ankrd40,-46.63,-38.71,-60.76,-38.09
10380392,Spata20,6.18,-49.33,32.77,50.06
10380398,Chad,-17.83,-32.08,-14.89,-11.61
10380403,Lrrc59,44.93,45.25,41.40,47.91
10380411,Mrpl27,-77.24,-80.26,-61.81,-86.09
10380415,Mrpl27,33.89,6.90,47.19,42.44
10380417,---,13.81,-13.52,-10.30,65.29
10380419,Col1a1,-49.48,-57.24,-58.43,-35.71
10380472,---,23.11,-2.22,-1.30,58.01
10380474,Hils1,-35.30,-73.73,-12.23,-35.72
10380477,Ppp1r9b,70.61,68.99,65.45,77.46
10380489,Samd14,-39.64,-73.02,-40.59,-17.55
10380501,Dlx3,49.08,43.78,43.43,57.56
10380506,Tac4,57.24,60.33,-9.37,86.45
10380514,Fam117a,89.33,90.81,89.95,85.81
10380524,Slc35b1,15.08,16.09,17.15,11.79
10380534,Spop,22.01,41.24,17.91,6.28
10380549,---,62.09,71.48,61.01,52.37
10380551,Phb or 1700071K01Rik,-40.25,-36.98,-48.56,-35.45
10380558,B130006D01Rik,-69.58,-57.98,-71.37,-77.13
10380560,Zfp652,-69.97,-56.77,-76.45,-73.30
10380566,Phospho1 or Abi3 or Zfp652,36.23,60.04,-5.16,43.85
10380571,Gngt2 or Abi3,81.88,65.80,82.24,91.10
10380579,---,-67.20,-74.86,-82.56,-41.06
10380581,Gip,-30.68,-53.76,-30.17,-14.85
10380589,---,62.33,34.43,70.89,74.25
10380591,Snf8,42.91,16.37,53.98,56.85
10380599,Ttll6,-22.66,-63.67,-18.01,-8.25
10380614,Hoxb13,-20.51,-66.46,-7.26,-11.26
10380620,Mir196a-1,-30.17,-70.44,-56.46,-3.78
10380622,Hoxb9,-22.79,-18.92,-27.91,-21.92
10380629,Hoxb8 or Hoxb7,-26.63,-9.59,-85.40,-8.74
10380634,Hoxb7,12.02,-18.89,-7.74,63.19
10380637,Hoxb6,-6.49,-17.63,-10.70,9.80
10380641,Hoxb5,-14.95,-36.68,-15.32,-1.79
10380646,Mir10a or Hoxb4,-3.45,-23.96,-62.37,79.34
10380648,Hoxb4,37.98,47.77,57.98,0.00
10380654,Hoxb3,47.91,45.19,33.63,60.87
10380660,Hoxb2,-30.02,-64.93,-16.37,-19.74
10380665,Hoxb1,65.97,15.22,75.87,83.21
10380670,Rpl17,-7.89,38.67,17.28,-64.74
10380672,Skap1,-38.34,-85.81,-25.57,-17.99
10380689,Cbx1,-60.27,-43.52,-63.26,-71.22
10380699,Copz2,-67.48,-71.29,-69.07,-62.21
10380710,Mir152,40.61,-38.35,63.48,72.96
10380712,Prr15l,-37.08,-81.15,-18.23,-25.18
10380719,Sp6,-13.60,-62.40,-6.51,21.97
10380721,Scrn2,-1.35,-19.82,-21.17,48.13
10380732,Mrpl10,47.69,41.75,41.07,58.05
10380739,Osbpl7,57.94,31.30,40.84,84.24
10380751,Mrpl45,34.03,32.51,28.00,41.43
10380761,Socs7,-3.15,-15.19,-9.39,26.97
10380773,Arhgap23,38.11,34.70,19.96,56.53
10380793,Mllt6,-60.43,-74.94,-62.63,-41.82
10380815,Psmb3,48.53,42.93,49.33,53.37
10380819,Cwc25,64.91,30.54,66.71,80.95
10380821,Atp5l,-42.94,-1.69,-34.77,-93.20
10380823,Lasp1,72.25,73.21,62.54,78.20
10380830,B230217C12Rik,-27.66,-27.26,-40.35,-18.71
10380833,Rpl19,-41.80,-12.14,-35.46,-90.17
10380840,Cdk12,-88.26,-69.63,-88.66,-93.53
10380859,Cdk12,-47.24,-45.62,-38.12,-58.75
10380862,Ppp1r1b,-19.02,-22.53,-18.05,-16.91
10380871,Stard3,96.45,95.45,96.62,96.92
10380887,Tcap,-16.41,-57.27,-9.97,-7.66
10380891,Pnmt,38.42,1.03,18.73,71.70
10380896,Erbb2,-69.38,-89.99,-75.56,-37.97
10380927,Grb7,-35.30,-61.34,-52.72,-12.93
10380944,Zpbp2,-13.69,-16.53,-16.95,-8.59
10380954,Gm12,84.82,52.62,66.30,97.56
10380956,Gsdma3,-13.61,-57.16,-15.26,38.57
10380965,Gsdma2,8.38,-65.89,-18.92,86.85
10380976,Gsdma,-22.71,-27.35,-21.89,-19.89
10380986,Psmd3,69.29,67.25,53.45,81.78
10380999,Csf3,28.27,42.05,-19.18,58.77
10381006,Thra or Nr1d1,-38.16,-40.84,-47.59,-25.79
10381018,Msl1,46.65,55.40,40.37,44.09
10381032,Casc3,50.95,64.91,28.51,58.90
10381049,Rapgefl1,-53.03,-88.37,-69.41,-13.99
10381063,Wipf2,-24.63,-34.70,-48.81,11.15
10381072,Cdc6,77.54,82.40,76.73,72.93
10381082,Rara,97.26,96.41,96.80,98.26
10381096,Igfbp4,43.03,49.49,38.44,40.68
10381101,Gm11559,-15.34,-17.73,-12.87,-15.33
10381103,Krtap9-1 or Gm11567 or Gm11559 or Gm11568,24.16,28.86,20.36,23.36
10381105,Gm11567,-22.02,-16.29,-61.87,-0.89
10381107,Krtap31-1,35.62,-25.73,36.72,77.11
10381109,Gm11565,-20.25,-65.25,44.24,-30.53
10381111,---,80.61,83.30,77.41,82.16
10381113,Krtap31-2,-6.50,-10.31,22.24,-19.57
10381115,Eif1,1.33,-2.48,0.70,5.60
10381118,Gast,-11.71,-73.43,-3.91,50.89
10381122,Fkbp10 or Nt5c3l,-85.63,-65.71,-85.89,-96.75
10381133,Klhl10,-60.72,-66.14,-87.37,-25.01
10381140,Ttc25,-28.26,-72.86,-17.36,-10.85
10381154,Cnp,14.94,4.77,15.68,24.21
10381162,Nkiras2 or Zfp385c,99.40,98.64,99.43,99.75
10381170,Hspb9,-13.68,-41.57,-17.56,-2.82
10381172,Stat5a,83.33,78.98,82.43,88.41
10381187,Atp6v0a1,11.79,12.59,6.97,15.68
10381211,Naglu,63.84,60.74,67.14,63.73
10381218,Hsd17b1,-12.41,-10.72,-16.90,-10.91
10381226,Coasy,-2.57,-8.52,-10.45,20.81
10381238,Mlx or Psmc3ip,81.40,76.38,80.21,86.00
10381250,Tubg1,-1.77,0.66,-7.69,1.07
