Probeset_ID,Gene Symbol,Mo Bl Ly6C- II-,Sample_,Sample_
10400131,Gm10165,52.77,31.39,66.58
10400135,---,60.68,90.99,-2.60
10400137,Dnajb9,29.12,28.00,30.35
10400141,Zbed4 or 4930529C04Rik,15.40,27.52,4.29
10400143,Stxbp6,-31.24,-25.45,-37.52
10400153,Hmgb1,54.99,-6.84,84.85
10400155,Nova1,-57.44,-46.92,-69.77
10400157,Nova1,-66.18,-78.77,-54.76
10400163,---,-66.06,-99.34,-21.10
10400165,Tfb2m,54.99,-6.84,84.85
10400170,Prkd1,-90.32,-95.65,-82.54
10400189,---,-63.98,-61.75,-66.06
10400191,Strn3,-1.03,43.55,-53.00
10400210,Hectd1,74.62,91.43,50.73
10400254,Heatr5a,69.19,77.61,56.54
10400293,6530401N04Rik,-65.66,-71.06,-59.46
10400299,Gpr33,-18.71,-21.28,-15.98
10400302,---,39.52,56.49,16.26
10400304,Egln3,-21.47,-24.38,-18.72
10400315,---,-13.86,-43.07,20.86
10400319,Gm10465,35.91,-1.58,61.35
10400321,1110002B05Rik,-54.99,-68.30,-39.72
10400324,---,70.15,62.60,75.10
10400326,Eapp,21.22,42.55,0.62
10400334,Rpl31 or Rpl31-ps12,54.99,-6.84,84.85
10400336,Snx6,-44.86,-35.28,-53.55
10400350,Cfl2,-68.70,-68.70,-68.70
10400357,Baz1a,82.46,89.58,72.35
10400383,2700097O09Rik,-92.32,-82.93,-97.21
10400391,2700097O09Rik or Polr2h or Gm7511,-26.65,-71.56,6.03
10400393,Fam177a or 1700047I17Rik2,48.57,-4.77,80.36
10400395,Ppp2r3c or 1110008L16Rik,-35.96,-44.00,-28.11
10400405,Nfkbia,79.57,81.22,77.95
10400413,Ralgapa1,17.33,52.50,-23.73
10400458,---,-50.89,-34.78,-70.25
10400460,Mbip,-31.41,13.30,-66.32
10400470,Cox6c or Gm6265,-82.97,-97.78,-59.34
10400474,Nkx2-1,-12.66,-8.51,-19.10
10400479,Nkx2-9,67.72,77.05,56.53
10400483,Slc25a21,-36.92,-19.16,-62.55
10400498,Gm2568,-27.13,-51.64,-7.52
10400504,Foxa1,-40.16,-56.83,-24.29
10400508,---,-48.75,-89.78,-5.35
10400510,Clec14a,-33.62,-36.08,-31.54
10400515,Sec23a,-88.44,-84.85,-90.83
10400538,Trappc6b,-46.78,-26.87,-62.82
10400544,Rpl21,54.99,-6.84,84.85
10400546,Fbxo33,43.09,63.08,21.29
10400553,Gm4971,85.94,82.18,88.97
10400555,---,-56.12,-88.62,-1.35
10400557,---,-31.47,-19.74,-45.24
10400559,---,37.84,-18.58,75.92
10400562,---,-33.49,-32.32,-34.68
10400564,Fscb,-5.39,-6.10,-4.76
10400570,---,75.38,65.89,82.16
10400572,Klhl28,-37.61,0.76,-69.34
10400581,Fkbp3 or Prpf39,-47.46,-33.39,-62.08
10400589,Mis18bp1,-37.66,-27.61,-51.20
10400605,Rpl10l,-82.28,-94.85,-61.46
10400607,Mdga2,-35.46,-46.87,-26.34
10400609,Mdga2,-42.63,-62.55,-26.89
10400628,---,50.64,6.79,74.55
10400630,---,16.41,-26.76,58.29
10400633,---,-32.43,-30.38,-34.29
10400635,Rps29,23.25,-51.06,69.78
10400639,Rpl36al or Rpl36a or 1110034A24Rik,-68.13,-91.29,-19.40
10400642,1110034A24Rik or 9330151L19Rik,10.08,26.83,-5.54
10400649,Pole2,-19.34,-23.34,-15.27
10400668,Nemf,-46.80,-24.36,-67.49
10400704,Rn7s1 or Rn7s2,54.99,-6.84,84.85
10400706,Arf6,40.00,-10.54,75.24
10400708,---,57.69,79.45,29.89
10400710,Mettl21d,-79.67,-85.18,-71.86
10400718,Sos2,76.80,94.35,37.32
10400740,---,7.01,-3.07,20.09
10400742,L2hgdh,-93.07,-98.25,-79.77
10400748,Cdkl1,-81.67,-57.29,-96.60
10400760,Mir681,86.38,94.09,69.18
10400762,Map4k5,27.85,34.89,20.90
10400795,Sav1,44.84,40.44,48.98
10400803,---,-36.26,-31.62,-41.66
10400805,Nin,94.24,96.55,90.89
10400844,Pygl,63.35,64.58,61.93
10400866,Trim9,-26.87,-20.33,-36.47
10400883,Timm9,-74.78,-91.21,-51.47
10400892,---,-40.52,-70.38,4.44
10400894,Gpr135,-0.22,37.05,-24.43
10400896,2810055F11Rik,-91.55,-84.12,-96.36
10400904,4930403N07Rik,-36.62,-67.64,-18.42
10400926,Rtn1,-4.89,-6.33,-3.62
10400941,Dhrs7,-1.69,-24.69,18.09
10400948,4930447C04Rik,-71.68,-82.96,-59.20
10400967,Six1,-51.83,-67.90,-39.14
10400971,Six4,-38.62,-64.46,-21.79
10400975,Trmt5,-83.50,-81.41,-85.26
10400981,D830013O20Rik,26.40,-2.34,48.16
10400984,Tmem30b,-24.59,-39.55,-16.25
10400989,Kcnh5,-37.52,-32.02,-43.71
10401002,Gphb5,-9.43,15.65,-30.98
10401007,Ppp2r5e,-29.27,20.93,-67.98
10401023,Wdr89 or Rplp2-ps1 or Rplp2,-19.01,-55.34,21.14
10401028,Sgpp1,89.02,90.98,86.50
10401035,Esr2,-8.05,-19.32,5.04
10401050,---,-32.64,-36.52,-28.21
10401052,Tex21,-12.47,-31.66,-4.84
10401063,Zbtb25,-16.51,-17.99,-15.31
10401068,Spnb1,-41.83,-31.56,-53.85
10401109,Gpx2,-64.94,-65.47,-64.51
10401114,Rab15,-43.66,-56.13,-34.97
10401128,Max,-34.22,-13.17,-54.70
10401136,---,-35.11,-26.49,-43.65
10401138,Atp6v1d,-86.44,-78.30,-91.07
10401149,Plek2,-24.53,-29.20,-19.99
10401160,Tmem229b,48.91,48.75,49.10
10401166,Pigh or Plekhh1,-16.31,-53.57,29.41
10401172,Vti1b or Arg2,-46.67,-53.03,-39.27
10401181,Rdh11,-70.33,-79.57,-59.46
10401192,Zfyve26,83.57,84.92,82.29
10401235,---,10.50,-6.76,29.79
10401238,Zfp36l1,62.82,63.99,61.71
10401244,Actn1,-96.47,-99.37,-89.74
10401267,Dcaf5,74.39,78.87,69.21
10401278,Erh,-88.77,-96.87,-68.94
10401283,0610009B14Rik,60.13,81.31,17.23
10401286,Gm1568,81.58,25.65,95.40
10401289,Slc10a1,-15.02,-8.71,-21.91
10401296,Slc8a3,-32.94,-58.75,-17.76
10401309,Cox16,-61.22,-65.87,-56.49
10401317,Gm4787,-29.14,-55.80,-5.00
10401320,Adam4,11.86,59.75,-32.57
10401322,Synj2bp or Gm20354,-76.56,-75.29,-77.71
10401330,Adam21,31.73,30.96,32.37
10401335,Med6,-81.87,-75.34,-86.62
10401343,Map3k9,30.44,20.68,38.90
10401359,Dpf3,-51.89,-59.55,-44.11
10401365,Zfyve1,-3.04,-3.86,-2.38
10401382,Numb,-88.50,-79.27,-94.52
10401398,2410016O06Rik,66.89,67.24,66.48
10401416,2410016O06Rik,80.64,76.14,84.19
10401418,Acot4,25.29,-4.69,53.13
10401420,---,27.04,57.45,-9.99
10401422,Pnma1,26.05,45.81,-1.06
10401428,C130039O16Rik,89.52,84.41,92.91
10401441,C130039O16Rik or LOC100047429 or Atp5o,-41.79,-75.90,-0.10
10401443,Coq6 or Fam161b,-36.22,-57.57,-18.17
10401454,Entpd5,-86.32,-87.16,-85.51
10401473,Aldh6a1 or 2900006K08Rik,-89.43,-88.99,-89.87
10401488,Abcd4,-49.81,-54.97,-43.82
10401511,Tmem90a,19.47,12.97,25.37
10401519,Npc2,5.36,-14.30,28.09
10401527,Ltbp2,-25.43,-27.41,-23.44
10401564,1110018G07Rik,21.51,36.41,4.44
10401586,Prox2,23.96,46.00,-0.66
10401595,Rps6kl1,-18.73,-24.16,-13.85
10401607,Pgf,-62.80,-55.80,-69.50
10401616,Mlh3,-46.62,0.05,-73.94
10401630,Acyp1,-64.03,-91.60,-31.31
10401637,Nek9,33.87,47.89,15.60
10401661,Tmed10,52.74,-19.79,87.33
10401665,---,-16.71,-10.13,-23.63
10401667,0610007P14Rik,-91.07,-94.57,-86.43
10401673,Tgfb3,-67.73,-81.53,-53.43
10401684,Angel1,-77.32,-60.80,-89.14
10401695,Rpl21,54.99,-6.84,84.85
10401698,6430527G18Rik,50.28,35.47,62.00
10401702,Zdhhc22,-8.62,-10.11,-7.29
10401705,Zdhhc22,-6.73,-6.67,-6.85
10401708,Ngb,-11.04,-21.19,-5.79
10401713,Pomt2 or Gstz1,-55.54,-42.52,-67.03
10401737,Tmed8,-40.28,-49.40,-30.84
10401743,4933437F05Rik,-83.23,-68.75,-93.07
10401753,Vipar,-27.87,-30.00,-25.75
10401774,Ism2,73.48,27.84,92.03
10401781,Sptlc2,37.15,47.20,25.51
10401795,Alkbh1 or Nrp,28.76,25.45,32.11
10401803,Mir3068,3.70,43.70,-29.34
10401805,Snw1,-22.22,1.47,-42.35
10401820,Gm16381,-46.41,-74.16,-13.38
10401822,BB287469 or Gm4027 or Gm5662,54.99,-6.84,84.85
10401824,Oog1 or Gm10436 or Gm13023 or C87977 or Gm2042,54.99,-6.84,84.85
10401829,Gm8300 or Gm5662 or Gm2022 or Gm2016,54.99,-6.84,84.85
10401831,Gm5662 or Gm2016,-34.52,-77.83,-14.55
10401834,Gm5039,-71.44,-56.97,-82.45
10401837,Gm5039,53.99,38.04,67.81
10401841,Dio2,-47.64,-86.12,-20.37
10401852,4930534B04Rik,53.36,66.42,39.40
10401882,Gtf2a1,-18.64,27.07,-62.21
10401891,Ston2,-5.52,4.04,-13.83
10401900,Sel1l,10.12,26.33,-5.45
10401924,Rpl31,54.99,-6.84,84.85
10401926,---,-33.45,-4.51,-60.92
10401931,---,-36.53,-57.84,-22.69
10401933,---,-12.49,-4.99,-21.69
10401935,BC005685,-12.57,-8.47,-17.27
10401937,BC005685,54.99,-6.84,84.85
10401939,Lysmd1,5.57,-8.09,21.60
10401944,---,83.20,79.43,85.87
10401948,---,-9.68,48.83,-63.23
10401950,1700019M22Rik,-20.21,-26.63,-14.90
10401956,---,-6.95,-4.02,-10.69
10401958,Naca,54.99,-6.84,84.85
10401961,---,-8.00,-0.27,-16.59
10401965,---,-13.00,-40.40,20.40
10401968,Galc,-49.73,-31.55,-65.16
10401987,Kcnk10,-36.33,-70.06,-15.74
10401997,Ptpn21,-74.03,-88.60,-51.34
10402020,Eml5,-59.87,-67.18,-52.39
10402061,Eml5,-34.36,-51.00,-22.66
10402063,Foxn3,61.48,68.33,50.91
10402066,Foxn3,98.56,99.82,92.82
10402073,2610021K21Rik,-37.32,-45.59,-29.09
10402080,BC002230,10.05,10.42,9.70
10402096,Ttc7b,79.43,87.62,73.00
10402117,Rps6ka5,30.34,38.21,20.58
10402136,Gpr68,-42.99,-36.56,-50.01
10402140,Gpr68,35.62,-0.67,59.81
10402142,Ccdc88c,99.12,99.75,98.74
10402179,Smek1,50.32,84.59,11.48
10402195,Tc2n,-46.27,-55.14,-39.55
10402211,Fbln5,-75.64,-89.79,-61.69
10402225,Trip11,55.24,89.74,-6.95
10402249,Atxn3,36.92,64.98,-0.54
10402262,Gm2695,-35.63,-76.68,25.91
10402266,---,21.32,-25.39,64.94
10402268,Lgmn,72.31,72.57,72.02
10402283,Itpk1,42.97,50.02,36.03
10402294,Moap1 or AK010878 or Gm20604,-30.25,-46.75,-14.12
10402302,Btbd7,26.49,50.12,0.36
10402314,Rps2,54.99,-6.84,84.85
10402316,Rpl29,54.99,-6.84,84.85
10402318,Prima1,54.04,22.51,72.51
10402325,Asb2,-41.77,-77.13,-20.85
10402334,---,96.47,96.61,96.42
10402336,Ddx24,12.23,5.62,20.27
10402347,Ifi27l2a or Ifi27l2b,61.97,19.46,85.86
10402353,Ifi27l2b,-18.94,-22.69,-15.62
10402360,Serpina10,-13.81,-12.02,-15.71
10402368,Serpina6,-33.92,-34.33,-33.66
10402378,Gm46,56.07,28.72,72.99
10402383,Serpina1f,-45.66,-45.17,-46.21
10402390,Serpina1b,-37.55,-53.57,-26.30
10402394,Serpina1d,-31.72,-80.63,-11.21
10402399,Serpina1a or Serpina1c,-57.44,-54.01,-61.26
10402406,Serpina1c,-31.46,-52.86,-18.02
10402409,Serpina1e or Serpina1a or Serpina1c,54.99,-6.84,84.85
10402415,Serpina11,-9.01,-14.31,-5.45
10402422,Serpina9,-20.67,-27.61,-15.48
10402428,Serpina12,-34.01,-47.44,-24.09
10402435,Serpina3c,-36.64,-32.26,-42.26
10402440,Gsc,-13.74,-44.61,19.07
10402444,Dicer1,-8.44,8.50,-29.11
10402473,Clmn,-57.56,-64.89,-51.49
10402490,4831426I19Rik,85.61,89.74,79.56
10402512,Scarna13 or Mir3069,-33.40,-33.38,-33.56
10402514,Tcl1,-23.20,-19.68,-27.15
10402519,Atg2b,-9.58,0.47,-20.49
10402542,Atg2b,-6.71,-29.68,13.82
10402551,---,-44.43,-72.41,-4.72
10402554,Bcl11b,-46.72,-49.67,-43.36
10402560,A130014H13Rik,-30.68,-28.30,-33.50
10402564,Setd3,-75.96,-82.02,-68.71
10402570,Gm10427,71.29,72.97,69.92
10402572,Ccdc85c,-28.33,-25.61,-30.77
10402575,Degs2,-18.04,-27.24,-11.59
10402579,Slc25a29,33.85,40.86,25.21
10402585,Wars,-28.22,-19.36,-35.74
10402598,Begain,-49.61,-86.60,-14.83
10402604,---,-29.67,-51.57,-16.37
10402606,Rtl1 or 6430411K18Rik or Mir431,40.76,-19.41,77.01
10402608,1700001K19Rik,56.09,15.27,79.15
10402615,Hsp90aa1,54.99,-6.84,84.85
10402630,Stk30,-56.37,-77.42,-37.65
10402648,Brp44l,-93.01,-97.02,-86.24
10402650,Cinp or LOC640972,-76.96,-85.58,-64.72
10402659,Ankrd9,-0.34,-0.91,0.06
10402665,Cdc42bpb,88.82,89.92,87.49
10402703,1200009I06Rik,78.74,60.46,87.60
10402705,Gm266,-7.74,35.03,-39.90
10402708,Ckb,-30.17,-34.20,-25.59
10402715,Bag5,-63.89,-81.96,-40.35
10402721,Xrcc3,45.12,11.95,67.40
10402730,Ppp1r13b,-57.50,-67.08,-47.00
10402750,Hmgb1,54.99,-6.84,84.85
10402752,2010107E04Rik,-46.21,-90.25,4.54
10402757,A730018C14Rik,79.03,77.62,80.02
10402761,Tmem179,-21.30,-23.15,-19.59
10402766,Akt1,88.76,92.57,83.90
10402783,Ahnak2,-41.18,-36.84,-46.69
10402787,Ahnak2 or LOC100047183,-58.23,-45.49,-72.35
10402795,Cdca4,-26.25,-19.29,-31.56
10402800,Gpr132,63.88,56.12,72.24
10402808,Jag2,-45.42,-84.20,-15.09
10402835,Nudt14,-68.84,-79.29,-56.63
10402841,Brf1,78.65,90.37,58.76
10402864,Ighg or Ighm,-18.39,-21.23,-15.76
10402981,---,57.57,46.12,65.99
10402986,---,-12.98,-11.64,-14.45
10402988,---,59.31,75.01,32.30
10402991,Igh-VX24,-14.54,-16.37,-12.58
10402994,---,88.39,92.03,84.01
10402997,---,-25.67,-49.56,-7.61
10403000,---,-21.77,-41.64,-7.47
10403003,---,-0.11,-2.79,23.22
10403006,---,-11.31,-8.91,-14.57
10403009,Ighg,-21.05,-16.49,-26.96
10403011,---,-55.28,-56.83,-53.60
10403013,---,-25.91,-25.21,-26.66
10403015,Ighg3,-36.29,-33.32,-40.39
10403018,Ighg3,-32.92,-43.42,-23.22
10403021,---,-38.06,-35.33,-40.72
10403023,---,-53.68,-62.72,-46.17
10403025,LOC636067,-21.38,-42.15,-7.37
10403028,---,-32.83,-46.99,-24.16
10403031,V165-D-J-C mu,-82.70,-97.84,-49.11
10403034,---,-30.29,-33.60,-27.58
10403036,---,-39.27,-30.05,-52.18
10403038,---,54.99,-6.84,84.85
10403041,---,15.88,-40.91,69.72
10403043,Ighv1-72 or Ighm,-50.33,-50.30,-50.35
10403046,Ighg3,-30.00,-72.96,-11.07
10403048,Ighv1-72,54.99,-6.84,84.85
10403052,---,-87.07,-88.28,-86.11
10403054,---,9.31,9.52,8.94
10403057,---,-14.87,-25.67,-8.15
10403060,Ighv1-72,60.50,9.91,83.91
10403063,---,56.78,-3.52,86.31
10403066,---,-37.51,-30.40,-44.81
10403069,Ighm,-72.25,-86.60,-57.40
10403071,---,2.96,4.49,1.78
10403073,Ighg,-50.36,-45.68,-55.31
10403076,---,-79.81,-83.24,-76.79
10403079,---,-14.89,-35.67,-2.68
10403081,Wdr60,-96.36,-90.06,-99.05
10403108,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,-71.72,-63.56,-79.63
10403110,Gm10421,24.45,0.00,43.63
10403112,Dnahc11 or Cdca7l,-31.09,-47.85,-19.13
10403193,Sp4,-17.56,0.62,-38.60
10403202,Abcb5,-40.24,-18.87,-64.29
10403220,Abcb5,-17.95,-44.88,-2.28
10403229,Itgb8,-83.46,-80.16,-86.10
10403244,---,12.01,27.69,-2.41
10403246,---,63.75,24.80,83.69
10403248,Speer6-ps1,-43.67,-96.09,-1.10
10403253,Rps4x,60.95,13.83,88.96
10403255,---,-51.65,-79.28,-12.30
10403258,Gdi2 or BC016423,8.70,28.22,-14.99
10403273,Asb13,-24.00,-9.04,-38.23
10403281,Calm4,-10.05,-9.18,-11.08
10403283,Calm5,-53.02,-29.83,-77.22
10403285,Tubal3,-22.83,-32.62,-16.18
10403291,Akr1c14,-60.53,-59.32,-61.90
10403303,Akr1c13,-31.66,-39.84,-25.64
10403312,Akr1c19,-33.14,-51.01,-22.73
10403322,Akr1c6,-58.12,-51.49,-64.58
10403333,Akr1c21,-37.67,-54.35,-25.91
10403346,Rpl29,54.99,-6.84,84.85
10403348,---,52.45,63.65,38.14
10403352,Klf6,88.23,90.93,85.67
10403361,Pitrm1,-92.19,-85.79,-95.58
10403392,---,48.41,22.45,65.15
10403394,---,2.45,68.70,-63.36
10403396,Adarb2,-8.01,-3.98,-14.56
10403413,Idi1 or Gm13502,-63.66,-42.38,-79.91
10403420,Idi2,25.98,-14.62,63.51
10403428,Larp4b,32.09,52.15,15.42
10403453,Dip2c,-18.99,-45.41,11.32
10403455,Dip2c,-98.57,-92.29,-100.03
10403462,Dip2c,-79.86,-79.19,-80.37
10403464,Dip2c,-90.91,-93.33,-88.70
10403466,Dip2c,-99.19,-99.93,-96.63
10403495,Zp4-ps,67.52,53.50,76.64
10403508,Rpl21,54.99,-6.84,84.85
10403511,Heatr1,-5.90,10.63,-19.09
10403558,Ero1lb,12.68,16.43,9.72
10403577,---,71.21,69.23,73.13
10403579,Prl2c5 or Prl2c2,-20.96,-38.42,-11.62
10403584,Nid1,-72.00,-83.50,-61.63
10403604,Lyst,76.14,84.50,65.10
10403658,Gng4,-10.56,-8.57,-12.25
10403664,B3galnt2 or Tbce,65.48,81.00,42.10
10403680,Arid4b,-71.03,-47.17,-84.24
10403706,Psma2,8.00,-50.27,60.31
10403716,AW209491,-73.37,-80.90,-63.01
10403722,---,-12.99,-15.48,-10.49
10403727,Gli3,-58.35,-61.93,-54.80
10403743,Inhba,-55.43,-50.84,-59.90
10403748,---,77.41,68.17,84.20
10403750,2810021B07Rik or Gm7102,27.01,31.38,21.38
10403754,Gpank1,83.95,79.03,87.79
10403756,1600012F09Rik,-69.27,-75.87,-61.98
10403761,---,33.87,-44.35,85.30
10403765,Vps41,-24.96,18.07,-59.88
10403796,Amph,-42.43,-66.36,-27.44
10403816,---,-63.76,-67.87,-60.43
10403821,---,-49.00,-45.02,-53.03
10403825,---,-34.49,-40.53,-29.13
10403834,Sfrp4,-38.41,-49.70,-30.11
10403842,Elmo1,92.66,98.42,82.60
10403868,---,-14.59,0.93,-28.67
10403871,Aoah,-50.61,-46.73,-54.93
10403897,---,-31.92,-39.81,-23.68
10403899,Olfr263,19.33,-35.15,72.72
10403901,Olfr263,-51.26,-81.25,-26.86
10403903,Trim27,18.01,30.25,5.37
10403911,Gpx6,-19.54,-19.98,-19.06
10403917,Olfr1367,-43.82,-29.92,-57.79
10403919,Zscan12,-71.20,-41.05,-91.08
10403925,---,16.95,26.50,6.86
10403929,Zkscan4,-73.33,-91.94,-40.65
10403934,Isca1,-71.89,-71.12,-72.48
10403936,Olfr1359 or Olfr1360,-3.42,-8.97,5.73
10403938,Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-31.71,-42.39,-22.65
10403941,Hist1h3h or Hist1h3a or Hist1h3i or Hist1h3g or Hist1h3b or Hist2h3b or Hist1h3e or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,-4.54,-10.08,0.30
10403943,Hist1h2bm,-53.66,-65.44,-42.94
10403945,Hist1h4j or Hist1h4m,-61.02,-84.58,-29.92
10403948,Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2be or Hist1h2br or Hist1h2bq or Hist1h2bg or Hist1h2bc or Hist1h2bp,-66.60,-77.65,-48.93
10403951,Hist1h2bp,-70.78,-84.85,-50.96
10403955,Hist1h2ao or Hist1h2ap or Hist1h2ai or Hist1h2ab or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,54.99,-6.84,84.85
10403957,Hist1h4m or Hist1h4n or Hist1h4i or Hist1h4h or Hist1h4b,-85.69,-88.22,-82.60
10403959,Hist1h2br or Hist1h2bq or Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2bc or Hist1h2bg or Hist1h2be,-2.48,-13.05,13.65
10403964,Zfp184,-42.26,-43.50,-40.95
10403973,Pom121l2,6.65,-19.19,42.96
10403975,Gm11292,54.67,37.70,67.43
10403978,Hist1h2bk or Hist1h2br or Hist1h2bq or Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2bg or Hist1h2be or Hist1h2bc,54.99,-6.84,84.85
10403980,Hist1h2bj or Hist1h2bn or Hist1h2bl or Hist1h2bf or Hist1h2br or Hist1h2bq or Hist1h2bc or Hist1h2bg or Hist1h2be,54.99,-6.84,84.85
10403982,Vmn1r188,3.09,-11.57,41.41
10403984,Vmn1r194,70.96,71.63,70.55
10403986,Vmn1r195,74.09,76.82,70.55
10403988,Vmn1r196 or Vmn1r189 or Vmn1r214 or Vmn1r221 or Vmn1r203 or Vmn1r219 or Vmn1r188 or Vmn1r191,-22.38,-12.16,-36.06
10403990,Vmn1r197,15.66,-27.12,65.47
10403992,Vmn1r198,16.59,61.42,-24.51
10403994,Vmn1r199,-36.51,-27.88,-46.09
10403996,Vmn1r200,-9.52,-23.74,-2.87
10403998,Vmn1r-ps103,-18.37,-64.46,7.69
10404000,Vmn1r201,-35.00,-40.70,-29.15
10404002,Vmn1r203,-11.47,-48.19,22.26
10404004,Vmn1r204 or Vmn1r193 or Vmn1r223,48.64,32.14,59.14
10404006,---,-29.47,-69.96,-3.32
10404008,Vmn1r213,30.49,19.64,40.98
10404010,Vmn1r214,-21.10,-9.41,-36.82
10404012,Vmn1r215,-0.66,-21.73,41.15
10404014,Vmn1r216,15.63,4.80,23.49
10404016,Vmn1r218,54.18,53.77,54.27
10404018,Vmn1r219,-24.89,-72.70,18.58
10404020,Vmn1r221 or Vmn1r189 or Vmn1r-ps103,50.52,6.92,79.47
10404022,Vmn1r223 or Vmn1r204,56.85,23.26,77.59
10404024,Hist1h4h,-85.96,-86.44,-85.74
10404026,Hist1h2af or Hist1h2ad or Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ac,54.99,-6.84,84.85
10404028,Hist1h3g or Hist1h3a or Hist1h3i or Hist1h3h or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,54.99,-6.84,84.85
10404030,Hist1h3f or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist2h3c2 or Hist2h3c1,-32.51,-37.11,-27.99
10404033,Hist1h1d,10.23,-4.77,26.28
10404036,Hist1h2bg or Hist1h2be or Hist1h2bc,-11.42,-26.64,5.64
10404038,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,28.60,21.33,34.32
10404045,Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,54.99,-6.84,84.85
10404049,Hist1h3d or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h3h or Hist1h3i or Hist1h3a or Hist1h3g,54.99,-6.84,84.85
10404051,Hist1h4d,-86.29,-92.30,-74.43
10404053,Hist1h2bc or Hist1h2bg or Hist1h2be,-80.70,-92.01,-63.27
10404055,Hist1h1t,-9.54,13.10,-26.63
10404059,Hist1h1c,44.59,23.92,60.51
10404061,Hist1h2bb,-77.74,-95.22,-51.07
10404063,Hist1h2ab or Hist1h2ao or Hist1h2ai or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-53.77,-92.25,-26.11
10404065,Hist1h3b or Hist1h3c or Hist2h3b or Hist1h3e or Hist1h3d or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h3h or Hist1h3a or Hist1h3i or Hist1h3g,54.99,-6.84,84.85
10404067,Hist1h4b or Hist1h4a or Hist1h4h or Hist1h4m or Hist1h4n,54.99,-6.84,84.85
10404069,Hist1h1a,-52.17,-51.71,-52.52
10404071,Trim38,-16.09,-18.28,-13.85
10404077,Slc17a2,-20.31,-38.35,-11.44
10404097,Slc17a3,-13.04,-14.88,-11.37
10404113,Slc17a1,-32.46,-21.32,-46.25
10404127,Hist1h2aa,-32.74,-39.75,-26.29
10404129,Lrrc16a or 4933427I18Rik,-66.14,-66.11,-66.14
10404132,Cmah,-2.14,2.43,-5.93
10404152,Fam65b,38.96,55.06,17.41
10404178,BC005537,26.09,40.92,11.73
10404187,Tdp2,-87.36,-66.99,-95.37
10404195,D130043K22Rik,-17.45,-36.00,-5.79
10404218,Gpld1,-41.51,-60.93,-27.23
10404250,Dcdc2a,-48.20,-74.66,-28.28
10404262,Rps8,54.99,-6.84,84.85
10404264,Prl,51.85,32.46,64.81
10404270,Prl3d1 or Prl3d3 or Prl3d2,-37.16,-24.80,-53.06
10404277,Prl3d3 or Prl3d2 or Prl3d1,54.99,-6.84,84.85
10404284,Prl3d3,-30.53,-26.45,-33.71
10404287,Prl3c1,-19.13,-22.15,-16.38
10404294,Prl3b1,-21.40,-25.84,-17.71
10404301,Prl3a1,-21.91,-16.57,-28.08
10404309,Prl6a1,54.09,68.71,29.47
10404316,Prl8a2,-8.06,-12.25,-5.82
10404323,Prl2a1,-8.89,-4.01,-21.57
10404330,Prl2c1,-19.48,-25.93,-14.68
10404336,---,53.87,46.74,59.40
10404339,---,-32.95,-63.28,-4.38
10404341,Prl4a1,25.86,34.46,16.03
10404347,Prl5a1,-12.03,-6.16,-18.93
10404354,Rps18,-44.67,-68.45,8.87
10404356,Gm11362,-31.60,-89.29,3.58
10404359,Mboat1,-15.91,-19.15,-12.41
10404376,Agtr1a,-44.68,-27.36,-70.14
10404380,Dusp22,39.58,48.98,29.75
10404389,Irf4,-1.75,0.88,-3.53
10404400,---,49.83,-8.46,81.98
10404402,Foxq1,-36.81,-51.85,-25.98
10404404,Foxf2,-43.04,-53.26,-33.74
10404407,Foxc1,-59.33,-90.74,-30.51
10404412,Wrnip1,-0.90,2.24,-5.88
