Probeset_ID,Gene Symbol,DCLuLN CD11b+,Sample_,Sample_,Sample_
10377490,Alox12b,-55.21,-58.50,-55.07,-52.36
10377508,Trappc1,-39.14,-45.47,-7.08,-56.92
10377516,Kcnab3,-67.29,-75.46,-88.63,-35.70
10377534,A030009H04Rik,-63.39,-62.59,-85.99,-41.70
10377537,Chd3,-35.29,-51.51,-47.69,-17.09
10377541,Lsmd1 or Tmem88,-84.85,-86.84,-80.12,-87.68
10377547,Kdm6b,58.61,36.91,72.84,56.84
10377550,Trp53,-49.45,-45.33,-58.09,-45.82
10377560,Sat2,-76.46,-58.18,-92.82,-78.50
10377569,Fxr2,15.24,20.24,19.76,7.10
10377588,Sox15 or Sox16,-63.13,-72.91,-62.27,-54.57
10377593,Zbtb4,-10.16,-14.53,-10.62,-6.53
10377603,Tmem102 or G630025P09Rik,46.66,-1.90,24.81,84.10
10377605,1810027O10Rik,-43.14,-40.66,-28.43,-60.09
10377612,Plscr3 or Tnk1,-60.84,-43.88,-65.08,-73.08
10377622,Neurl4,-39.16,-26.65,-22.35,-63.92
10377652,Gps2,30.60,35.65,27.25,28.33
10377662,Ybx2,-42.12,-50.84,-52.18,-25.24
10377673,Cldn7,-54.96,-61.96,-48.47,-54.71
10377681,Ctdnep1 or Rai12,28.36,26.32,15.13,43.55
10377689,Gabarap,31.34,36.56,34.39,21.35
10377695,Phf23,-36.41,-43.05,-4.64,-57.99
10377704,Dvl2 or Acadvl,-12.12,-5.00,-21.53,-10.22
10377725,Dlg4,-72.85,-70.82,-73.93,-73.77
10377751,Asgr1,-25.43,-21.72,-31.19,-24.24
10377763,Asgr2,-29.56,-35.35,-34.72,-19.98
10377774,Mgl2,78.65,74.42,68.75,90.29
10377782,Clec10a,48.69,47.31,40.43,55.94
10377790,Slc16a11,-44.69,-52.37,-57.21,-24.75
10377800,Mir497,6.65,-17.08,-6.76,51.72
10377802,Mir195,36.40,58.55,15.83,31.34
10377804,Arrb2,78.20,83.22,73.62,75.69
10377822,Med11,97.49,97.86,97.29,97.18
10377826,Zmynd15 or Cxcl16,92.31,93.94,91.33,90.18
10377841,Tm4sf5,5.58,12.88,-0.06,9.87
10377847,Gltpd2,-32.01,-54.54,-22.51,-25.09
10377851,Psmb6,-65.82,-60.79,-49.37,-79.70
10377859,Pld2,87.22,90.54,84.26,86.95
10377889,Mink1,71.42,74.01,63.25,75.70
10377924,Gp1ba,-43.94,-36.47,-35.35,-61.92
10377927,Rnf167,-3.23,7.59,1.69,-20.65
10377938,Eno3,44.57,49.28,42.57,41.30
10377953,Kif1c,-2.15,3.22,-4.81,-4.28
10377982,Kif1c,-10.27,26.13,-26.65,-20.08
10377984,Zfp3,-4.60,11.23,-53.89,34.15
10377987,Rabep1,73.80,82.65,52.26,77.22
10378013,Rpain,64.56,73.88,52.72,65.13
10378024,Mis12 or Derl2,16.71,43.57,-7.48,15.11
10378030,9230020A06Rik,24.86,-36.84,33.47,71.04
10378038,Wscd1,-61.65,-70.69,-56.29,-57.99
10378053,Fam64a,-35.86,-53.66,-27.52,-30.37
10378059,Txndc17,57.67,64.97,66.99,39.84
10378065,4930563E22Rik or Med31,31.89,-24.76,23.27,75.70
10378068,Xaf1,53.09,41.47,76.91,30.65
10378078,Fbxo39,-42.49,-75.22,-44.01,-16.10
10378082,Ggt6,-5.89,-35.26,-6.09,33.23
10378088,Mybbp1a,-35.50,-32.40,-33.58,-40.88
10378114,Ube2g1,-69.52,-53.09,-76.38,-73.91
10378126,Ankfy1,25.78,13.07,58.48,10.53
10378154,Zzef1,80.19,86.38,77.06,76.12
10378214,---,54.57,71.90,45.33,38.81
10378216,Atp2a3,-13.75,-11.67,-8.95,-22.38
10378240,P2rx1,-18.39,-18.09,-15.88,-21.83
10378253,Camkk1,-74.82,-80.68,-63.84,-79.75
10378271,1200014J11Rik,8.15,0.15,7.68,17.59
10378286,Itgae,-38.39,-34.72,-47.63,-34.39
10378319,P2rx5,65.56,56.82,62.90,72.81
10378334,Tax1bp3 or LOC100047518,37.21,32.70,33.62,44.23
10378341,Shpk,-37.32,-31.58,-44.49,-36.91
10378349,Trpv1,-9.27,-3.33,-26.31,1.44
10378367,Trpv3,-25.39,-60.26,-29.41,-6.34
10378385,Spata22,-56.43,-52.49,-48.47,-68.59
10378395,Olfr20,-23.74,-36.14,-38.22,-1.44
10378397,Olfr376,-14.06,-6.01,-18.22,-18.92
10378399,Olfr384,-21.14,-58.49,-16.85,8.43
10378401,---,-42.64,-46.89,-77.27,-0.60
10378403,Zfp735,-73.64,-51.07,-75.84,-90.24
10378407,Olfr390,-38.27,-18.97,-49.94,-48.58
10378409,---,-51.98,-91.78,-26.67,-33.82
10378413,Olfr23,-55.78,-50.63,-61.72,-55.33
10378415,---,-67.25,-71.08,-42.77,-85.60
10378417,Olfr397,-44.71,-18.64,-67.86,-51.76
10378420,Zfp616,-59.82,-60.43,-52.31,-66.80
10378424,---,-18.57,-3.30,-38.35,-15.72
10378427,Olfr401,35.57,40.75,26.61,38.16
10378429,Olfr402,8.14,-25.83,-11.11,65.98
10378432,Olfr403 or Olfr43,-29.47,-57.98,-27.72,-10.29
10378434,Olfr406-ps or Olfr59,-11.21,10.52,-44.92,-2.99
10378436,Olfr59,-38.90,-67.70,-1.31,-54.60
10378438,---,97.21,93.15,98.84,97.76
10378440,---,-3.77,-48.60,-7.87,59.01
10378443,Olfr412,33.64,13.94,36.76,45.73
10378445,E130309D14Rik,24.16,10.57,6.18,49.60
10378453,1300001I01Rik,-80.68,-79.08,-77.39,-84.60
10378482,Mettl16,-53.73,-35.98,-64.43,-59.54
10378497,Mnt,-20.19,-38.98,-15.46,-6.43
10378508,Tsr1 or Srr,-65.61,-58.36,-67.83,-70.21
10378523,Smg6,-54.50,-32.61,-71.00,-53.96
10378545,Mir212,56.38,0.13,72.85,70.06
10378547,Mir132,51.60,20.00,73.98,47.37
10378549,Rtn4rl1,-46.25,-60.62,-41.25,-38.00
10378555,Smyd4,-29.26,-1.91,-43.51,-44.48
10378568,Mir22 or 2210403K04Rik or Tlcd2,-23.15,-36.53,8.50,-45.52
10378570,---,-50.70,-75.33,-22.27,-51.61
10378572,Tlcd2,-43.74,-43.40,-35.85,-52.62
10378579,Prpf8,18.92,31.69,15.05,14.01
10378627,Rilp,-11.23,-21.76,-2.10,-12.78
10378637,Scarf1,46.19,33.04,64.09,38.72
10378649,Slc43a2,-5.53,-7.98,-7.40,-1.44
10378668,Pitpna,12.96,8.28,18.87,11.44
10378681,Inpp5k,66.50,68.70,67.78,62.89
10378697,Myo1c,57.50,61.48,52.31,58.42
10378732,Crk,49.41,49.18,37.96,60.73
10378739,Ywhae,-16.58,-18.49,-14.77,-15.46
10378749,1700016K19Rik,-50.81,-73.72,-41.11,-39.27
10378754,Fam57a,-34.85,-34.47,-45.16,-27.51
10378763,Gemin4 or Fam57a,-10.51,9.13,-10.56,-27.49
10378765,Dbil5,-24.29,-25.79,-28.12,-19.20
10378768,Rnmtl1,-77.48,-54.10,-91.80,-75.46
10378774,Timm22,-94.41,-87.32,-86.95,-98.35
10378781,---,-10.27,26.13,-26.65,-20.08
10378783,Rpl36,35.22,38.23,27.74,40.25
10378785,Bhlha9,66.30,77.88,70.08,45.49
10378787,Tusc5,-28.93,-39.37,-34.92,-17.36
10378793,Tmigd1,-20.80,-24.92,-22.28,-16.83
10378802,Blmh,14.99,12.46,16.16,16.65
10378816,Slc6a4,-5.80,-3.77,-0.31,-19.36
10378833,Ssh2,-16.86,-21.79,0.73,-34.47
10378848,Hsp90aa1,-40.47,-35.25,-26.73,-58.63
10378855,Ssh2,3.01,-7.90,31.90,-16.60
10378857,Coro6,-65.89,-62.80,-49.54,-83.26
10378870,Git1,-47.39,-42.45,-53.42,-44.69
10378893,Abhd15,-14.05,-18.75,-10.99,-13.28
10378902,Nufip2,-32.70,1.06,-32.15,-57.58
10378909,---,24.24,-2.06,29.65,43.83
10378914,Myo18a,-8.60,-7.94,-10.99,-7.63
10378964,Sez6,-27.62,-49.38,-17.93,-21.53
10378988,Phf12,47.61,59.74,34.67,44.47
10379006,Dhrs13,-41.15,-28.21,-67.34,-27.89
10379013,Flot2,-23.04,-27.80,-9.89,-28.42
10379026,Mir144,-60.33,-39.56,-83.56,-61.00
10379028,Mir451,-65.23,-52.72,-92.00,-46.60
10379030,BC017647,-71.11,-78.22,-61.94,-72.11
10379034,Tlcd1,-84.77,-85.36,-68.28,-95.03
10379044,Rab34,-67.28,-88.08,-60.05,-56.17
10379060,Proca1,-44.92,-36.85,-80.36,-21.07
10379068,Sdf2 or Supt6h,10.75,16.24,10.88,5.12
10379075,2610507B11Rik,3.15,4.38,4.92,0.98
10379117,BC030499,-77.67,-87.95,-58.13,-82.89
10379127,Spag5,-75.76,-67.75,-81.29,-79.16
10379153,Aldoc,-65.54,-71.04,-68.62,-57.99
10379163,Pigs,10.59,18.42,5.85,7.11
10379176,Unc119,-34.21,-33.83,-29.39,-39.23
10379184,Slc46a1,-79.22,-94.54,-74.90,-62.40
10379190,Vtn,-53.46,-41.15,-77.70,-43.36
10379200,Sebox,-59.31,-67.23,-67.75,-44.05
10379204,Poldip2,-88.93,-91.46,-83.92,-90.14
10379215,Ift20,-87.95,-79.95,-88.77,-92.48
10379223,1810012P15Rik,-88.34,-91.34,-86.97,-86.86
10379228,Nos2,-25.03,-33.73,-18.08,-26.75
10379260,Gm11201 or Ksr1,49.39,74.73,11.45,48.20
10379262,Nf1,-4.45,11.51,-19.76,-11.02
10379321,Rab11fip4,-25.27,-32.91,-19.40,-24.10
10379338,---,-61.11,-80.06,-69.65,-35.59
10379340,Mir193,51.44,37.30,75.56,27.00
10379342,Mir365-2,-53.76,-25.61,-65.56,-69.52
10379344,Gm10387,-4.16,-2.47,-12.00,-0.14
10379346,Suz12,-9.37,14.88,-15.81,-30.89
10379363,Atad5,-5.43,1.80,-7.40,-12.23
10379387,---,-27.00,-30.89,-26.93,-22.50
10379389,Adap2,62.97,51.82,77.71,60.18
10379401,Rnf135,80.51,84.49,80.15,75.60
10379410,Rhot1,5.17,22.92,-24.74,9.06
10379436,Rhbdl3,25.04,7.38,8.03,52.54
10379445,Zfp207,-14.41,-0.30,-19.59,-23.43
10379467,Psmd11,5.21,8.89,2.60,3.39
10379482,Cdk5r1,4.10,2.43,-0.21,10.12
10379489,Tmem98,-84.05,-82.89,-80.50,-88.86
10379496,Spaca3,-8.43,-13.68,-50.12,47.58
10379505,5530401A14Rik,-1.03,-18.38,-4.78,42.03
10379511,Ccl2,-10.96,-17.51,-8.41,-8.97
10379518,Ccl7,-18.57,-39.01,-16.20,-10.40
10379524,Ccl11,-46.79,-49.28,-56.80,-35.80
10379530,Ccl12 or LOC100862578,-58.63,-96.21,-32.10,-43.90
10379535,Ccl8,-43.46,-57.30,-52.99,-25.82
10379539,---,57.79,56.31,55.41,62.28
10379543,Tmem132e,-11.71,-3.10,-20.75,-11.71
10379557,Gm11426,60.11,13.94,63.43,80.44
10379560,Zfp830,32.72,50.29,39.79,9.28
10379564,Lig3 or Rffl,-82.19,-74.08,-76.04,-91.03
10379588,Fndc8,-27.09,-88.05,-9.61,26.97
10379594,Unc45b or 1700003F17Rik,-53.96,-70.64,-77.31,-21.34
10379615,Slfn5,60.99,51.85,84.39,48.34
10379627,---,9.53,-18.54,11.51,35.70
10379630,Slfn2,43.83,39.04,58.41,36.89
10379633,Slfn1,15.24,-0.91,45.95,-0.34
10379636,Slfn4,27.71,-0.80,74.83,-1.62
10379646,Slfn3,5.87,-3.31,17.77,7.44
10379650,Slfn3,-10.27,26.13,-26.65,-20.08
10379652,Snord7 or AI450353,-78.63,-82.72,-82.27,-68.60
10379654,Ap2b1,40.35,55.59,27.83,37.91
10379677,Rasl10b,-38.31,-76.90,-51.83,-8.35
10379685,1700020L24Rik or Mmp28,-23.66,-48.77,-16.09,-11.91
10379689,Taf15,-8.46,3.57,-15.88,-11.81
10379708,---,8.18,17.88,-0.13,8.18
10379710,E230016K23Rik,60.65,53.10,43.95,77.10
10379721,Ccl4,-3.41,-11.48,6.13,-4.78
10379727,Gm11428,39.45,34.89,42.73,40.35
10379731,Expi,-45.59,-40.78,-51.79,-43.77
10379736,1100001G20Rik,-10.62,-9.29,-10.02,-12.74
10379740,Heatr6,3.55,22.09,-19.34,5.68
10379762,---,-41.59,-73.30,-50.18,-3.32
10379765,Hnf1b,-29.90,-28.82,-51.90,-16.72
10379779,Ddx52,47.04,52.65,59.73,28.25
10379795,Synrg,22.64,34.04,13.64,21.28
10379820,Acaca or LOC100503180,-43.26,-31.05,-46.00,-52.10
10379836,Mrm1,56.12,55.64,71.15,37.29
10379838,Gm10374,-42.64,-42.86,-37.98,-46.78
10379840,Myo19,-88.50,-81.49,-92.82,-89.54
10379866,Car4,-54.99,-60.56,-55.96,-48.95
10379875,Rpl13 or Gm10071,61.36,59.37,65.60,59.04
10379878,---,-47.02,-63.58,-40.71,-38.78
10379880,1700125H20Rik,-16.12,-25.71,-15.69,-8.56
10379889,Appbp2 or D630032N06Rik,79.59,81.94,71.41,84.30
10379891,Ppm1d,40.87,47.93,31.65,42.17
10379901,Bcas3,34.10,47.88,18.81,33.47
10379936,Tbx2,-35.51,-61.29,-30.89,-21.38
10379944,Tbx4,-33.80,-37.57,-50.36,-19.07
10379953,4632419I22Rik,16.60,39.95,7.80,3.09
10379957,Rnft1,-70.95,-68.69,-72.09,-71.89
10379968,Tubd1,-70.84,-35.62,-74.21,-87.91
10379981,Ptrh2,-90.73,-85.22,-94.54,-91.33
10379987,---,-10.27,26.13,-26.65,-20.08
10379989,Fam33a,-70.91,-68.17,-72.12,-73.36
10379996,Mir301,-59.79,-50.67,-64.46,-64.97
10379998,Trim37,-80.99,-78.63,-88.06,-74.52
10380025,Tex14,-6.74,-10.12,-6.34,-5.04
10380059,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,79.81,73.23,82.57,82.60
10380061,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-10.27,26.13,-26.65,-20.08
10380063,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-10.27,26.13,-26.65,-20.08
10380065,Rnu3b1 or Rnu3b2 or Rnu3b4 or Rnu3b3,-10.27,26.13,-26.65,-20.08
10380067,Sept4,-83.57,-87.72,-78.01,-85.40
10380087,Mtmr4,98.70,99.23,97.81,98.76
10380109,Hsf5,-35.37,-35.49,-53.62,-20.74
10380116,Rnf43 or 1110028F11Rik,24.25,26.53,17.65,28.04
10380129,Supt4h1 or Gm3258,-0.49,4.47,-0.98,-2.20
10380135,Mir142,67.18,74.46,70.52,56.58
10380137,Bzrap1,-3.43,-0.70,-6.02,-4.41
10380174,Mpo,-7.44,-2.25,-8.64,-44.24
10380189,Mks1,47.54,53.12,56.19,32.13
10380208,---,56.88,42.28,70.74,52.44
10380210,Srsf1,-6.56,17.68,-6.84,-31.32
10380219,Vezf1,-53.57,-47.81,-59.00,-53.28
10380226,Cuedc1,-72.66,-79.93,-71.69,-64.13
10380238,Mrps23,-9.76,-4.35,-10.63,-13.87
10380244,1700106J16Rik,13.87,-4.59,24.75,24.34
10380246,---,-58.53,-73.72,-73.79,-31.74
10380248,Gm15698,-37.20,-37.20,-39.81,-34.87
10380250,2210409E12Rik,-3.45,-3.67,-3.31,-3.25
10380252,Coil,-77.02,-84.28,-88.61,-53.27
10380260,Trim25,38.90,27.63,63.37,27.03
10380275,A930013B10Rik,-28.81,-61.59,-16.44,-18.37
10380280,Gm525,25.52,-4.85,-12.46,75.45
10380285,Tmem100,-51.52,-47.49,-49.93,-57.38
10380289,Mmd,64.38,67.26,58.53,67.47
10380297,Cox11 or Tom1l1,-84.78,-80.31,-83.01,-89.30
10380303,Car10,-63.31,-74.50,-88.62,-24.59
10380318,---,20.36,-33.05,38.71,50.66
10380321,Mbtd1,65.98,69.69,65.55,63.14
10380341,Spag9,64.95,70.79,56.13,68.13
10380381,Tob1,-69.79,-73.15,-45.12,-83.13
10380384,Ankrd40,-76.09,-64.89,-82.27,-79.32
10380392,Spata20,42.18,32.08,30.00,60.76
10380398,Chad,-40.32,-53.90,-35.99,-33.02
10380403,Lrrc59,-23.75,-29.04,-13.06,-28.82
10380411,Mrpl27,-97.28,-97.96,-98.20,-94.85
10380415,Mrpl27,-19.72,-5.78,-15.85,-39.33
10380417,---,-38.44,-36.99,-61.72,-22.04
10380419,Col1a1,-40.48,-55.99,-37.63,-32.17
10380472,---,-49.57,-43.20,-50.79,-55.35
10380474,Hils1,-24.92,-36.22,-24.49,-16.93
10380477,Ppp1r9b,23.91,30.86,14.37,25.35
10380489,Samd14,-15.39,-22.11,-15.75,-10.02
10380501,Dlx3,-9.02,-35.30,-20.35,42.94
10380506,Tac4,26.80,39.67,-0.81,40.16
10380514,Fam117a,-23.43,-25.45,-23.22,-21.74
10380524,Slc35b1,-85.16,-87.76,-71.67,-91.89
10380534,Spop,91.41,93.46,93.41,86.16
10380549,---,85.53,94.09,83.70,69.50
10380551,Phb or 1700071K01Rik,-91.09,-93.22,-84.98,-94.16
10380558,B130006D01Rik,11.55,35.62,-23.87,29.02
10380560,Zfp652,-81.34,-88.59,-77.79,-74.89
10380566,Phospho1 or Abi3 or Zfp652,-35.91,-41.59,-18.36,-53.21
10380571,Gngt2 or Abi3,77.07,72.75,82.56,73.61
10380579,---,-7.14,-13.58,-9.46,-0.98
10380581,Gip,-25.25,-29.37,-31.51,-16.76
10380589,---,-30.40,-14.85,-46.36,-28.91
10380591,Snf8,-56.75,-53.96,-30.60,-80.06
10380599,Ttll6,-35.70,-63.10,-33.16,-19.64
10380614,Hoxb13,-57.89,-72.29,-81.37,-24.94
10380620,Mir196a-1,-54.32,-25.53,-90.43,-51.54
10380622,Hoxb9,-34.85,-30.17,-54.56,-22.97
10380629,Hoxb8 or Hoxb7,-51.60,-70.63,-45.84,-38.23
10380634,Hoxb7,-3.30,-31.96,4.81,33.21
10380637,Hoxb6,-35.91,-41.00,-27.57,-39.52
10380641,Hoxb5,-36.27,-55.54,-25.43,-29.41
10380646,Mir10a or Hoxb4,-62.41,-70.85,-40.03,-76.55
10380648,Hoxb4,13.95,6.34,35.76,-2.22
10380654,Hoxb3,3.95,-14.18,-5.38,43.78
10380660,Hoxb2,-52.87,-59.45,-59.25,-40.96
10380665,Hoxb1,36.10,-7.27,50.33,60.97
10380670,Rpl17,71.24,85.83,57.38,60.42
10380672,Skap1,-9.31,-6.86,-16.85,-6.93
10380689,Cbx1,-64.72,-56.48,-57.32,-76.00
10380699,Copz2,-53.48,-52.82,-54.24,-53.60
10380710,Mir152,69.76,33.48,71.38,86.56
10380712,Prr15l,-38.83,-70.35,-35.23,-20.89
10380719,Sp6,-44.05,-41.60,-63.31,-29.43
10380721,Scrn2,-71.58,-86.06,-79.86,-39.38
10380732,Mrpl10,-92.00,-92.99,-91.78,-91.29
10380739,Osbpl7,5.73,-3.02,16.50,4.55
10380751,Mrpl45,52.34,55.03,55.59,46.14
10380761,Socs7,-39.41,-30.06,-38.20,-49.59
10380773,Arhgap23,-65.58,-64.56,-73.89,-57.75
10380793,Mllt6,87.34,92.82,81.09,88.11
10380815,Psmb3,-52.16,-51.68,-35.30,-65.36
10380819,Cwc25,-29.94,-65.24,-17.87,-4.51
10380821,Atp5l,-7.25,22.00,-22.28,-13.28
10380823,Lasp1,43.48,42.17,40.88,46.54
10380830,B230217C12Rik,-44.82,-53.18,-36.98,-45.49
10380833,Rpl19,-10.27,26.13,-26.65,-20.08
10380840,Cdk12,55.85,65.33,50.24,51.64
10380859,Cdk12,87.09,91.78,80.68,87.09
10380862,Ppp1r1b,-48.19,-54.74,-61.48,-29.78
10380871,Stard3,32.37,22.66,55.91,9.14
10380887,Tcap,-26.03,-26.62,-28.49,-23.65
10380891,Pnmt,-0.20,-27.95,-8.49,61.52
10380896,Erbb2,-63.90,-79.39,-57.86,-51.50
10380927,Grb7,-55.58,-51.46,-56.73,-58.96
10380944,Zpbp2,-30.05,-39.80,-19.64,-35.16
10380954,Gm12,61.11,60.87,48.21,70.78
10380956,Gsdma3,-1.29,-20.32,-5.02,49.25
10380965,Gsdma2,-39.35,-30.38,-46.74,-40.67
10380976,Gsdma,-46.62,-52.96,-81.83,-16.55
10380986,Psmd3,-58.10,-53.34,-46.77,-68.83
10380999,Csf3,-2.37,-30.12,0.41,37.89
10381006,Thra or Nr1d1,-96.62,-96.73,-97.78,-95.16
10381018,Msl1,9.71,48.81,-18.21,-3.48
10381032,Casc3,68.75,84.51,35.68,74.07
10381049,Rapgefl1,-79.85,-87.16,-94.34,-46.50
10381063,Wipf2,-0.88,-6.94,-20.20,31.26
10381072,Cdc6,-69.72,-62.11,-80.77,-65.38
10381082,Rara,-26.00,-26.16,0.68,-50.37
10381096,Igfbp4,-65.36,-72.78,-72.07,-52.70
10381101,Gm11559,-49.41,-64.10,-52.67,-36.07
10381103,Krtap9-1 or Gm11567 or Gm11559 or Gm11568,32.26,6.71,13.74,63.27
10381105,Gm11567,-34.44,-39.03,-21.08,-45.36
10381107,Krtap31-1,-43.56,-4.15,-64.18,-74.65
10381109,Gm11565,37.58,27.74,15.20,60.49
10381111,---,67.77,49.05,69.79,78.54
10381113,Krtap31-2,-58.42,-80.77,-73.48,-20.45
10381115,Eif1,16.49,17.22,33.73,5.82
10381118,Gast,-16.44,-54.92,-17.88,32.03
10381122,Fkbp10 or Nt5c3l,-75.72,-81.55,-71.30,-75.04
10381133,Klhl10,-53.33,-65.83,-34.15,-60.73
10381140,Ttc25,-23.73,-33.24,-15.52,-24.79
10381154,Cnp,-35.95,-32.43,-15.66,-66.02
10381162,Nkiras2 or Zfp385c,43.52,55.66,43.71,29.40
10381170,Hspb9,-15.45,-9.86,-27.68,-13.31
10381172,Stat5a,94.60,95.58,91.90,95.46
10381187,Atp6v0a1,70.17,75.66,60.86,71.43
10381211,Naglu,-15.97,-12.51,-9.86,-24.81
10381218,Hsd17b1,-31.93,-42.51,-32.38,-23.37
10381226,Coasy,-79.01,-70.02,-76.72,-86.49
10381238,Mlx or Psmc3ip,-8.60,-12.47,13.71,-32.09
10381250,Tubg1,-96.97,-95.68,-97.92,-97.04
10381260,Tubg2,-92.03,-99.03,-79.57,-84.25
10381272,Cntnap1,-62.18,-79.50,-64.12,-40.74
10381298,Ramp2,-71.97,-87.94,-54.86,-72.63
10381304,Vps25 or Ramp2,-11.67,-5.42,-11.70,-16.90
10381311,Wnk4,-56.62,-92.75,-76.28,-5.58
10381334,Cntd1 or Becn1,-48.24,-57.58,-47.68,-40.15
10381345,Psme3,-89.37,-81.70,-91.34,-92.23
10381361,Aoc2,-29.53,-15.12,-33.19,-39.97
10381371,Aoc3,-49.34,-62.24,-57.22,-33.34
10381379,---,-21.63,-46.97,-10.27,-13.78
10381381,---,-49.42,-75.55,-47.58,-26.44
10381383,---,-47.98,-70.32,-51.53,-21.74
10381385,---,26.43,-18.43,17.81,67.93
10381387,G6pc,-42.66,-64.97,-31.85,-35.22
10381395,Rundc1,11.07,24.38,0.00,9.97
10381402,Rpl27,-10.27,26.13,-26.65,-20.08
10381408,Ifi35,66.71,60.14,83.18,48.69
10381416,Rnd2,-42.07,-46.82,-30.25,-49.94
10381419,Nbr1,-5.34,6.92,-8.00,-18.54
10381445,Tmem106a,69.56,69.51,74.27,64.32
10381458,Rnu2-10,81.00,72.23,89.01,84.59
10381460,Rnu2-10,-10.27,26.13,-26.65,-20.08
10381462,Rdm1,74.58,82.39,73.84,66.52
10381470,Rnu2-10,-10.27,26.13,-26.65,-20.08
10381472,Rnu2-10,-10.27,26.13,-26.65,-20.08
10381474,Arl4d,-58.02,-59.19,-42.88,-70.89
10381477,Dhx8,5.17,17.29,11.51,-12.64
10381502,4930417O22Rik,1.16,24.66,-11.20,-0.35
10381506,1700006E09Rik,-47.09,-50.84,-43.83,-47.41
10381514,Cd300lg,-1.11,-2.27,-3.91,10.53
10381526,Ppih or Gm17748,7.20,29.21,-11.79,7.57
10381528,Nags,-20.74,-31.66,-21.12,-13.05
10381539,G6pc3,-59.18,-55.00,-58.56,-63.76
10381548,BC030867,-51.52,-45.59,-65.31,-43.97
10381561,Asb16,-37.75,-49.49,-46.82,-20.60
10381567,Tmub2,64.39,73.67,51.93,66.84
10381574,Rundc3a,-52.68,-59.81,-48.42,-50.07
10381588,Grn,39.39,28.14,51.04,37.70
10381601,Mdk,-30.36,-28.67,-44.37,-20.59
10381603,Fzd2,-51.11,-65.24,-45.77,-44.68
10381608,Gm1564,-40.50,-31.51,-76.74,-23.06
10381617,---,-8.83,-48.58,-12.14,41.18
10381619,Adam11,65.71,72.40,62.74,59.02
10381647,---,-81.80,-94.43,-79.21,-63.56
10381649,Higd1b,-44.35,-46.30,-40.14,-46.89
10381653,Ccdc103 or Fam187a,-29.36,-32.63,-59.32,-4.01
10381664,Kif18b,-8.96,-21.18,-18.29,15.89
10381666,Dcakd,-25.28,-33.33,-27.12,-16.86
10381668,Nmt1,73.14,77.34,75.28,66.26
10381681,---,-10.27,26.13,-26.65,-20.08
10381683,Acbd4,-64.87,-71.22,-68.07,-53.86
10381695,---,-95.29,-93.37,-99.06,-88.11
10381697,Hexim1,2.53,-3.56,45.98,-32.97
10381702,Hexim2,-56.08,-60.32,-59.81,-48.29
10381708,Fmnl1,40.05,39.00,37.23,44.54
10381736,Rprml,3.16,-19.32,-24.44,61.10
10381738,Wnt3,-38.69,-27.90,-19.99,-72.18
10381744,Arf2,57.86,60.66,57.65,55.78
10381753,Crhr1,-32.35,-39.70,-20.80,-39.82
10381770,4933407P14Rik,-17.69,-28.09,-12.65,-13.16
10381776,Mapt,-66.54,-63.19,-71.37,-63.71
10381798,Myl4,-62.05,-76.83,-62.31,-47.22
10381807,Lin52,-22.18,-36.98,-9.04,-17.75
10381809,Itgb3,-56.94,-56.42,-54.65,-58.87
10381826,---,-50.16,-29.23,-81.52,-42.94
10381849,Efcab3,-42.77,-26.51,-35.94,-71.53
10381860,Mettl2,-65.71,-59.54,-73.96,-62.33
10381870,---,-11.39,-17.57,-17.67,-0.37
10381872,Tlk2,-45.68,-35.53,-25.19,-73.85
10381898,Mrc2,-21.59,-17.97,-24.97,-23.14
10381930,---,16.40,-22.48,17.72,55.77
10381934,Tanc2,-67.92,-72.20,-76.59,-56.36
10381939,Tanc2,-88.34,-96.62,-74.15,-88.65
10381960,Cyb561,59.74,17.84,68.99,75.97
10381962,Ace or Ace3,7.33,21.09,20.90,-6.87
10381994,Kcnh6,-27.87,-52.16,-25.62,-13.57
10382010,Dcaf7,15.71,21.60,24.19,3.24
10382022,Taco1,-41.68,-29.17,-61.39,-32.32
10382028,Map3k3,92.75,94.48,91.17,91.35
10382047,---,38.98,29.33,28.35,53.35
10382049,Ddx42,63.75,81.08,56.64,48.92
10382069,Psmc5,-3.92,3.13,2.41,-20.97
10382081,---,39.98,69.38,55.20,-16.18
10382083,Tcam1,-3.68,-24.88,4.53,18.65
10382096,2310007L24Rik,60.25,43.59,61.76,71.51
10382104,Snord104,39.12,36.19,43.21,37.83
10382106,Gm885,26.73,19.42,49.49,12.69
10382115,Ccdc45,-66.38,-45.93,-75.30,-76.87
10382136,1810010H24Rik,-80.29,-99.01,-83.94,-34.43
10382139,Psmd12,-81.85,-76.94,-81.13,-87.00
10382152,Helz,0.48,22.53,-15.24,-5.46
10382189,Apoh,-30.10,-40.62,-28.15,-24.08
10382198,---,52.42,8.36,30.52,88.70
10382200,Ccdc46,-47.62,-45.61,-53.74,-44.39
10382228,Axin2,-64.17,-71.60,-68.10,-54.66
10382243,Gna13 or Gm11696,46.76,49.92,58.33,32.40
10382254,---,70.68,37.02,81.08,78.12
10382257,Amz2,-86.51,-77.30,-90.43,-88.45
