Probeset_ID,Gene Symbol,DC Lu CD24+,Sample_,Sample_
10388352,Sgsm2,-65.25,-70.31,-59.49
10388377,Srr or Tsr1,-93.19,-94.63,-91.74
10388389,Hic1,-11.09,-5.51,-17.01
10388392,Dph1 or Ovca2,-47.78,-42.26,-52.43
10388409,Rpa1,-19.30,-7.81,-35.73
10388430,Serpinf1,-24.04,-26.89,-21.14
10388440,Serpinf2,-5.58,-5.72,-5.44
10388451,Wdr81,16.77,6.31,27.89
10388461,Cox7c or Gm10012 or LOC100048613,-90.72,-91.20,-90.53
10388465,Doc2b,-35.17,-46.51,-25.29
10388476,Rph3al,8.13,-1.29,17.23
10388488,Fam101b,-73.32,-76.75,-70.05
10388492,Vps53,-40.13,-39.91,-40.46
10388517,Gemin4 or Fam57a,-69.56,-66.44,-72.73
10388520,Glod4,-41.80,-32.43,-49.41
10388532,Nxn,-88.58,-86.08,-90.87
10388545,Abr,20.34,15.12,26.20
10388579,Gosr1,-53.29,-30.52,-68.00
10388591,Cpd,29.04,24.85,34.11
10388613,Ccdc55,-92.96,-94.98,-90.97
10388623,Mir423,79.01,80.44,77.39
10388625,Efcab5,-89.78,-83.55,-94.21
10388648,Ankrd13b,-44.92,-65.75,-24.07
10388669,Trp53i13 or Abhd15,79.89,85.75,72.42
10388679,Abhd15,74.46,71.51,77.80
10388682,Taok1,-49.72,-36.15,-61.73
10388684,Taok1,51.26,44.50,58.44
10388705,LOC100038422,-37.46,-49.55,-26.53
10388707,Cryba1,-23.95,-20.74,-28.16
10388716,Gm10277,31.98,15.48,45.67
10388718,Pipox,-53.48,-44.06,-63.83
10388728,Gm11190,80.14,75.53,83.41
10388732,Dhrs13,89.89,82.87,93.85
10388734,Eral1,-75.50,-76.34,-74.85
10388745,Lsm6,-54.86,-55.35,-54.23
10388747,BC017647,-9.26,-9.28,-9.26
10388749,Traf4,-40.60,-37.24,-44.17
10388758,Nek8,-33.66,-54.41,-6.59
10388776,Rpl23a or Gm10132 or Gm3362,93.98,93.48,94.26
10388782,---,86.24,80.47,90.88
10388784,Snord42b,54.72,58.20,51.32
10388786,Supt6h,31.72,45.33,20.71
10388824,Foxn1,-20.03,-23.83,-16.63
10388834,Slc13a2,-67.20,-70.43,-63.77
10388847,Sarm1,-37.18,-32.83,-41.86
10388861,Tmem199,-39.64,-37.14,-42.43
10388869,Tnfaip1,-63.71,-58.72,-68.92
10388880,Tmem97,-66.24,-71.52,-60.77
10388884,Nlk,-92.14,-88.03,-94.51
10388896,---,-14.04,-23.75,-5.23
10388898,Fam58b,-60.44,-68.80,-50.79
10388902,Lgals9,8.48,8.71,8.02
10388914,Ksr1,39.35,44.18,34.67
10388938,Wsb1,96.84,97.22,96.48
10388952,---,-0.14,-17.98,34.54
10388954,Omg,-37.01,-32.12,-42.45
10388958,Evi2a or Evi2b,84.48,83.32,85.33
10388969,---,-33.72,-25.88,-41.69
10388971,Utp6,-41.79,-42.28,-41.37
10388994,Gm10386,84.81,76.22,90.84
10388996,Crlf3,64.05,69.00,58.82
10389005,1110002N22Rik,-99.21,-99.64,-98.04
10389010,5730455P16Rik,-89.44,-90.21,-88.17
10389022,Myo1d,-66.96,-66.08,-68.10
10389025,Myo1d,-62.26,-64.20,-60.38
10389047,Accn1,-25.21,-23.20,-27.60
10389062,1700071K01Rik,-84.55,-96.79,-57.89
10389064,Ccl1,-27.54,-52.82,-9.62
10389070,---,-9.62,-12.82,-7.15
10389072,Cct6b,-32.84,-40.75,-25.91
10389087,Rffl or Lig3,-19.06,-16.26,-21.72
10389099,Rad51l3,-12.75,-15.01,-10.26
10389114,Nle1,-49.09,-52.03,-45.68
10389127,Unc45b or Gm12575,77.37,78.26,76.52
10389130,1700003F17Rik or Slfn5 or Unc45b,53.15,4.89,78.27
10389134,Slfn9,-29.30,-14.64,-42.24
10389143,Slfn8,-4.33,-6.29,-2.48
10389151,Slfn10-ps or Slfn8,41.45,33.21,47.10
10389162,Rpl12 or Gm11425 or LOC630855,93.98,93.48,94.26
10389164,Pex12,-74.85,-50.59,-90.88
10389170,Gas2l2,12.17,43.05,-14.44
10389177,Mmp28 or 1700020L24Rik,-15.79,-13.70,-18.12
10389190,Gm11435,6.13,27.61,-2.72
10389207,Ccl5,60.69,61.14,60.39
10389214,Ccl9,87.17,87.32,87.02
10389222,Ccl6,82.00,80.14,83.54
10389229,Rpl9,81.24,82.31,80.36
10389231,Ccl3,86.75,87.20,86.60
10389238,Dusp14,-40.28,-45.63,-36.18
10389245,Tada2a,-81.34,-77.35,-84.90
10389261,Gm11437,-19.78,-28.35,-14.33
10389269,Aatf,-12.96,-7.94,-18.13
10389283,Lhx1,-9.60,-16.35,-4.77
10389293,Mrm1,-44.67,-69.33,-16.17
10389300,Dhrs11,-84.08,-78.37,-89.42
10389308,Ggnbp2,-77.83,-74.48,-81.12
10389326,Pigw or Myo19,-68.29,-88.77,-30.79
10389331,Znhit3 or Myo19,-87.52,-90.04,-84.60
10389339,Usp32,-66.55,-56.38,-74.88
10389373,Appbp2,-38.00,-33.03,-42.69
10389387,Ppm1d,80.04,86.51,71.26
10389389,Gm10372,-1.29,4.46,-4.79
10389391,---,-0.64,-14.93,26.10
10389395,Brip1,4.84,-6.87,17.96
10389421,Ints2,-67.21,-60.10,-73.71
10389451,Med13,65.78,73.26,57.78
10389482,---,57.12,45.10,66.83
10389484,Rps6kb1,-21.52,0.88,-41.95
10389505,Gm9975,94.61,97.89,86.64
10389507,Vmp1,-25.67,-47.86,-4.08
10389522,Rpl13a,3.08,-2.36,7.14
10389524,---,-65.85,-59.20,-72.36
10389526,Cltc,40.56,42.70,38.39
10389561,Dhx40,98.74,99.27,98.07
10389581,Ypel2,-33.01,-23.81,-41.55
10389590,Gdpd1,-96.90,-99.88,-84.68
10389601,1200011M11Rik,-83.77,-88.86,-77.89
10389606,Prr11,-15.16,-10.08,-20.42
10389617,Ppm1e,-74.63,-73.78,-75.47
10389625,---,-50.25,-69.36,-32.60
10389627,Rad51c,-61.14,-54.37,-68.14
10389639,Lpo,-12.71,-15.19,-10.45
10389654,Epx,-10.06,-11.73,-8.93
10389668,Olfr462,36.96,44.54,28.62
10389670,Olfr463,28.55,31.66,25.68
10389672,Olfr464,-6.56,-38.52,33.82
10389674,Dynll2,-87.48,-86.85,-88.36
10389680,Msi2,-79.31,-65.23,-88.13
10389699,---,-74.61,-82.17,-65.81
10389701,Akap1,-79.39,-76.01,-82.39
10389717,---,70.88,76.48,65.75
10389719,Scpep1,84.53,84.27,84.85
10389732,Gm15698,-37.78,-51.13,-26.76
10389736,2210409E12Rik,16.75,10.82,21.94
10389738,Dgke,-74.55,-73.38,-75.52
10389752,Nog,18.41,6.35,29.31
10389754,4932411E22Rik,-25.95,-27.31,-24.86
10389759,Ankfn1,-50.10,-59.24,-41.90
10389775,Pctp,-0.06,-12.23,25.33
10389783,Gm10276,-10.98,-4.35,-18.41
10389786,Hlf,-44.64,-38.11,-52.39
10389795,Stxbp4,-96.84,-98.29,-94.53
10389797,Stxbp4,-93.34,-96.38,-87.37
10389816,Tom1l1 or Cox11,-75.85,-80.24,-70.67
10389835,Kif2b,-13.70,-14.58,-13.08
10389839,---,-44.33,-80.01,-16.88
10389842,Utp18,12.98,26.56,-1.74
10389858,Nme2 or Dscaml1,53.28,51.22,55.19
10389865,Nme1 or Nme2,-67.46,-56.70,-75.88
10389875,Rpl27,93.98,93.48,94.26
10389877,Wfikkn2,-23.94,-34.58,-15.66
10389879,Wfikkn2,-13.53,-8.13,-19.96
10389882,Luc7l3,-21.68,-16.54,-27.85
10389894,Abcc3,-10.30,-11.12,-9.38
10389929,Cacna1g,-76.05,-73.82,-78.30
10389973,Spata20,-25.39,-29.91,-21.28
10389990,Epn3,-16.37,-9.99,-26.07
10390001,Mycbpap,-32.45,-28.54,-37.38
10390022,Rsad1,-35.23,-53.91,-14.81
10390032,Acsf2,-64.25,-49.13,-76.94
10390050,Eme1,-31.13,-47.79,-17.44
10390059,Xylt2,-50.24,-41.33,-58.29
10390072,Gm11541,-4.49,12.30,-16.29
10390075,Gm11545,60.10,62.96,57.07
10390080,Tmem92,-47.28,-65.60,-30.67
10390084,A430060F13Rik,-19.10,-19.46,-18.76
10390090,Sgca,-40.30,-37.47,-43.78
10390103,Pdk2,-62.22,-66.75,-57.72
10390117,Itga3,-63.12,-63.80,-62.33
10390147,Dlx4,-6.18,-27.94,21.34
10390153,Myst2,5.20,5.78,4.57
10390170,Nxph3,-0.21,-23.01,33.96
10390175,Ngfr,95.74,95.70,95.74
10390184,---,22.39,14.18,30.61
10390186,Abi3 or Phospho1,21.45,32.60,9.01
10390196,B4galnt2,-27.79,-26.38,-28.91
10390209,Igf2bp1,-46.03,-40.51,-51.52
10390211,Igf2bp1 or Mir3063,-12.06,-19.18,-7.84
10390227,Ube2z,2.88,4.82,0.91
10390237,Atp5g1,-73.76,-74.59,-73.15
10390244,---,-4.15,-36.94,41.98
10390246,Calcoco2,-47.88,-23.35,-77.48
10390252,---,67.62,54.25,77.17
10390256,Gm11529,70.73,70.04,71.56
10390258,Snx11,-53.58,-59.17,-47.27
10390269,Gm11517,-26.27,-26.54,-26.14
10390271,Nfe2l1,-37.80,-39.78,-35.40
10390283,Cdk5rap3,7.39,10.74,3.41
10390299,Pnpo,36.96,44.73,28.74
10390308,Sp2,-14.00,-1.70,-28.89
10390319,Lrrc46,-54.57,-56.38,-52.23
10390328,Tbx21,-3.19,-2.04,-4.57
10390336,Tbkbp1,63.04,66.25,59.48
10390352,Kpnb1,-45.59,-31.01,-57.63
10390381,Npepps,-85.11,-80.47,-88.63
10390407,Gpr179,45.52,81.79,-21.97
10390426,Arhgap23 or 4933428G20Rik,14.99,42.84,-11.08
10390430,Srcin1,-6.62,-8.12,-5.60
10390454,E130012A19Rik,64.43,70.75,54.28
10390458,Pcgf2,-72.72,-78.53,-67.07
10390473,Pip4k2b,-16.70,-17.95,-15.14
10390484,Cwc25,74.45,80.24,66.83
10390498,1700001P01Rik,5.52,7.84,3.02
10390502,Rpl23 or LOC100862455 or LOC100044627,10.33,20.60,0.77
10390505,Snora21,41.09,48.51,34.52
10390507,Fbxo47,-98.40,-99.55,-95.33
10390519,Plxdc1,66.36,71.88,61.22
10390535,Arl5c,63.57,68.29,58.00
10390542,Cacnb1,-41.81,-48.25,-35.57
10390560,Stac2,-23.28,-19.30,-27.39
10390574,Fbxl20,63.72,75.91,49.82
10390595,Med1,-35.16,-40.33,-29.89
10390618,Neurod2,27.13,30.59,23.67
10390622,Pgap3,-46.06,-41.32,-51.51
10390635,1810046J19Rik,-91.33,-91.22,-91.38
10390640,Ikzf3,-10.64,-9.34,-12.00
10390651,---,-79.90,-74.49,-84.90
10390653,Med24,-24.24,-14.04,-33.99
10390685,Ormdl3,-86.18,-91.66,-78.59
10390691,Nr1d1 or Thra,-72.29,-76.72,-68.13
10390701,Casc3 or Msl1 or Gm12359,-38.16,-38.79,-37.43
10390705,Gjd3,87.79,85.47,90.29
10390707,Top2a,26.07,26.70,25.45
10390746,Top2a,-23.11,-28.59,-18.23
10390748,Tns4,-4.12,-3.29,-5.13
10390763,Ccr7,87.34,88.42,85.97
10390768,Smarce1,6.95,11.36,2.62
10390780,Krt222,-56.25,-46.31,-65.02
10390789,Krt24,-12.19,-14.61,-9.94
10390798,Krt25,-37.75,-44.14,-32.33
10390806,Krt26,-17.02,-14.93,-19.39
10390816,Krt27,-30.92,-22.62,-41.13
10390823,Krt28,-14.56,-37.86,-5.20
10390831,Krt10,-60.84,-62.30,-59.24
10390841,Krt12,-13.84,-15.87,-12.11
10390850,Krt20,-54.76,-47.98,-62.68
10390860,Krt23,-16.41,-14.08,-18.98
10390869,Krt39,-2.05,-55.05,67.89
10390877,Krt40,64.62,26.27,81.94
10390886,Krtap3-3 or Krtap3-2,-30.85,-44.74,-19.74
10390890,Krtap3-2 or Krtap3-3,-3.43,21.79,-16.11
10390895,Krtap3-1,6.28,-13.48,33.22
10390897,Krtap1-5,-33.59,-28.94,-38.42
10390901,Krtap1-4,-15.65,-21.43,-10.77
10390907,Krtap1-3,0.96,16.78,-8.54
10390909,Krtap9-3,-3.10,-8.26,2.14
10390911,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,4.42,26.87,-11.05
10390913,Gm11937 or Gm11938 or Krtap2-4 or Gm11562,93.98,93.48,94.26
10390915,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,93.98,93.48,94.26
10390917,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,93.98,93.48,94.26
10390919,Krtap4-1,33.23,44.26,18.79
10390923,Krtap4-2,-7.60,-19.45,7.34
10390927,Krtap4-7,-1.09,-5.94,9.71
10390931,Krtap4-7,-8.35,-20.12,5.27
10390934,Gm11563 or Krtap4-8 or Krtap4-7 or Gm11595 or Krtap4-6 or Gm11564,-25.11,-28.27,-22.40
10390936,Krtap4-6,28.02,42.29,12.89
10390939,Krtap4-13 or Gm11569 or Gm11554,-6.96,-0.18,-15.25
10390945,Krtap4-13 or Gm11554 or Gm11569,93.98,93.48,94.26
10390950,Gm11564,22.82,10.83,34.77
10390954,---,16.83,24.73,4.86
10390956,Krtap4-16,-22.23,-25.73,-19.04
10390961,Krtap17-1,59.16,51.79,65.79
10390963,Krt33a,-11.40,-7.55,-17.13
10390969,Krt33b,52.31,43.72,60.09
10390974,Krt34,84.12,86.88,80.85
10390979,Krt31,-19.85,-35.66,-10.23
10390985,Krt32,14.99,-4.20,38.58
10390996,Krt35,40.24,47.93,30.21
10391005,Krt36,7.60,-5.55,26.57
10391013,Krt13,-29.67,-26.92,-32.72
10391025,Krt15,-24.79,-33.24,-17.71
10391036,Krt19,-38.19,-33.31,-43.54
10391043,Krt9,-8.48,-38.91,32.33
10391052,Krt14,-66.38,-54.38,-77.04
10391061,Krt16,-31.61,-14.29,-60.99
10391066,Krt17,-40.48,-36.31,-45.50
10391075,Krt42,-23.93,-43.19,-10.11
10391084,Hap1,-16.13,-16.12,-16.15
10391100,Atp5g1,93.98,93.48,94.26
10391103,Jup,58.21,59.23,56.92
10391119,Leprel4,-42.13,-44.79,-39.75
10391130,Nt5c3l or Fkbp10,-70.19,-68.30,-71.96
10391143,Klhl11,-67.46,-55.97,-76.84
10391146,Acly,45.20,52.47,37.41
10391178,Dnajc7 or Nkiras2,-26.55,-21.88,-31.51
10391196,Zfp385c,35.86,-2.03,64.14
10391207,Dhx58,14.56,23.91,4.27
10391221,Kat2a,-63.40,-71.25,-54.93
10391242,Rab5c,42.79,43.54,41.97
10391254,Kcnh4,65.64,78.06,43.36
10391273,Hcrt,-19.18,-29.97,-12.91
10391277,Ghdc,-62.15,-56.50,-67.17
10391286,Stat5b,37.50,48.35,25.24
10391301,Stat3,93.75,95.78,91.51
10391332,Ptrf,-46.16,-31.69,-60.94
10391339,Psmc3ip,-80.50,-84.70,-75.89
10391348,Fam134c,0.90,3.43,-3.83
10391359,Plekhh3,-48.37,-54.23,-42.44
10391373,Ccr10,55.18,78.87,14.76
10391378,Ezh1,-3.99,1.25,-9.29
10391404,Ramp2,49.91,59.07,37.82
10391407,Ccdc56,-36.77,-39.07,-34.80
10391410,Becn1 or Cntd1,68.00,82.51,49.09
10391424,---,91.76,81.37,96.14
10391429,---,-26.49,-34.43,-19.88
10391431,Aarsd1 or Ptges3l,-88.46,-89.18,-87.94
10391444,Rundc1 or Ptges3l or Aarsd1,-46.74,-66.80,-29.92
10391454,Vat1,-16.85,-21.46,-12.63
10391461,Brca1,-18.06,-16.50,-19.53
10391488,Rnu2-10,93.98,93.48,94.26
10391490,Etv4,-21.89,-17.21,-27.93
10391504,Meox1,-48.06,-59.25,-37.32
10391508,Sost,51.72,43.41,59.72
10391513,Dusp3,75.67,78.51,73.03
10391518,Mpp3,-36.42,-38.07,-35.01
10391540,Mpp2,-41.68,-52.86,-31.61
10391555,Ppy,-36.55,-39.65,-33.43
10391561,Pyy,-22.13,-22.26,-22.05
10391567,Tmem101,-72.09,-75.72,-68.21
10391572,Lsm12,-86.62,-86.06,-87.23
10391577,Hdac5,6.89,12.21,1.19
10391610,Asb16,74.70,77.14,71.77
10391612,Atxn7l3,-45.19,-30.71,-58.39
10391625,Ubtf,-19.97,-10.95,-28.31
10391649,Slc4a1,-22.04,-26.84,-18.11
10391669,Slc25a39,-20.54,-22.00,-19.47
10391685,Fam171a2,-58.77,-53.15,-64.13
10391697,Itga2b,-14.35,-14.95,-13.59
10391732,Gpatch8,-93.36,-89.40,-96.25
10391742,Gpatch8,-61.00,-63.72,-57.96
10391744,Gpatch8,-41.83,-44.89,-39.44
10391746,Gpatch8,-3.73,-11.72,4.34
10391750,Gpatch8,80.34,92.35,57.54
10391752,---,-63.11,-38.04,-83.51
10391755,Ccdc43,-79.75,-69.61,-87.97
10391762,Gjc1,-70.40,-50.89,-90.17
10391768,Eftud2,-27.72,-29.08,-25.79
10391798,Gfap,-19.33,-31.13,-11.52
10391811,Kif18b,-12.74,-6.63,-19.51
10391828,C1ql1,-17.65,-7.12,-35.20
10391831,Dcakd,-81.85,-84.31,-79.37
10391837,Plcd3,-68.87,-90.93,-39.24
10391854,1700023F06Rik,55.05,73.72,27.79
10391863,4933400C05Rik,79.13,74.30,83.78
10391870,Map3k14,96.99,97.83,95.77
10391895,Arhgap27,44.43,39.73,48.00
10391914,Arhgap27,71.24,75.48,66.22
10391918,Plekhm1,-43.10,-43.61,-42.70
10391931,Lrrc37a,-20.22,-14.41,-28.30
10391934,Gm884,-51.17,-40.38,-63.30
10391942,Lyzl6,-35.70,-27.80,-44.22
10391949,Gosr2,87.92,90.90,84.89
10391957,Wnt9b,21.47,20.62,21.77
10391963,Nsf,-28.30,-21.60,-35.16
10391985,Taf1d,-84.40,-82.70,-85.86
10391987,Gm10844,32.56,32.32,32.94
10391990,Kansl1,0.32,8.15,-7.61
10392010,Kansl1,-10.91,11.85,-33.80
10392012,Cdc27,-65.17,-52.07,-74.09
10392033,---,30.41,26.55,33.47
10392035,1700052K11Rik or Tlk2,52.94,72.21,26.04
10392040,March10,-38.69,-47.66,-31.24
10392056,Cyb561,-67.69,-81.92,-53.47
10392063,Limd2 or LOC632329,-1.82,-0.54,-3.16
10392070,Strada,25.46,26.78,24.26
10392087,Ccdc47,-19.95,-27.30,-12.93
10392096,Ddx42,-0.85,-1.85,0.34
10392098,Ftsj3,-23.12,-30.30,-16.35
10392120,Smarcd2,22.43,23.08,21.77
10392135,Gh,-5.49,-3.69,-7.16
10392142,Cd79b,-16.52,-16.08,-17.03
10392152,Scn4a,-35.38,-31.56,-39.40
10392177,Icam2,-29.51,-20.40,-39.08
10392183,Ern1,18.14,8.95,27.33
10392207,Tex2,-79.40,-74.86,-83.07
10392221,Pecam1,-20.22,-25.78,-15.43
10392241,Polg2,-14.59,39.35,-60.98
10392251,Ddx5,54.61,62.93,45.97
10392259,Smurf2,-44.72,-47.41,-42.60
10392261,Smurf2,-42.59,-37.47,-47.19
10392282,---,-1.17,-19.83,33.29
10392284,Kpna2,-77.58,-76.06,-79.07
10392297,---,-21.37,-59.47,22.16
10392300,Bptf,-18.60,-10.95,-26.55
10392318,Bptf,-29.28,-26.51,-32.49
10392328,Nol11,-77.95,-81.49,-74.05
10392347,Pitpnc1,-44.32,-25.45,-58.96
10392364,Cacng1,-35.47,-37.48,-33.25
10392369,Cacng4,-10.16,-7.98,-12.99
10392374,Cacng5,-21.71,-15.01,-29.60
10392388,Prkca,-59.20,-56.58,-61.66
10392410,Gm10838,-36.79,-34.10,-39.95
10392413,---,-13.96,18.76,-39.81
10392415,Rgs9,-43.96,-37.64,-50.86
10392437,Gna13 or Gm11696,53.44,52.08,54.36
10392440,Slc16a6 or LOC100503496,-6.18,19.35,-24.21
10392449,Wipi1,-59.37,-57.68,-60.99
10392464,Fam20a,-53.81,-62.68,-45.69
10392476,1700012B07Rik,-35.16,-56.29,-20.08
10392484,Abca8b,-60.47,-39.57,-87.34
10392522,Abca8a,-19.85,-20.55,-19.05
10392560,Abca9,95.66,95.49,95.78
10392601,Abca6,-1.18,-0.50,-1.78
10392642,Abca5,-71.45,-77.64,-66.55
10392683,Gm10836,-3.25,-19.16,24.22
10392685,BC006965,-80.91,-85.48,-76.14
10392687,BC006965,79.97,81.60,78.34
10392699,Gm11681,-9.37,-4.57,-14.39
10392701,Slc39a11,43.11,47.99,38.18
10392715,D11Wsu99e or Cog1,-57.82,-47.68,-67.71
10392721,Cpsf4l,-30.00,-39.26,-21.54
10392735,Cdc42ep4,67.90,74.07,60.61
10392739,Sdk2,-20.31,-23.62,-17.20
10392787,4932435O22Rik,76.57,81.61,72.13
10392791,Btbd17,80.81,68.85,87.05
10392796,Cd300lb,-1.45,-2.60,-0.55
10392803,Cd300c,52.61,49.32,55.40
10392808,Cd300ld,49.02,50.29,46.97
10392815,AF251705,70.77,71.32,69.67
10392822,---,-8.01,-1.57,-19.03
10392825,Gm11711 or Cd300lh or Gm11710,34.02,40.10,27.35
10392834,Gm11711 or Cd300lh or Gm11710,93.98,93.48,94.26
10392839,Cd300e,15.04,-1.03,32.67
10392845,Cd300lf,75.88,79.40,71.06
10392856,Nat9,-68.96,-66.55,-71.40
10392863,Grin2c,-18.42,-6.16,-39.22
10392881,Fdxr,-1.36,-12.00,12.98
10392894,Fads6,-19.07,-7.44,-37.48
10392904,Ush1g,72.44,75.02,69.19
10392910,C630004H02Rik,-61.13,-50.24,-71.93
10392930,Atp5h,93.98,93.48,94.26
10392936,Nt5c,-8.46,-12.53,-4.19
10392943,Hn1,24.82,22.14,27.98
10392947,Sumo2,93.98,93.48,94.26
10392953,Gga3,10.47,6.01,14.77
10392970,Mif4gd,54.29,59.66,48.54
10392983,Slc25a19,59.97,75.83,31.15
10392990,Grb2,97.14,97.64,96.41
10392996,Rpl21,93.98,93.48,94.26
10392998,Caskin2 or 2310067B10Rik,-76.64,-79.36,-73.81
10393021,Recql5,-35.72,-28.65,-41.98
10393045,Itgb4 or B230344G16Rik,-3.82,-22.86,24.38
10393047,Galk1 or Itgb4,-71.08,-72.26,-70.07
10393058,H3f3b or Gm12657 or Gm6749 or H3f3c or H3f3a,63.13,68.07,58.24
10393064,Unc13d,6.85,0.71,13.66
10393098,Wbp2,-48.15,-50.61,-45.88
10393106,Trim47,42.20,36.49,48.20
10393113,Trim65 or Trim47,38.16,35.81,39.39
10393125,Mrpl38,-29.01,-19.54,-37.12
10393136,Fbf1,-20.89,-20.13,-21.72
10393166,St6galnac2 or 1810032O08Rik,-43.81,-43.08,-44.68
10393177,Acox1,-42.52,-35.19,-49.62
10393197,Evpl,-17.92,-14.14,-21.88
10393222,Srp68,-67.01,-58.83,-73.71
10393239,---,-12.94,17.13,-41.76
10393241,Exoc7,-51.00,-67.79,-28.25
10393264,---,-0.05,14.63,-10.03
10393266,Foxj1,-1.31,12.75,-9.09
10393272,Rnf157,-59.42,-52.72,-66.24
10393294,Qrich2,-7.49,-5.68,-10.05
10393309,Prpsap1,-55.02,-59.60,-50.66
10393320,Ube2o,-55.06,-52.21,-58.64
10393341,Rhbdf2,72.77,75.46,70.10
10393364,Cygb,-22.35,-13.07,-32.07
10393373,St6galnac1,-14.03,-12.11,-16.06
10393379,Mxra7,-18.05,-25.65,-11.07
10393387,Jmjd6 or 1110005A03Rik,-8.26,18.39,-29.98
10393395,Srsf2,0.00,16.10,-18.69
10393404,LOC100505199,-37.19,-22.58,-55.52
10393406,---,14.27,18.35,9.98
10393408,Tmc6,26.70,35.18,16.17
10393431,Tk1,71.38,75.64,65.88
10393436,Tha1,39.17,27.80,48.32
10393449,Socs3,98.99,99.22,98.93
10393453,Dnahc17,77.09,70.10,82.50
10393509,Usp36,-28.22,-31.37,-24.54
10393532,Dnahc17,-17.79,-27.84,-10.30
10393544,Cyth1,95.85,95.75,95.85
10393559,Timp2,21.80,20.69,22.99
10393569,BC100451,14.96,-3.77,34.71
10393573,Lgals3bp,18.30,15.54,20.96
10393580,Cant1,-56.78,-41.56,-70.14
10393591,Engase,20.86,13.45,26.89
10393594,Rbfox3,-12.35,-27.64,-5.58
10393614,Cbx8,-26.42,-14.97,-36.74
10393620,Cbx4,20.74,29.88,11.85
10393628,Tbc1d16,67.02,75.04,56.18
10393642,Eif4a3,-56.94,-57.63,-56.27
10393648,Sgsh or Card14,-9.47,-22.03,2.51
10393662,Nptx1,-25.60,-22.22,-29.62
10393668,Aatk,-13.97,-11.20,-17.68
10393685,Mir338 or Mir3065,-54.61,-80.59,-22.64
10393687,Azi1,45.03,42.21,48.29
10393714,2410002I01Rik,-3.25,-26.18,19.12
10393728,Slc38a10,15.36,17.67,13.44
10393749,2810410L24Rik,22.86,53.66,-14.12
10393751,---,-17.20,-33.63,3.47
10393754,Actg1,99.60,99.70,99.31
10393761,2310003H01Rik,44.08,67.05,11.68
10393774,Nploc4,8.54,10.79,6.65
10393793,Pde6g,-44.94,-59.65,-32.60
10393801,1810049H13Rik,-70.09,-49.02,-84.97
10393804,Arl16,-76.57,-76.33,-76.82
10393814,Fam195b,68.76,61.46,74.57
10393818,Ppp1r27,-46.46,-51.36,-41.84
10393823,P4hb,12.51,10.75,13.97
10393836,Arhgdia,51.39,53.76,49.06
10393844,Alyref,21.37,20.66,21.84
10393851,Pcyt2,-50.40,-50.00,-50.96
10393866,Sirt7,49.76,58.08,40.40
10393877,Mafg,-43.30,-31.83,-52.77
10393879,Mafg,-14.17,-4.13,-23.57
10393881,Mafg,23.69,36.97,8.66
10393887,Pycr1,-58.75,-39.15,-79.41
10393898,Myadml2,-34.10,-13.78,-68.34
10393904,Notum,-41.60,-37.22,-45.80
10393917,Stra13,-44.07,-39.20,-48.84
10393926,Dcxr,-21.80,-22.83,-20.79
10393936,Cbr2,8.60,9.18,8.02
10393944,Rfng,-7.58,21.00,-35.53
10393955,Dus1l,-31.22,-19.11,-42.17
10393970,Fasn,-40.31,-27.94,-52.26
10394018,Ccdc57,-58.62,-87.09,-14.71
10394040,Csnk1d,13.33,24.71,2.77
10394054,Cd7,-7.75,-8.19,-7.15
10394060,Sectm1b,-49.58,-67.62,-34.43
10394068,Sectm1a,-6.84,-16.69,-0.75
10394075,Tex19.2,14.23,5.44,21.49
10394080,---,8.52,-4.19,22.66
10394082,1110031I02Rik or Hexdc,-77.46,-79.18,-75.56
10394093,BC017643,23.85,29.33,17.87
10394102,Wdr45l,52.73,60.11,46.11
10394109,Rab40b,-27.89,-28.20,-27.47
10394119,Zfp750,-34.32,-40.66,-28.98
10394124,B3gntl1 or Tbcd,-5.09,-0.70,-9.65
10394142,Hmgb1 or LOC100862258 or LOC637733 or Gm6115,93.98,93.48,94.26
10394144,1700012B15Rik,-8.21,-9.76,-6.66
10394158,Kif3c or 1110002L01Rik,-76.99,-71.21,-82.36
10394173,Asxl2,-29.57,-22.87,-35.90
10394186,Dtnb,-51.08,-46.24,-56.33
10394209,Dnmt3a,39.65,45.72,33.12
10394238,---,-13.37,-10.76,-15.53
10394240,Pomc,-1.89,-11.78,25.22
10394245,Dnajc27,-70.69,-66.47,-74.97
10394258,Adcy3 or Cenpo,-80.13,-87.43,-70.58
10394283,2410017P09Rik,-59.73,-65.98,-53.51
10394286,2410017P09Rik,34.43,37.78,31.11
10394288,Itsn2,74.29,81.44,67.14
10394331,Pfn4,-50.72,-55.57,-46.18
10394344,Gm6682,-13.70,-30.14,2.30
10394346,---,43.09,75.14,-8.49
10394353,0610009D07Rik,-50.48,-59.74,-41.06
10394358,BC068281,-55.79,-55.53,-56.19
10394366,Atad2b,55.89,57.59,54.03
10394381,Atad2b,44.02,49.36,37.85
10394389,2810032G03Rik,-39.67,-11.06,-73.26
10394392,Nfyc,-28.62,-35.82,-21.61
10394394,Apob,-32.78,-52.84,-20.22
