Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II+,Sample_,Sample_,Sample_
10373986,Ap1b1 or Nefh,33.98,18.97,28.18,55.73
10374012,Rasl10a,-0.43,-4.37,-6.45,33.45
10374020,Rhbdd3,-74.99,-73.48,-79.53,-71.87
10374032,---,3.00,-22.61,33.37,2.70
10374035,Xbp1,83.38,91.52,74.35,80.16
10374043,Ankrd36,-27.42,-28.27,-27.25,-26.53
10374060,Ankrd36,-40.04,-25.19,-40.29,-57.51
10374068,Dbnl,79.54,82.95,74.64,80.55
10374083,Aebp1,-80.06,-75.31,-63.49,-95.25
10374106,Ykt6,13.43,25.02,2.82,14.30
10374115,Nudcd3,77.28,89.62,87.49,24.09
10374117,---,-57.44,-75.13,-70.86,-7.27
10374119,Ogdh,10.81,4.39,13.66,16.01
10374151,Zmiz2,81.54,71.88,76.34,91.88
10374175,Ppia or Gm9234,-22.51,-47.76,-42.68,16.52
10374181,---,-87.64,-91.97,-91.70,-77.01
10374183,---,63.96,85.91,-1.66,71.98
10374185,Ccm2,32.67,-15.72,19.36,66.83
10374197,Ramp3,-67.25,-73.68,-53.56,-75.51
10374202,Adcy1,-62.51,-56.76,-61.74,-68.17
10374223,Igfbp1,-16.38,-6.37,-13.22,-47.75
10374228,Gm11992,-64.91,-51.54,-73.78,-70.71
10374236,Upp1,-57.36,-88.40,-27.47,-75.19
10374248,Abca13,-13.33,-43.20,-7.50,-10.26
10374313,---,-71.51,-62.75,-47.13,-91.17
10374315,Vwc2,-26.41,-11.00,-17.16,-65.79
10374323,Zpbp or 4930415F15Rik,-0.35,-31.59,49.66,-11.39
10374325,4930415F15Rik,-4.45,-12.89,-7.80,18.26
10374327,4930415F15Rik,-23.78,-27.37,-72.14,20.24
10374333,Ikzf1,66.71,82.27,62.96,51.83
10374348,Eef2,19.85,33.55,19.61,7.33
10374350,---,33.38,18.80,65.90,3.97
10374352,---,63.96,85.91,-1.66,71.98
10374354,---,19.23,2.84,30.17,25.28
10374356,Vstm2a,-30.70,-38.66,-28.13,-27.52
10374364,Akt2,29.88,45.12,24.61,21.92
10374366,Egfr,-79.21,-95.03,-68.58,-69.85
10374400,Fbxo48,-38.51,-29.57,-45.60,-42.38
10374406,Cnrip1 or Plek,-76.00,-69.19,-74.97,-82.50
10374413,---,49.11,49.32,-1.01,81.94
10374415,Ppp3r1 or Wdr92,-42.57,-16.50,-38.90,-68.40
10374426,Pno1,70.26,81.17,78.65,40.33
10374430,Wdr92,-78.86,-67.15,-84.37,-83.85
10374442,C1d,-48.36,-74.32,-60.56,4.41
10374448,---,4.63,-7.62,-1.94,38.74
10374450,Gm12026,-42.96,-39.26,-19.19,-70.68
10374453,Glul,5.32,1.78,3.14,11.30
10374455,Spred2,-56.93,-24.20,-67.92,-70.28
10374464,Spred2,-83.20,-52.70,-95.55,-84.83
10374466,Rab1,8.19,19.17,2.92,2.83
10374476,Rps17 or Gm6402 or LOC633188,-68.67,-91.50,-97.28,64.43
10374478,Sertad2,68.76,76.97,61.90,65.01
10374485,Peli1,49.79,53.30,55.65,38.79
10374500,Vps54,26.12,57.92,21.68,-1.83
10374529,Wdpcp,-55.41,-32.68,-41.23,-83.99
10374551,---,-30.30,45.11,-75.50,-56.93
10374553,Tmem17,-53.22,-31.12,-3.57,-93.83
10374558,---,-35.81,-56.43,-41.23,-19.62
10374560,Zrsr1,-89.91,-97.47,-91.98,-61.74
10374564,Cct4,25.42,20.02,15.46,38.06
10374578,Fam161a,-74.50,-84.96,-29.07,-96.00
10374590,Xpo1,-34.39,-20.97,-33.41,-47.85
10374621,Ahsa2 or Usp34,4.71,24.72,3.44,-27.20
10374704,1700030C12Rik,-29.28,-93.09,-9.00,-18.90
10374706,Pus10,-16.27,-12.87,-5.75,-28.47
10374727,Bcl11a,46.37,45.59,52.09,42.57
10374739,4933427E13Rik,-7.52,73.78,-35.83,-58.79
10374744,---,20.53,-37.38,76.05,9.81
10374746,Fancl or Vrk2,7.30,-35.26,35.25,24.98
10374762,Vrk2,39.20,39.12,50.14,28.38
10374764,Gm12070 or Gapdh,63.96,85.91,-1.66,71.98
10374767,---,63.96,85.91,-1.66,71.98
10374769,Ccdc85a,55.02,61.06,62.86,37.80
10374771,Mir216b,-8.95,-1.86,-14.28,-18.50
10374773,Mir216a,51.87,20.57,65.35,59.83
10374775,Mir217,-2.85,-11.71,-17.18,53.19
10374777,Efemp1,-68.43,-77.66,-70.00,-60.32
10374790,---,41.42,-30.22,52.79,79.77
10374793,Pnpt1 or LOC100505160,13.95,48.78,20.43,-37.42
10374821,Smek2,50.56,80.90,43.65,20.80
10374840,---,34.40,36.82,34.40,32.43
10374842,Ccdc88a,88.69,94.33,88.51,82.72
10374880,Mtif2,-30.30,-30.00,-35.49,-26.37
10374895,1700034F02Rik or Rps27a,-38.72,-25.88,-70.09,-27.23
10374908,Rtn4 or Eml6,51.64,57.75,52.63,44.51
10374929,4931440F15Rik,54.55,85.95,50.74,-7.87
10374931,Gm8098,66.18,56.60,79.85,59.86
10374934,Psme4,23.89,37.43,32.99,5.21
10374983,Asb3 or Gpr75,-73.42,-93.54,-68.59,-18.08
10374998,Gpr75,-31.06,-28.12,-33.83,-31.17
10375002,Cpeb4,-29.33,-20.55,-32.67,-34.81
10375014,4930524B15Rik,19.33,-7.26,43.27,21.28
10375019,Nsg2,-35.38,-69.76,-32.60,-18.73
10375027,---,7.06,3.14,9.35,8.72
10375031,Snrnp25,-81.84,-77.09,-97.52,-56.13
10375038,Mpg or Nprl3,6.66,-58.32,-3.84,76.87
10375044,---,-5.17,-10.75,-1.59,-4.88
10375046,Hba-x,-15.26,-14.98,-7.40,-30.93
10375051,Hba-a1 or Hba-a2,83.06,85.00,84.91,79.25
10375055,Hbq1b,-32.11,-38.88,-22.28,-35.37
10375058,Hba-a2 or Hba-a1,63.96,85.91,-1.66,71.98
10375062,Hbq1a,-11.13,7.65,-18.74,-22.47
10375065,Sh3pxd2b,-12.37,-4.97,-10.11,-23.30
10375079,Ubtd2,-43.35,-41.71,-32.29,-57.08
10375083,Stk10,98.34,99.19,95.12,98.39
10375103,Fbxw11,-0.49,24.51,-16.28,-22.98
10375121,---,67.59,75.03,71.72,53.68
10375123,---,63.96,85.91,-1.66,71.98
10375125,Ssbp1,-56.01,-69.73,-65.10,-28.25
10375127,1700072H12Rik,1.88,35.91,18.86,-23.71
10375129,---,24.40,75.36,43.51,-58.10
10375137,Kcnmb1,-66.41,-66.71,-54.55,-78.26
10375145,Lcp2,75.34,90.18,75.09,56.54
10375167,Fam196b,66.10,72.53,71.98,51.18
10375173,---,2.48,-54.68,65.38,22.12
10375175,Slit3,-46.84,-48.81,-31.41,-69.94
10375214,Mir218-2,-30.34,9.60,-5.48,-83.03
10375216,Pank3,26.97,61.18,16.64,-0.22
10375225,Mir103-1,-10.56,-45.17,-64.88,74.86
10375227,---,-42.70,-25.80,-29.67,-79.07
10375229,---,40.75,51.95,46.73,21.71
10375232,---,-9.79,44.05,31.32,-81.90
10375234,Nudcd2,-69.22,-77.07,-66.43,-63.74
10375240,Hspd1,-80.08,-75.90,-79.21,-84.02
10375242,---,55.30,84.21,89.09,-35.59
10375245,Gabrb2,-37.79,-21.29,-35.50,-67.42
10375259,Gabrb2,-31.05,-25.13,-28.98,-41.12
10375261,Gabrb2,-35.12,-55.73,-17.48,-45.40
10375263,---,-4.37,9.56,-2.85,-29.83
10375265,Atp10b,-31.27,-34.36,-17.60,-49.79
10375290,Slu7,15.28,31.12,17.80,-1.01
10375307,C1qtnf2,-16.44,-3.37,-10.87,-38.07
10375313,Ccnjl,-52.10,-50.93,-69.79,-36.77
10375322,---,-28.28,-79.96,-6.33,-12.17
10375324,---,63.96,85.91,-1.66,71.98
10375326,Pwwp2a,28.22,24.54,15.94,42.11
10375331,Il12b,-15.94,-20.01,-14.58,-14.32
10375341,---,-14.08,-3.86,-26.78,-32.97
10375343,Rnf145,14.21,-7.17,13.70,34.15
10375358,Ebf1,-90.78,-98.35,-80.81,-85.27
10375360,Ebf1,-68.13,-85.93,-51.06,-70.56
10375380,---,6.56,18.72,1.33,0.47
10375382,Clint1,61.95,77.38,63.29,38.99
10375396,Sox30,-30.02,-15.88,-31.24,-50.73
10375402,Adam19,-15.88,-16.82,-23.07,-9.39
10375432,C030019I05Rik or Cyfip2,0.46,6.83,-0.20,-1.08
10375436,Fam71b,-11.86,-7.09,21.79,-51.40
10375439,Med7,58.06,68.96,44.52,56.92
10375443,Havcr2,67.34,72.32,63.73,63.94
10375454,BC053393,63.14,89.92,13.53,40.74
10375461,Rpl7,63.96,85.91,-1.66,71.98
10375463,Havcr1,-38.22,-11.45,-66.46,-54.67
10375472,Timd4,-35.85,-39.39,-24.38,-46.07
10375483,---,0.26,5.53,-15.16,1.81
10375485,---,-67.30,-64.96,-64.25,-72.83
10375487,Gnb2l1,14.24,2.44,-10.51,55.90
10375497,Gnb2l1,8.79,-16.37,-6.69,51.93
10375499,Snord96a or Gnb2l1,-8.60,-29.55,-19.22,26.37
10375501,Snord95 or Gnb2l1,32.19,40.81,17.03,38.01
10375503,Trim7,-40.58,-72.93,-25.89,-29.79
10375515,Ifi47 or Olfr56,71.86,68.41,64.47,80.59
10375525,Olfr1395,39.44,73.75,54.22,-21.68
10375527,Olfr1394,42.67,51.22,62.70,4.73
10375529,Zfp62,58.07,77.44,56.99,33.50
10375537,Mgat1,45.20,11.66,21.79,88.28
10375543,Olfr1393,-8.49,-71.63,46.72,16.94
10375545,Olfr1392,31.51,41.55,-9.16,55.80
10375547,Olfr10,-6.68,-46.08,22.64,9.71
10375549,Olfr1391,13.44,61.77,18.85,-22.56
10375551,Olfr1390,49.64,92.37,75.24,-85.16
10375553,Olfr1389,33.69,80.55,-51.82,41.92
10375557,Olfr1388,-14.26,-74.42,55.47,-15.49
10375559,---,20.05,64.26,-8.66,-2.09
10375561,Olfr1387,-25.77,-61.83,0.84,-22.51
10375563,Olfr1385 or Olfr1386 or Olfr1392 or Olfr1393,-31.71,-13.71,-49.74,-38.83
10375565,Olfr1385 or Olfr1386 or Olfr1392,63.96,85.91,-1.66,71.98
10375567,Olfr1384,-20.76,-21.97,-20.32,-20.05
10375570,Olfr1383,-45.47,-61.10,-44.28,-31.84
10375572,Olfr1382,-30.71,-8.76,-15.23,-75.72
10375574,Olfr1381 or Olfr1373 or Olfr1371 or Olfr1382 or Olfr1380,-28.94,-29.35,-32.79,-24.88
10375576,Olfr1380 or Olfr1371 or Olfr1373 or Olfr1381 or Olfr1382,63.96,85.91,-1.66,71.98
10375578,Flt4,-67.40,-71.05,-65.75,-65.42
10375608,Scgb3a1,-41.59,-57.95,-16.10,-61.25
10375614,Gfpt2,-84.94,-70.93,-90.95,-88.71
10375634,Mapk9,-79.59,-73.56,-86.22,-73.68
10375650,Rasgef1c,-11.33,-10.08,6.91,-31.03
10375667,Rnf130,87.93,83.73,84.16,94.15
10375677,Mir340,48.37,30.09,63.37,46.97
10375679,Tbc1d9b,39.81,39.99,37.41,41.77
10375704,3010026O09Rik or Sqstm1,-59.96,-80.81,-31.66,-63.90
10375713,Mgat4b,-25.44,-50.01,-25.25,-3.33
10375730,---,-15.93,0.77,50.28,-93.39
10375732,---,65.06,73.91,80.74,23.13
10375735,Hnrnph1,6.20,20.46,25.34,-29.81
10375751,Adamts2,-56.22,-70.54,-35.89,-65.26
10375774,Grm6,-16.37,-83.24,25.09,22.11
10375787,Olfr1378,74.31,71.95,82.53,66.08
10375789,Olfr1377,24.82,9.79,26.71,35.45
10375791,Olfr51 or Olfr1378 or Olfr351 or Olfr353,11.79,-13.19,40.29,25.70
10375793,Olfr51,66.23,26.21,73.23,81.85
10375795,Olfr54,70.03,45.27,50.00,89.52
10375797,Olfr54,25.34,-36.07,70.85,35.42
10375799,Zfp354a,-13.77,-51.62,23.39,-10.63
10375807,9230009I02Rik,20.96,-14.47,83.54,-37.57
10375811,---,-17.14,-4.53,-13.08,-32.38
10375815,---,26.40,54.62,36.22,-9.68
10375817,---,-16.00,-7.02,-5.66,-60.39
10375820,Clk4,24.55,19.99,26.14,26.67
10375838,Col23a1,-15.37,53.22,-48.34,-46.72
10375864,Agxt2l2 or Hnrnpab,73.49,64.65,84.63,69.40
10375880,Nhp2,-48.93,-70.68,-63.12,5.22
10375886,D930048N14Rik or N4bp3,-32.07,-11.14,-6.58,-72.16
10375893,Sar1b,-85.34,-84.99,-93.02,-71.18
10375901,---,23.68,64.27,33.54,-33.14
10375903,Cdkn2aipnl,-36.21,-35.22,-37.95,-35.64
10375909,Cdkl3,-89.40,-71.39,-99.64,-82.71
10375926,Ppp2ca,-14.63,0.00,-18.72,-22.20
10375935,Skp1a,-89.12,-98.35,-98.28,-6.44
10375941,Vdac1,-64.90,-65.16,-78.39,-52.71
10375951,9530068E07Rik or Igk-V4,14.92,17.15,7.44,19.69
10375956,Fstl4,-38.92,-10.06,-24.11,-97.59
10375973,Taf13,-52.91,-65.89,-75.97,-3.42
10375975,Zcchc10,-56.28,-44.62,-72.84,-50.82
10375980,Aff4,-56.85,-43.73,-59.35,-65.46
10376002,---,-22.53,-33.62,-12.04,-22.68
10376004,Gdf9,-7.65,-6.54,-8.69,-7.76
10376007,Shroom1,-59.82,-61.24,-47.24,-69.99
10376017,Sowaha,-23.25,-72.37,-11.25,-3.26
10376019,---,-2.18,-15.70,-0.53,14.77
10376021,Sept8,-54.71,-67.74,-40.94,-58.67
10376033,Kif3a,-84.21,-86.77,-83.85,-81.26
10376052,---,21.16,50.00,-2.80,10.64
10376054,Il5,7.82,-24.56,41.19,26.39
10376060,Irf1,66.48,60.08,65.80,74.67
10376074,P4ha2,-92.25,-82.35,-94.31,-97.00
10376092,---,61.41,70.96,81.69,1.04
10376094,---,-78.62,-83.34,-90.46,-43.09
10376096,Acsl6,-39.11,-34.28,-40.41,-43.47
10376127,4930404A10Rik,-45.45,-54.93,-34.86,-48.64
10376142,3230401D17Rik,-16.61,-46.86,-16.25,13.67
10376144,Fnip1,8.54,-3.86,39.35,-14.10
10376163,Rapgef6,-19.39,-13.34,-22.28,-22.88
10376196,Hint1,-51.07,-81.29,-87.83,85.07
10376201,Gpx3,-40.24,-44.31,-37.89,-38.40
10376208,Gm2a,96.01,96.61,96.45,94.33
10376216,Slc36a1,64.06,61.46,70.35,60.83
10376230,G3bp1,-10.13,-3.01,-18.89,-7.37
10376239,Gm12238,5.40,18.79,40.35,-33.52
10376241,Zic5,-30.55,-29.62,-31.66,-30.14
10376243,---,-8.53,-6.99,-36.10,21.34
10376245,Gria1,-44.11,-61.76,-26.09,-50.88
10376263,Mfap3,94.12,92.93,95.33,94.26
10376269,Galnt10,41.43,50.11,15.27,53.08
10376283,---,34.31,-7.01,66.37,37.36
10376285,Sap30l,-32.58,-60.73,-87.11,75.20
10376292,Larp1,62.82,83.47,63.38,19.73
10376312,Larp1,16.95,28.74,-2.81,25.52
10376314,Cnot8,23.91,6.67,3.10,72.95
10376320,Mrpl22,-54.50,-87.05,-87.22,36.12
10376324,Gm12250,64.78,57.92,56.80,76.65
10376326,Irgm2 or Igtp,72.39,68.52,60.24,85.42
10376332,4930438A08Rik,-25.40,-16.54,-16.84,-53.11
10376339,Zfp692,-32.65,-33.10,-30.02,-34.99
10376358,Sh3bp5l,-0.21,-44.53,30.54,15.31
10376366,2210415F13Rik,-13.94,-35.52,-8.10,-8.55
10376374,---,22.52,2.61,67.40,-15.53
10376376,1810065E05Rik,-37.44,-37.39,-32.43,-43.22
10376383,Gm12253,-5.18,42.82,-15.57,-22.60
10376392,Olfr325,-25.09,34.34,-92.70,-19.10
10376394,Olfr324,66.19,87.43,76.96,-16.25
10376396,Trim58,-24.66,-54.24,-12.77,-14.26
10376402,Olfr179,69.70,54.51,88.30,51.40
10376404,Olfr320,-7.43,40.14,-33.25,-24.42
10376406,Olfr319,16.81,24.53,-3.56,30.44
10376408,Olfr316,-11.82,-8.85,-3.60,-22.59
10376410,Olfr315,53.05,84.20,58.15,-14.33
10376412,Olfr314,48.63,55.78,82.75,-7.21
10376414,Olfr313,10.18,-33.95,46.47,35.21
10376416,Olfr312 or Olfr313,-19.92,-27.49,4.22,-42.64
10376418,Olfr311,-4.34,-1.52,-1.41,-11.30
10376420,---,-16.28,-8.65,-17.32,-23.21
10376425,Gm12258,-9.12,0.56,-18.31,-10.86
10376427,2810021J22Rik,19.25,-26.59,73.22,-3.69
10376434,Btnl10,-27.51,-28.41,-29.64,-24.68
10376444,Hist3h2ba or Hist3h2bb-ps,-36.39,-14.88,-36.50,-64.53
10376446,Hist3h2a or Trim17,-35.66,-38.31,-36.85,-32.60
10376455,Hist3h2a or Trim17,63.96,85.91,-1.66,71.98
10376459,---,-27.69,-11.30,-16.10,-72.63
10376461,Trim11,73.19,80.22,79.68,56.30
10376468,---,45.16,53.73,79.06,-19.09
10376474,Mrpl55,-47.47,-58.85,-68.85,-15.57
10376482,2310033P09Rik,-70.22,-93.42,-20.73,-74.27
10376490,Wnt9a,14.16,15.46,57.14,-29.65
10376496,Jmjd4,-48.09,-78.49,5.33,-54.65
10376507,Zkscan17 or 4933439C10Rik,-60.96,-15.08,-89.90,-67.24
10376513,Nlrp3,31.17,35.13,37.82,20.73
10376532,Olfr225,27.75,58.73,73.44,-60.63
10376534,Mprip,-70.60,-74.25,-73.59,-64.19
10376555,Gm16062 or Cops3,-3.45,-22.90,-13.66,17.79
10376557,Nt5m,-62.86,-90.89,-81.18,22.09
10376564,Med9,-28.13,-52.51,-49.70,25.47
10376568,Rai1,-5.41,-12.14,13.89,-15.66
10376577,---,-9.25,-31.32,-1.86,-3.53
10376579,Lrrc48,-79.99,-77.68,-72.33,-89.24
10376596,4933439F18Rik,-88.98,-92.13,-93.35,-74.99
10376603,Drg2,-80.29,-81.86,-91.52,-51.28
10376615,Myo15,59.51,76.31,84.97,-24.27
10376685,Alkbh5,18.49,31.09,14.78,12.10
10376690,Llgl1,2.14,-21.24,19.37,9.71
10376715,Smcr7,-22.55,-27.66,-50.45,13.51
10376721,Smcr8,46.52,41.77,58.16,37.96
10376726,Dhrs7b,-75.13,-68.35,-97.19,-37.26
10376733,Map2k3,-14.86,-15.04,-36.05,5.99
10376747,Kcnj12,-29.50,-34.16,-10.35,-46.96
10376755,Tnfrsf13b,58.16,34.79,75.44,51.37
10376765,Aldh3a1,-48.69,-32.42,-44.30,-72.83
10376778,Mfap4 or Mapk7,-55.47,-60.73,-53.19,-52.94
10376787,B9d1,-74.19,-76.39,-25.37,-97.03
10376796,Grap,-63.10,-90.55,-41.72,-52.46
10376803,Fam83g or Slc5a10,-61.54,-38.61,-56.36,-86.22
10376813,Specc1,-21.08,-20.04,-20.26,-23.28
10376832,Adora2b,67.99,72.14,25.78,82.86
10376839,Ttc19,-43.79,-23.26,-42.13,-64.43
10376854,Pigl,-25.18,-18.84,-51.25,-8.32
10376864,Ubb,-40.63,-54.14,-20.10,-43.30
10376868,Trpv2,54.92,47.82,46.83,69.89
10376885,Snord49b,-62.66,-67.41,-71.27,-46.05
10376887,Snord49a,26.78,32.97,0.30,44.66
10376889,Mmgt2,6.26,6.11,-11.36,22.45
10376895,---,61.58,86.86,-2.03,48.53
10376897,---,-13.39,16.94,1.93,-73.44
10376899,Trim16,18.85,6.52,17.53,33.71
10376912,Fbxw10 or Trim16,-59.53,-73.58,-45.34,-59.32
10376929,Fam18b,-87.32,-96.17,-94.98,-38.56
10376938,Cdrt4,-63.96,-39.18,-76.44,-74.08
10376941,Tekt3,-14.24,-13.29,-4.34,-46.31
10376950,Pmp22,-76.26,-90.51,-64.09,-73.60
10376956,Hs3st3a1,-33.38,-32.02,-21.93,-50.38
10376959,Elac2,-32.84,-16.59,-14.76,-58.64
10376986,Arhgap44 or B430202K04Rik,43.49,23.36,76.94,18.13
10376988,Zkscan6,32.15,53.48,-2.17,36.31
10376998,Pirt,3.36,34.62,34.31,-46.53
10377001,Tmem220,-42.27,-84.79,-23.88,-14.44
10377010,Sco1,-55.21,-69.34,-46.04,-46.84
10377018,Myh3,-29.89,-23.85,-24.62,-45.74
10377055,Myh2,-52.50,-53.79,-25.76,-83.96
10377087,Myh1,-28.27,-17.10,-11.11,-78.14
10377117,Myh4,-14.84,-14.04,-10.63,-23.12
10377148,Myh8,-52.35,-84.18,-20.78,-59.68
10377181,Myh13,0.36,27.02,10.27,-19.32
10377215,Gas7,33.66,39.70,29.04,31.83
10377235,Rcvrn,-57.39,-94.78,-26.31,-41.31
10377240,Gm12302,-22.08,-11.92,25.72,-71.41
10377245,Dhrs7c,-20.20,-12.86,-6.95,-62.76
10377253,9130017K11Rik,40.95,-5.39,30.57,75.72
10377255,Stx8,13.58,-12.84,-67.06,87.28
10377265,Pik3r5,66.60,72.91,63.45,60.88
10377286,Pik3r6,87.75,85.05,84.57,92.86
10377308,Mfsd6l,74.03,29.06,84.74,84.89
10377310,Ccdc42,30.36,48.84,49.81,-10.04
10377319,Myh10,-70.93,-60.79,-87.56,-66.67
10377364,Rnf222,34.39,21.14,50.03,28.34
10377368,Rpl26,66.52,33.27,33.21,94.79
10377372,Slc25a35,-56.64,-63.30,-53.60,-52.77
10377380,1500010J02Rik,-53.46,-57.60,-42.33,-60.64
10377405,Aurkb,-23.62,-35.75,-15.86,-20.40
10377416,2310047M10Rik or 9330160F10Rik,89.83,77.18,71.37,99.11
10377418,Tmem107,-59.37,-63.51,-91.24,-18.76
10377429,Snord118,-10.81,-8.99,-5.76,-20.48
10377431,Vamp2,-11.91,-9.84,-6.13,-22.33
10377439,Per1,81.90,46.26,89.35,88.25
10377467,Hes7,57.41,62.65,84.56,0.24
10377473,Aloxe3,-65.77,-91.84,-53.55,-44.28
10377490,Alox12b,-25.28,-17.98,-25.68,-34.86
10377508,Trappc1,-19.53,-56.58,-48.70,40.36
10377516,Kcnab3,-25.63,-28.62,-24.71,-23.66
10377534,A030009H04Rik,-57.34,-69.20,-40.21,-65.21
10377537,Chd3,-6.71,-3.32,-6.00,-10.91
10377541,Lsmd1 or Tmem88,-70.02,-93.86,-91.30,45.94
10377547,Kdm6b,82.89,85.78,89.70,65.05
10377550,Trp53,-0.34,-12.65,-3.27,17.29
10377560,Sat2,-89.57,-96.76,-74.87,-92.12
10377569,Fxr2,20.90,13.87,18.04,31.39
10377588,Sox15 or Sox16,-13.66,-18.45,-12.69,-9.59
10377593,Zbtb4,-10.03,-8.89,-13.44,-7.94
10377603,Tmem102 or G630025P09Rik,33.79,77.88,-7.57,6.07
10377605,1810027O10Rik,11.28,-11.34,-32.97,73.73
10377612,Plscr3 or Tnk1,34.92,20.20,26.67,52.38
10377622,Neurl4,-51.17,-61.01,-45.80,-46.93
10377652,Gps2,91.36,95.45,92.85,85.69
10377662,Ybx2,-38.05,-38.21,-14.51,-68.60
10377673,Cldn7,-31.45,-45.87,-16.95,-42.65
10377681,Ctdnep1 or Rai12,95.65,98.40,94.78,91.01
10377689,Gabarap,-13.98,-48.69,-47.63,54.53
10377695,Phf23,66.80,65.04,35.42,87.77
10377704,Dvl2 or Acadvl,-8.57,-17.59,-7.83,-0.67
10377725,Dlg4,-42.55,-36.75,-42.86,-48.84
10377751,Asgr1,-20.52,-7.83,-18.26,-55.26
10377763,Asgr2,-5.82,-5.84,-2.57,-13.09
10377774,Mgl2,25.77,27.02,24.90,25.19
10377782,Clec10a,92.74,90.36,88.49,95.24
10377790,Slc16a11,-16.80,-23.73,-25.64,-3.99
10377800,Mir497,-3.69,-77.04,31.74,52.60
10377802,Mir195,2.19,30.11,6.48,-23.36
10377804,Arrb2,57.78,58.61,63.88,50.15
10377822,Med11,81.66,85.42,73.27,86.11
10377826,Zmynd15 or Cxcl16,-28.27,-21.40,-26.17,-37.98
10377841,Tm4sf5,-45.14,-27.49,-61.34,-52.02
10377847,Gltpd2,-24.61,-29.61,-8.45,-49.36
10377851,Psmb6,-70.35,-94.12,-89.47,39.65
10377859,Pld2,11.63,25.61,0.15,7.55
10377889,Mink1,38.01,10.18,29.16,62.80
10377924,Gp1ba,60.28,42.51,71.15,61.74
10377927,Rnf167,8.75,-5.94,19.25,12.73
10377938,Eno3,-14.41,-29.24,-31.08,9.06
10377953,Kif1c,-17.61,-28.96,-29.39,5.11
10377982,Kif1c,63.96,85.91,-1.66,71.98
10377984,Zfp3,29.48,25.97,70.29,-18.73
10377987,Rabep1,-8.34,-4.40,26.92,-47.89
10378013,Rpain,50.11,74.97,7.71,52.33
10378024,Mis12 or Derl2,10.15,24.16,-17.43,23.48
10378030,9230020A06Rik,58.17,68.05,70.75,23.93
10378038,Wscd1,-47.29,-74.84,-27.93,-44.53
10378053,Fam64a,-55.06,-60.19,-35.84,-71.31
10378059,Txndc17,-15.99,-45.92,-41.81,35.75
10378065,4930563E22Rik or Med31,-3.65,51.07,-2.26,-50.67
10378068,Xaf1,84.08,85.00,81.20,85.50
10378078,Fbxo39,-8.99,-4.46,-6.83,-22.80
10378082,Ggt6,1.49,22.46,29.16,-28.08
10378088,Mybbp1a,-16.95,-3.99,-24.54,-22.83
10378114,Ube2g1,-71.73,-63.08,-85.23,-56.02
10378126,Ankfy1,83.92,83.42,80.26,87.68
10378154,Zzef1,82.26,82.69,79.08,85.93
10378214,---,17.38,28.55,-2.14,25.21
10378216,Atp2a3,5.28,-1.52,4.68,13.01
10378240,P2rx1,-11.48,-11.07,-10.99,-12.01
10378253,Camkk1,-28.18,-2.73,-54.46,-51.12
10378271,1200014J11Rik,23.91,48.81,16.87,5.29
10378286,Itgae,-30.14,-35.56,-19.46,-40.08
10378319,P2rx5,-26.53,-8.20,-60.78,-22.07
10378334,Tax1bp3 or LOC100047518,12.33,-4.37,2.38,39.40
10378341,Shpk,-50.54,-56.03,-45.62,-50.44
10378349,Trpv1,-0.71,-47.88,60.93,-3.97
10378367,Trpv3,-46.43,-28.10,-17.21,-91.86
10378385,Spata22,-22.84,-18.37,-16.32,-42.12
10378395,Olfr20,29.47,66.41,40.05,-22.48
10378397,Olfr376,65.89,44.87,60.11,80.76
10378399,Olfr384,62.17,60.84,50.06,72.50
10378401,---,5.90,50.74,12.35,-36.19
10378403,Zfp735,-77.55,-58.34,-84.62,-86.52
10378407,Olfr390,-24.30,-12.00,-18.03,-49.14
10378409,---,-22.72,-53.23,13.70,-33.82
10378413,Olfr23,-7.76,-12.26,-29.40,22.58
10378415,---,-19.49,-50.95,-8.66,-8.97
10378417,Olfr397,77.00,80.52,69.72,80.91
10378420,Zfp616,-24.27,-49.82,-51.41,-5.43
10378424,---,-1.61,38.75,37.31,-52.64
10378427,Olfr401,10.35,-14.61,19.66,33.95
10378429,Olfr402,26.42,4.64,41.08,31.91
10378432,Olfr403 or Olfr43,-5.34,-0.48,-8.85,-7.58
10378434,Olfr406-ps or Olfr59,-14.68,-3.12,20.89,-65.29
10378436,Olfr59,52.98,25.65,68.77,54.37
10378438,---,-3.51,-4.70,-13.30,9.48
10378440,---,59.29,50.19,67.73,56.01
10378443,Olfr412,57.14,10.92,78.99,57.14
10378445,E130309D14Rik,-6.64,-1.27,13.56,-28.36
10378453,1300001I01Rik,-1.57,1.37,-1.24,-4.86
10378482,Mettl16,-70.65,-59.49,-64.58,-83.73
10378497,Mnt,84.52,75.48,91.29,82.61
10378508,Tsr1 or Srr,-12.22,26.09,-4.38,-52.36
10378523,Smg6,-30.14,-59.71,4.32,-26.59
10378545,Mir212,58.39,70.97,56.90,43.81
10378547,Mir132,67.87,51.64,83.06,56.36
10378549,Rtn4rl1,-51.37,-54.55,-44.34,-57.21
10378555,Smyd4,-92.75,-89.66,-97.41,-87.63
10378568,Mir22 or 2210403K04Rik or Tlcd2,45.42,55.08,66.00,0.05
10378570,---,17.91,53.64,38.59,-38.83
10378572,Tlcd2,-49.67,-62.60,-55.13,-31.30
