Probeset_ID,Gene Symbol,L+WT,Sample_,Sample_,Sample_
10402551,---,-38.14,-82.60,-3.73,-0.03
10402554,Bcl11b,-51.51,-50.10,-61.97,-43.88
10402560,A130014H13Rik,-64.31,-60.72,-70.41,-62.09
10402564,Setd3,21.79,13.68,20.88,30.89
10402570,Gm10427,46.33,25.01,67.94,37.30
10402572,Ccdc85c,-23.20,-48.81,-10.54,-8.07
10402575,Degs2,-42.57,-38.23,-34.67,-57.20
10402579,Slc25a29,-6.86,-57.13,-5.59,50.35
10402585,Wars,57.50,67.53,61.63,43.07
10402598,Begain,-46.67,-46.99,-33.85,-60.78
10402604,---,-54.83,-49.86,-50.57,-64.38
10402606,Rtl1 or 6430411K18Rik or Mir431,-8.26,-35.68,62.31,-42.36
10402608,1700001K19Rik,10.91,-6.74,22.39,19.49
10402615,Hsp90aa1,-34.90,-14.32,-35.13,-63.94
10402630,Stk30,-62.99,-63.34,-47.13,-78.66
10402648,Brp44l,22.68,24.84,16.50,27.55
10402650,Cinp or LOC640972,-22.90,15.05,-61.72,-16.72
10402659,Ankrd9,-4.17,-11.82,37.32,-21.42
10402665,Cdc42bpb,24.29,28.38,16.63,30.03
10402703,1200009I06Rik,57.99,31.70,86.75,20.15
10402705,Gm266,-69.97,-96.15,-35.47,-56.48
10402708,Ckb,-31.24,-31.21,-22.09,-38.36
10402715,Bag5,-6.72,-17.58,-0.83,-6.60
10402721,Xrcc3,-35.50,-55.16,-21.39,-30.97
10402730,Ppp1r13b,-60.63,-52.50,-67.58,-60.75
10402750,Hmgb1,-34.90,-14.32,-35.13,-63.94
10402752,2010107E04Rik,50.47,47.01,51.93,52.22
10402757,A730018C14Rik,-42.57,-24.49,-70.62,-31.50
10402761,Tmem179,-15.47,-22.06,-17.17,-9.53
10402766,Akt1,1.01,3.42,0.36,-2.49
10402783,Ahnak2,-40.68,-28.58,-72.17,-32.07
10402787,Ahnak2 or LOC100047183,-45.17,-52.58,-42.73,-41.01
10402795,Cdca4,31.65,15.77,53.02,27.26
10402800,Gpr132,81.05,85.39,75.20,81.05
10402808,Jag2,-37.98,-57.21,-37.07,-23.28
10402835,Nudt14,-34.20,-37.91,-36.05,-27.24
10402841,Brf1,-56.79,-49.79,-48.25,-72.67
10402864,Ighg or Ighm,-12.45,-11.39,-12.45,-13.82
10402981,---,44.65,18.97,51.87,57.92
10402986,---,-25.26,-25.51,-20.27,-32.22
10402988,---,-6.13,-55.98,49.67,-6.01
10402991,Igh-VX24,-26.19,-12.19,-19.35,-55.10
10402994,---,34.38,34.22,70.16,-12.85
10402997,---,-23.46,-20.18,-18.05,-32.45
10403000,---,-13.44,-8.69,-48.77,14.86
10403003,---,-18.33,-20.29,-10.05,-28.13
10403006,---,-13.56,-14.64,-14.96,-11.23
10403009,Ighg,-23.28,-15.29,-18.38,-45.58
10403011,---,-21.74,-23.29,-59.36,-9.60
10403013,---,-27.34,-43.17,-20.96,-22.86
10403015,Ighg3,-24.52,-16.53,-19.93,-51.33
10403018,Ighg3,-51.35,-30.13,-53.31,-73.47
10403021,---,-27.75,-7.18,-44.99,-74.54
10403023,---,-42.44,-53.11,-37.43,-37.96
10403025,LOC636067,-24.99,-21.72,-15.71,-40.27
10403028,---,-19.10,-17.00,-26.43,-15.33
10403031,V165-D-J-C mu,-13.96,-63.82,-75.16,8.28
10403034,---,-21.11,-13.50,-25.88,-27.45
10403036,---,-28.98,-19.99,-29.43,-40.77
10403038,---,-34.90,-14.32,-35.13,-63.94
10403041,---,-15.75,31.71,-32.60,-43.77
10403043,Ighv1-72 or Ighm,-55.05,-20.64,-58.74,-88.33
10403046,Ighg3,-9.51,-22.80,-12.83,-2.35
10403048,Ighv1-72,-34.90,-14.32,-35.13,-63.94
10403052,---,-57.82,-63.08,-79.55,-11.76
10403054,---,-40.72,-6.92,-41.06,-77.13
10403057,---,-3.72,-3.01,-10.26,-1.02
10403060,Ighv1-72,-31.58,-4.97,-31.91,-66.27
10403063,---,-34.87,-12.02,-35.12,-65.24
10403066,---,-26.56,-15.93,-63.86,-15.88
10403069,Ighm,-19.26,-22.97,-50.62,-5.86
10403071,---,73.80,72.07,75.94,72.78
10403073,Ighg,-29.62,-76.65,-34.24,-11.02
10403076,---,-71.20,-68.83,-81.03,-57.50
10403079,---,-38.10,-22.98,-51.31,-43.39
10403081,Wdr60,-65.68,-84.54,-43.66,-64.57
10403108,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,-99.45,-99.52,-99.52,-99.39
10403110,Gm10421,19.53,19.81,19.73,18.82
10403112,Dnahc11 or Cdca7l,-50.85,-56.02,-35.67,-61.87
10403193,Sp4,-35.82,-48.76,-37.55,-21.97
10403202,Abcb5,-34.29,-85.06,2.72,-27.82
10403220,Abcb5,-33.06,-39.69,-18.10,-44.64
10403229,Itgb8,-55.10,-71.15,-41.09,-55.71
10403244,---,-10.07,-22.52,26.58,-31.43
10403246,---,-30.69,-67.02,15.09,-36.56
10403248,Speer6-ps1,-37.26,-8.20,-57.00,-59.81
10403253,Rps4x,75.35,78.79,73.19,73.82
10403255,---,11.13,28.30,13.18,-6.75
10403258,Gdi2 or BC016423,-80.11,-81.32,-78.73,-80.33
10403273,Asb13,3.59,5.51,-2.39,7.90
10403281,Calm4,-79.98,-94.06,-46.23,-89.64
10403283,Calm5,-16.63,-18.14,-16.33,-15.50
10403285,Tubal3,-17.33,-17.38,-17.67,-16.92
10403291,Akr1c14,-66.23,-75.50,-66.34,-58.72
10403303,Akr1c13,-3.40,6.46,-6.58,-7.88
10403312,Akr1c19,-54.07,-39.71,-69.15,-56.10
10403322,Akr1c6,-39.06,-40.25,-41.29,-35.29
10403333,Akr1c21,-42.07,-67.03,-22.45,-45.33
10403346,Rpl29,-34.90,-14.32,-35.13,-63.94
10403348,---,-25.80,-69.88,43.35,-49.63
10403352,Klf6,88.03,85.96,88.43,89.91
10403361,Pitrm1,-83.95,-83.80,-83.58,-84.61
10403392,---,-16.14,-64.39,43.87,-21.40
10403394,---,41.62,1.81,80.01,24.39
10403396,Adarb2,-11.78,-16.39,-7.62,-13.28
10403413,Idi1 or Gm13502,-84.90,-79.42,-88.97,-85.46
10403420,Idi2,-6.15,-39.36,-6.05,39.75
10403428,Larp4b,47.55,56.40,43.58,41.93
10403453,Dip2c,-97.06,-98.29,-96.50,-96.53
10403455,Dip2c,-88.65,-88.25,-90.92,-86.77
10403462,Dip2c,-78.10,-85.44,-45.60,-90.38
10403464,Dip2c,-88.94,-86.55,-93.85,-85.47
10403466,Dip2c,-86.39,-91.90,-90.94,-74.48
10403495,Zp4-ps,-31.02,-54.92,-10.83,-30.87
10403508,Rpl21,-34.90,-14.32,-35.13,-63.94
10403511,Heatr1,-18.55,-8.29,-28.20,-19.94
10403558,Ero1lb,-2.60,-0.83,-16.52,12.62
10403577,---,87.21,83.42,85.76,89.60
10403579,Prl2c5 or Prl2c2,-37.13,-33.25,-22.32,-67.71
10403584,Nid1,-53.64,-53.69,-59.83,-48.14
10403604,Lyst,72.47,75.66,75.41,64.88
10403658,Gng4,-28.98,-45.20,-20.24,-25.28
10403664,B3galnt2 or Tbce,-64.88,-70.21,-74.78,-45.95
10403680,Arid4b,-2.90,28.56,-29.57,-8.04
10403706,Psma2,69.80,66.42,67.18,75.27
10403716,AW209491,-93.91,-96.49,-88.84,-94.44
10403722,---,-4.64,-3.93,-6.97,-3.01
10403727,Gli3,-61.80,-77.58,-39.22,-76.47
10403743,Inhba,-43.40,-57.30,-37.72,-38.36
10403748,---,-7.24,-20.03,2.93,-3.89
10403750,2810021B07Rik or Gm7102,80.39,59.63,93.72,77.92
10403754,Gpank1,79.42,75.19,88.90,70.40
10403756,1600012F09Rik,-69.03,-73.78,-59.77,-72.72
10403761,---,90.00,93.76,85.53,88.42
10403765,Vps41,-40.85,-27.28,-48.54,-45.19
10403796,Amph,-48.33,-93.01,-66.42,-18.34
10403816,---,-56.24,-55.45,-72.43,-43.91
10403821,---,-69.48,-79.58,-67.06,-61.79
10403825,---,-43.49,-34.03,-57.51,-42.50
10403834,Sfrp4,-60.19,-56.93,-63.12,-60.74
10403842,Elmo1,18.40,24.76,13.41,16.91
10403868,---,55.18,41.11,59.71,64.06
10403871,Aoah,64.72,72.84,63.79,58.90
10403897,---,-80.86,-62.12,-49.36,-99.34
10403899,Olfr263,-24.46,-20.65,-15.08,-39.93
10403901,Olfr263,-38.61,-46.40,-51.47,-23.49
10403903,Trim27,-40.01,-41.35,-30.12,-49.00
10403911,Gpx6,-34.24,-46.79,-22.70,-37.18
10403917,Olfr1367,6.57,-40.56,68.15,-6.59
10403919,Zscan12,-84.03,-94.16,-84.86,-68.14
10403925,---,41.55,7.77,48.95,58.87
10403929,Zkscan4,-62.38,-89.41,-85.47,11.77
10403934,Isca1,-57.73,-67.18,-67.65,-31.24
10403936,Olfr1359 or Olfr1360,-33.32,-36.56,-4.35,-67.19
10403938,Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,37.32,34.06,46.66,33.12
10403941,Hist1h3h or Hist1h3a or Hist1h3i or Hist1h3g or Hist1h3b or Hist2h3b or Hist1h3e or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,-81.84,-79.74,-84.11,-81.21
10403943,Hist1h2bm,-58.37,-68.05,-52.16,-57.33
10403945,Hist1h4j or Hist1h4m,-36.67,-29.74,-24.30,-56.28
10403948,Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2be or Hist1h2br or Hist1h2bq or Hist1h2bg or Hist1h2bc or Hist1h2bp,-70.73,-73.16,-67.06,-72.01
10403951,Hist1h2bp,-45.95,-71.13,-46.92,-21.85
10403955,Hist1h2ao or Hist1h2ap or Hist1h2ai or Hist1h2ab or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-34.90,-14.32,-35.13,-63.94
10403957,Hist1h4m or Hist1h4n or Hist1h4i or Hist1h4h or Hist1h4b,34.60,34.66,39.65,29.61
10403959,Hist1h2br or Hist1h2bq or Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2bc or Hist1h2bg or Hist1h2be,-58.55,-42.82,-61.43,-70.55
10403964,Zfp184,-43.71,-71.22,-22.34,-40.74
10403973,Pom121l2,-18.56,17.03,-7.37,-62.24
10403975,Gm11292,2.67,-67.78,22.48,64.51
10403978,Hist1h2bk or Hist1h2br or Hist1h2bq or Hist1h2bn or Hist1h2bl or Hist1h2bj or Hist1h2bf or Hist1h2bg or Hist1h2be or Hist1h2bc,-34.90,-14.32,-35.13,-63.94
10403980,Hist1h2bj or Hist1h2bn or Hist1h2bl or Hist1h2bf or Hist1h2br or Hist1h2bq or Hist1h2bc or Hist1h2bg or Hist1h2be,-34.90,-14.32,-35.13,-63.94
10403982,Vmn1r188,-26.95,-54.68,-42.67,-1.48
10403984,Vmn1r194,47.05,-20.00,57.45,79.51
10403986,Vmn1r195,-29.04,-60.12,-6.28,-27.06
10403988,Vmn1r196 or Vmn1r189 or Vmn1r214 or Vmn1r221 or Vmn1r203 or Vmn1r219 or Vmn1r188 or Vmn1r191,-51.15,-77.84,-20.11,-59.65
10403990,Vmn1r197,-15.18,-18.68,-64.32,31.71
10403992,Vmn1r198,-20.64,-22.40,-44.80,-1.90
10403994,Vmn1r199,-49.72,-25.48,-64.55,-62.33
10403996,Vmn1r200,-46.89,-52.57,-32.77,-56.80
10403998,Vmn1r-ps103,-17.94,-19.11,-48.66,-1.35
10404000,Vmn1r201,-77.64,-91.84,-45.04,-87.19
10404002,Vmn1r203,-36.06,-57.94,-42.16,-16.44
10404004,Vmn1r204 or Vmn1r193 or Vmn1r223,-4.10,-18.61,26.61,-5.81
10404006,---,-26.70,-61.71,-10.26,-17.13
10404008,Vmn1r213,-32.43,-1.40,-33.88,-71.46
10404010,Vmn1r214,-90.62,-48.07,-99.29,-97.36
10404012,Vmn1r215,-40.40,-54.47,-18.04,-53.20
10404014,Vmn1r216,-28.18,-14.36,-42.63,-32.28
10404016,Vmn1r218,-57.83,-91.13,-9.08,-77.01
10404018,Vmn1r219,2.32,-0.06,6.82,0.00
10404020,Vmn1r221 or Vmn1r189 or Vmn1r-ps103,-28.76,-5.51,-29.01,-64.91
10404022,Vmn1r223 or Vmn1r204,-23.90,3.38,-28.77,-50.30
10404024,Hist1h4h,67.94,66.29,68.80,68.80
10404026,Hist1h2af or Hist1h2ad or Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ac,-34.90,-14.32,-35.13,-63.94
10404028,Hist1h3g or Hist1h3a or Hist1h3i or Hist1h3h or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,-34.90,-14.32,-35.13,-63.94
10404030,Hist1h3f or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist2h3c2 or Hist2h3c1,-29.60,-46.53,-34.95,-11.60
10404033,Hist1h1d,-54.81,-55.04,-39.96,-67.75
10404036,Hist1h2bg or Hist1h2be or Hist1h2bc,-30.02,-46.84,-0.76,-47.94
10404038,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-49.42,-39.93,-24.91,-81.32
10404045,Hist1h2ao or Hist1h2ai or Hist1h2ab or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-34.90,-14.32,-35.13,-63.94
10404049,Hist1h3d or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h3h or Hist1h3i or Hist1h3a or Hist1h3g,-34.90,-14.32,-35.13,-63.94
10404051,Hist1h4d,38.85,29.21,49.24,38.01
10404053,Hist1h2bc or Hist1h2bg or Hist1h2be,-32.40,-32.16,-33.57,-32.16
10404055,Hist1h1t,-41.49,-74.27,-1.29,-54.60
10404059,Hist1h1c,70.46,62.66,74.85,73.61
10404061,Hist1h2bb,14.92,16.64,20.52,9.22
10404063,Hist1h2ab or Hist1h2ao or Hist1h2ai or Hist1h2ap or Hist1h2an or Hist1h2ah or Hist1h2ag or Hist1h2ae or Hist1h2ad or Hist1h2ac,-38.27,-44.48,-30.52,-39.84
10404065,Hist1h3b or Hist1h3c or Hist2h3b or Hist1h3e or Hist1h3d or Hist1h3f or Hist2h3c2 or Hist2h3c1 or Hist1h3h or Hist1h3a or Hist1h3i or Hist1h3g,-34.90,-14.32,-35.13,-63.94
10404067,Hist1h4b or Hist1h4a or Hist1h4h or Hist1h4m or Hist1h4n,-34.90,-14.32,-35.13,-63.94
10404069,Hist1h1a,-53.94,-79.44,-41.71,-45.25
10404071,Trim38,-64.14,-64.45,-47.89,-78.53
10404077,Slc17a2,-39.03,-56.32,-20.25,-48.94
10404097,Slc17a3,-41.98,-86.81,-12.52,-46.21
10404113,Slc17a1,-41.52,-63.84,-25.45,-40.21
10404127,Hist1h2aa,-8.84,-11.00,-6.56,-9.74
10404129,Lrrc16a or 4933427I18Rik,-20.82,-22.70,-9.32,-33.66
10404132,Cmah,-12.40,-6.01,-24.36,-9.87
10404152,Fam65b,32.76,42.32,38.68,16.01
10404178,BC005537,79.31,77.67,83.39,75.57
10404187,Tdp2,-92.93,-91.18,-97.32,-85.13
10404195,D130043K22Rik,-26.43,-29.43,-18.93,-31.41
10404218,Gpld1,-70.45,-71.90,-61.89,-75.60
10404250,Dcdc2a,-61.47,-80.28,-42.50,-63.53
10404262,Rps8,-34.90,-14.32,-35.13,-63.94
10404264,Prl,3.80,-14.80,38.89,14.91
10404270,Prl3d1 or Prl3d3 or Prl3d2,-46.96,-69.18,-41.44,-33.03
10404277,Prl3d3 or Prl3d2 or Prl3d1,-34.90,-14.32,-35.13,-63.94
10404284,Prl3d3,-28.71,-58.67,-21.66,-15.05
10404287,Prl3c1,-28.22,-37.91,-5.75,-60.32
10404294,Prl3b1,-27.86,-45.86,-17.72,-26.63
10404301,Prl3a1,-29.09,-20.39,-32.20,-37.40
10404309,Prl6a1,-7.99,-28.86,41.54,-20.24
10404316,Prl8a2,-44.30,-32.11,-48.48,-52.88
10404323,Prl2a1,-20.72,-16.15,-19.12,-28.08
10404330,Prl2c1,-21.91,-2.46,-21.49,-64.73
10404336,---,45.37,66.90,66.38,-17.38
10404339,---,28.51,39.60,15.99,25.60
10404341,Prl4a1,-35.28,-27.12,-38.47,-39.78
10404347,Prl5a1,-14.17,-19.04,-11.54,-12.98
10404354,Rps18,62.92,62.07,60.45,66.51
10404356,Gm11362,-23.68,-20.83,-36.37,-16.37
10404359,Mboat1,-1.42,7.44,-7.50,-0.93
10404376,Agtr1a,-64.66,-48.19,-66.15,-79.06
10404380,Dusp22,88.71,91.98,89.34,83.86
10404389,Irf4,40.05,48.23,44.22,28.89
10404400,---,57.23,-3.44,87.73,49.53
10404402,Foxq1,-18.65,-12.26,-16.69,-31.70
10404404,Foxf2,-33.26,-48.22,-32.70,-23.08
10404407,Foxc1,-61.59,-84.48,-78.67,-29.13
10404412,Wrnip1,-97.75,-95.84,-99.21,-96.29
10404422,Serpinb6b,-65.54,-62.17,-86.29,-46.70
10404429,Serpinb9,-74.32,-78.59,-81.28,-61.70
10404439,Serpinb9b,-52.34,-57.43,-26.08,-80.08
10404447,Serpinb1b,-41.04,-25.23,-39.33,-62.91
10404452,Serpinb9d,-18.78,-4.08,-23.53,-42.03
10404458,Serpinb9e,-88.42,-97.42,-70.11,-89.13
10404464,Serpinb9f or Serpinb9g or Serpinb9e or Serpinb9d,-40.35,-59.41,-34.42,-32.33
10404472,Serpinb9g or Serpinb9f or Serpinb9e or Serpinb9d,-34.90,-14.32,-35.13,-63.94
10404479,Serpinb9g or Serpinb9f or Serpinb9e or Serpinb9d,-34.90,-14.32,-35.13,-63.94
10404487,Serpinb6d,-69.68,-48.06,-72.90,-86.14
10404496,Nqo2,44.24,55.29,41.80,33.88
10404506,Ripk1,95.30,97.77,93.32,94.68
10404521,Bphl,-49.83,-35.81,-52.89,-60.58
10404531,Psmg4,95.82,95.91,97.35,94.14
10404535,Fam50b,6.13,57.94,19.80,-43.24
10404538,Prpf4b,-77.00,-86.38,-74.92,-64.94
10404566,4933417A18Rik,-26.17,-62.61,-11.86,-21.41
10404575,---,-4.96,-38.46,15.39,16.92
10404578,Cdyl,-15.32,-13.06,-36.95,5.88
10404593,---,-9.25,-45.76,4.52,16.62
10404595,Ppp1r3g,-5.81,-6.04,-17.93,14.18
10404597,Fars2,24.02,34.28,26.00,9.62
10404606,Ly86,92.95,94.24,93.49,91.02
10404612,Rreb1,80.41,89.81,84.11,62.89
10404630,Riok1,-18.79,-15.81,-12.43,-27.00
10404649,Dsp,-43.53,-46.62,-46.88,-36.55
10404675,Snrnp48,40.84,31.08,49.11,42.84
10404686,Bmp6,-31.69,-39.72,-62.29,-6.96
10404697,Gm9979,1.79,-5.28,32.94,-14.10
10404700,Ubxn2a,-86.62,-91.03,-87.71,-78.03
10404702,Gcnt2,95.36,97.24,94.98,93.25
10404717,Pak1ip1,37.25,23.39,41.97,44.92
10404731,Tmem14c,88.67,85.56,90.82,89.61
10404737,---,-60.50,-76.50,-21.36,-86.14
10404763,Tmem170b,-42.77,-41.57,-40.22,-46.40
10404766,Gm5082,47.65,-27.07,81.13,56.52
10404772,Gm10790,-39.42,-52.81,-4.53,-72.51
10404774,Hivep1,70.45,76.82,60.30,72.72
10404783,Edn1,-44.12,-38.34,-38.86,-55.32
10404792,Phactr1,-27.19,-43.57,-27.35,-16.69
10404815,Sirt5,-95.03,-95.12,-91.76,-96.94
10404827,Nol7,-41.45,-20.93,-28.28,-71.56
10404836,Rnf182,-83.88,-99.29,-58.32,-69.73
10404840,Cd83,36.12,37.70,13.39,57.18
10404848,Jarid2,88.35,88.63,88.49,87.79
10404870,---,89.88,89.72,93.22,85.61
10404872,Hspb1,33.61,39.05,16.84,42.41
10404874,Mylip,50.03,54.13,37.95,57.15
10404885,Gmpr,-68.74,-71.21,-78.75,-57.08
10404895,---,-75.88,-82.43,-75.88,-67.95
10404898,Gm1574,-10.45,-44.83,-1.02,-0.18
10404904,Rbm24,-63.89,-67.74,-59.94,-63.81
10404913,Cap2,-76.15,-44.09,-91.55,-89.43
10404928,C78339,-87.99,-91.85,-90.49,-80.13
10404937,---,-46.03,-23.80,-34.05,-88.38
10404939,2010001K21Rik,-47.53,-62.23,-66.34,-18.46
10404941,Kdm1b,-34.55,-11.43,-67.35,-16.01
10404965,Rnf144b,6.81,22.11,14.77,-10.80
10404975,Id4,-89.58,-93.23,-76.20,-93.95
10404979,A830005F24Rik,-20.15,-7.05,-43.17,-12.79
10404982,Barx1,-57.99,-65.69,-48.31,-59.41
10404988,C030044B11Rik or Fam120a,74.39,35.50,82.72,88.49
10404996,Ninj1,82.27,81.72,79.10,85.92
10405001,Bicd2,-47.12,-26.89,-44.15,-65.93
10405013,Ippk,-71.99,-60.83,-80.02,-73.65
10405029,Dcun1d1,-32.73,-15.82,-25.35,-62.54
10405033,Ecm2,-76.34,-65.38,-74.74,-86.07
10405047,Aspn,-68.37,-62.34,-90.57,-52.45
10405058,Omd,-16.54,-27.43,-45.46,3.46
10405063,Ogn,-44.57,-76.80,-64.45,-20.43
10405074,Nol8,-69.08,-68.23,-73.59,-64.85
10405094,Iars,-94.44,-94.58,-94.15,-94.49
10405119,Gm270,63.15,-0.12,74.14,78.51
10405121,2310081J21Rik,-32.79,-61.20,-17.99,-21.20
10405123,2310081J21Rik,-34.90,-14.32,-35.13,-63.94
10405125,Fbxw17,54.84,81.80,46.12,-1.09
10405139,Gm806,51.52,65.12,51.86,33.56
10405147,---,-8.23,43.24,-36.29,-18.64
10405149,Gm904 or Gm906 or Gm8765,-19.56,-32.41,-18.20,-12.40
10405154,Gm906 or Gm904 or Gm8765 or Gm8700,-31.65,-8.39,-31.90,-64.50
10405158,Pus7,-96.46,-99.25,-86.74,-97.06
10405160,---,-6.79,-22.14,-62.55,70.99
10405163,Spin1,-77.40,-73.54,-82.28,-76.65
10405174,Nxnl2,-13.91,-15.97,-21.80,-7.79
10405179,S1pr3,-38.68,-42.40,-28.61,-44.83
10405185,Cks2,-34.90,-14.32,-35.13,-63.94
10405189,---,-55.48,-71.14,-58.47,-33.87
10405191,Secisbp2,96.47,99.20,92.69,91.78
10405211,Gadd45g,-23.95,-16.42,-36.56,-19.56
10405216,Syk,50.69,50.54,47.39,55.44
10405234,Snrpd2,-34.90,-14.32,-35.13,-63.94
10405236,Sfxn1,-81.60,-82.60,-85.49,-75.25
10405248,Hrh2,62.46,63.13,83.67,29.88
10405253,Cplx2,-36.76,-51.62,-31.16,-29.84
10405263,4732471D19Rik,-0.68,0.53,-20.84,20.42
10405280,Arl10,94.77,95.36,93.20,95.04
10405287,Higd2a,97.68,97.80,98.25,96.38
10405291,Faf2,56.15,68.50,62.57,35.42
10405303,Cdhr2,-26.86,-32.78,-13.59,-41.34
10405334,Eif4e1b,-9.07,-6.40,-8.80,-13.08
10405343,Tspan17,49.26,55.46,52.48,33.91
10405355,Unc5a,-29.69,-44.03,-34.00,-17.23
10405372,Zfp346,-13.92,6.25,-20.63,-25.89
10405380,Fgfr4,-24.98,-36.73,-12.70,-31.46
10405400,Nsd1,19.99,28.83,7.14,34.15
10405427,Prelid1 or Rab24,-45.50,-44.76,-44.22,-48.32
10405432,Rgs14,81.56,88.37,85.94,70.32
10405448,Slc34a1,-13.39,-12.49,-10.87,-17.01
10405462,Pfn3 or BC038268,33.99,25.22,68.43,-3.96
10405464,Grk6,31.59,36.18,33.60,24.10
10405483,Prr7,-18.17,-36.99,0.27,-18.92
10405488,Tmed9,88.86,92.61,91.42,80.15
10405495,B4galt7,-86.11,-83.14,-71.02,-95.54
10405504,Caml,-44.89,-70.24,-41.71,-16.18
10405511,Ddx46,-54.52,-40.70,-71.85,-47.09
10405535,B230219D22Rik,4.18,9.45,-9.45,8.04
10405539,Txndc15,7.07,4.36,11.07,6.82
10405545,Pcbd2,17.84,16.32,19.89,16.76
10405552,Catsper3,-36.80,-54.19,-31.70,-28.24
10405563,Gm10782,34.67,-15.19,69.71,34.49
10405566,Slc25a48,-36.79,-32.54,-20.20,-62.08
10405576,Fbxl21,-74.11,-75.61,-62.41,-83.15
10405585,Gm10781,62.43,95.97,-36.66,-6.01
10405587,Tgfbi,94.02,93.92,94.81,93.30
10405605,Smad5,-83.72,-60.38,-90.71,-86.68
10405619,Idnk,10.02,34.95,-4.91,-2.08
10405626,Rpl17,-34.90,-14.32,-35.13,-63.94
10405628,Rmi1,-14.49,-9.98,-21.45,-11.79
10405633,Ntrk2,-60.99,-87.10,-44.06,-53.06
10405662,Naa35,-67.22,-56.82,-77.17,-65.88
10405686,Gm5084,-7.11,-22.67,42.43,-30.53
10405691,Gm10779,-31.86,-36.86,-41.22,-19.94
10405693,Dapk1,30.64,36.08,18.39,38.29
10405725,---,44.74,59.44,56.68,3.47
10405727,2410127L17Rik,-67.69,-64.50,-71.34,-66.54
10405729,Selk,99.95,99.93,99.93,99.98
10405731,4933434E20Rik or Gm7664,13.09,18.87,25.77,-4.28
10405733,Zfp808 or Zfp934 or Gm5141,-70.72,-63.80,-73.60,-73.21
10405739,Taf1d,-34.90,-14.32,-35.13,-63.94
10405741,---,-80.32,-91.65,-64.04,-79.11
10405743,Taf1d,-20.85,-29.10,-8.10,-26.34
10405745,---,15.16,-7.35,39.76,18.40
10405747,---,-29.89,-44.31,-59.32,17.39
10405749,---,-3.63,5.55,54.92,-62.54
10405751,Mir713,-59.74,-44.46,-75.45,-56.65
10405753,Me1,-49.25,-75.62,-54.09,-32.43
10405755,---,-60.25,-68.97,-59.95,-52.55
10405757,2010111I01Rik,-52.20,-45.37,-66.31,-44.33
10405779,Mir23b,-89.36,-98.04,-74.86,-87.69
10405781,Mir27b,-74.22,-85.94,-78.11,-56.99
10405783,Mir24-1 or Mir3074-1,-65.59,-72.28,-52.43,-70.99
10405785,0610007P08Rik,-91.94,-95.40,-92.20,-86.67
10405804,0610007P08Rik,-8.15,-19.44,-4.14,-0.58
10405811,Habp4,-69.49,-58.56,-69.40,-79.17
10405820,1810034E14Rik,20.85,36.89,-0.28,24.58
10405822,Cdk20,-31.77,-16.03,-64.36,-19.79
10405833,---,-28.78,-51.17,-29.32,-5.85
10405835,---,-1.30,17.64,13.81,-22.13
10405838,4930458L03Rik,-28.45,-47.35,-33.95,-13.80
10405842,4932441B19Rik,-24.82,-33.16,-16.84,-26.80
10405847,---,-18.52,-27.50,-15.12,-14.41
10405849,Olfr466,-10.06,-35.73,-9.96,6.13
10405851,---,38.43,22.10,72.86,2.32
10405853,Zfp369,-8.79,0.39,11.19,-42.15
10405866,Gm10139,-7.41,-38.70,17.37,7.91
10405868,Cbx3,-36.03,-8.50,-28.98,-71.91
10405870,Vmn2r122,-30.46,-1.81,-32.87,-62.27
10405872,Zfp640,-42.54,-27.38,-68.04,-41.35
10405874,Cbx3,-34.90,-14.32,-35.13,-63.94
10405876,Gm10324,-20.11,-41.24,-21.28,-10.25
10405879,Vmn2r85 or Vmn2r86 or Vmn2r88 or Vmn2r87 or Vmn2r84,-34.90,-14.32,-35.13,-63.94
10405885,---,-53.47,-20.14,-63.71,-89.24
