Probeset_ID,Gene Symbol,Mo Bl Ly6C- II+,Sample_,Sample_
10362003,F730021E23Rik,-3.68,28.49,-22.92
10362005,Ahi1,-61.37,-50.78,-71.20
10362033,---,46.69,17.19,67.67
10362036,Hbs1l or Gm9923,-96.39,-96.17,-96.57
10362052,Aldh8a1,-2.30,-1.03,-5.25
10362062,1700021A07Rik,-0.79,4.39,-2.97
10362064,1700020N01Rik,-3.24,-2.44,-4.56
10362069,Gm5420,77.28,90.94,36.03
10362073,Sgk1,23.85,39.62,7.39
10362091,Raet1d or Raet1b or Raet1a or Raet1e or Raet1c,-27.37,-20.96,-35.14
10362097,H60b,4.48,22.83,-4.56
10362102,Gm10825,-13.09,-5.47,-21.23
10362104,Slc2a12,-37.80,-38.24,-37.47
10362111,---,40.88,29.20,52.09
10362113,Gm10824,42.04,-7.13,71.72
10362115,1110021L09Rik,-85.30,-53.95,-99.32
10362129,Vnn3,-9.68,-11.55,-8.47
10362138,Vnn1,-24.31,-27.40,-21.46
10362147,Taar1,64.39,24.80,83.47
10362149,Taar2,12.59,22.96,-0.25
10362152,Taar3,54.68,52.09,56.39
10362154,Taar4,79.05,87.48,61.44
10362156,Taar5,91.13,96.43,79.58
10362158,Taar7b,-57.75,-76.94,-34.78
10362160,---,94.23,99.60,34.11
10362162,Taar7d,65.46,71.44,56.19
10362164,Taar7e,-36.98,-29.73,-45.17
10362166,Taar7f,49.44,49.16,49.66
10362168,Taar8a or Taar8c or Taar8b or Taar7e,-1.87,20.58,-10.74
10362171,Stx7,62.88,65.09,60.26
10362186,Moxd1,-38.44,-48.09,-30.38
10362201,Ctgf,-50.69,-57.50,-44.40
10362208,---,-55.87,-84.32,-21.90
10362210,Med23,-65.78,-55.89,-74.09
10362243,---,85.41,65.44,93.98
10362245,Epb4.1l2,-17.04,-10.46,-24.15
10362271,---,79.20,77.98,80.26
10362273,Gm9767 or Tmem200a,57.08,49.65,63.67
10362275,Samd3,-7.10,-2.05,-29.82
10362289,---,20.26,25.44,14.93
10362294,Arhgap18,-38.22,-28.03,-47.28
10362310,Ube2l3 or Gm10015 or LOC100045901 or Gm10705 or Gm10145 or Gm5858,-12.25,3.52,-30.78
10362312,---,45.61,3.80,64.48
10362314,Ptprk,-75.97,-62.16,-86.44
10362350,Themis,-31.87,-30.95,-32.51
10362359,Pebp1,-64.39,-88.09,-8.39
10362363,6330407J23Rik,-31.51,-17.93,-54.14
10362372,9330159F19Rik,-25.09,-43.35,-16.95
10362379,Echdc1 or Rnf146,-92.25,-93.52,-90.78
10362387,---,-7.52,-13.75,-1.07
10362389,---,24.32,-38.11,71.40
10362392,Psmd2,-87.46,-92.14,-76.36
10362394,Hddc2,-34.93,-62.77,-4.87
10362402,---,70.89,82.17,47.85
10362404,Trdn,-20.42,-6.53,-85.05
10362416,Trdn,20.74,31.10,7.02
10362418,Trdn,-4.49,-6.24,-2.85
10362420,Trdn,-40.91,-42.37,-39.54
10362422,---,-37.03,-60.71,-22.22
10362424,---,14.70,4.52,22.90
10362426,---,-13.09,-47.04,8.72
10362428,---,-6.79,15.94,-24.49
10362432,Trdn,-37.06,-25.00,-50.89
10362434,---,-54.74,-59.45,-50.53
10362436,Trdn,-20.83,-33.59,-14.02
10362440,---,-71.17,-52.12,-90.27
10362442,---,-60.53,-80.10,-41.02
10362446,Trdn,-17.62,-16.70,-19.00
10362448,---,-2.57,-3.71,-1.60
10362450,---,-11.66,-18.04,-5.24
10362454,---,19.04,53.42,-4.81
10362456,---,-5.29,-4.55,-6.00
10362458,Trdn,-9.21,-3.99,-26.50
10362462,---,-6.27,-4.44,-9.06
10362464,Sult3a1,-3.73,-3.37,-4.11
10362472,Rsph4a,-66.29,-78.63,-53.14
10362479,Bet3l,-38.31,-49.03,-29.15
10362487,Tspyl1,12.07,-46.80,64.99
10362490,Tspyl4,-52.62,-59.61,-46.32
10362495,Col10a1,36.91,52.30,17.80
10362499,Frk,-36.43,-31.74,-41.10
10362511,Gstm3,-59.93,-81.35,-42.44
10362513,Hs3st5,-0.52,-0.44,-0.69
10362520,Hdac2,-95.49,-96.20,-94.43
10362534,5930403N24Rik,75.49,49.12,88.82
10362536,---,24.52,14.03,34.68
10362538,Lama4,-58.79,-54.86,-63.62
10362581,Tube1,-65.72,-80.78,-49.50
10362593,Npm1 or LOC100046628,-59.11,-60.02,-58.28
10362596,Fyn,37.72,47.90,25.05
10362615,Traf3ip2,-64.39,-57.00,-71.96
10362628,---,52.64,36.37,63.52
10362630,---,-7.17,7.05,-26.56
10362633,Rev3l,-90.51,-89.91,-91.15
10362669,4930547M16Rik,43.10,60.27,23.03
10362672,---,14.83,13.42,16.28
10362674,Rnu3a,-23.52,-9.01,-41.47
10362676,Cdk19,-10.50,-24.69,4.34
10362692,Slc22a16,-4.78,-2.18,-10.78
10362701,Ddo,-24.74,-14.98,-42.57
10362711,9030224M15Rik,53.24,76.06,-1.04
10362717,Wasf1,-37.13,-21.91,-65.14
10362729,Akd1,-11.10,-8.47,-14.92
10362745,Akd1,-7.32,-22.46,-2.34
10362751,Akd1,-7.90,-9.05,-6.59
10362758,Zbtb24,22.55,53.48,-17.01
10362767,Mical1,77.76,75.13,80.27
10362794,Ppil6 or Smpd2,-80.56,-79.25,-82.18
10362803,Cd164,-82.12,-79.49,-84.95
10362811,Sesn1,-61.61,-62.35,-61.20
10362823,Snx3,65.78,75.46,52.71
10362829,Ostm1,-12.62,-25.79,0.57
10362837,Sec63,-93.77,-94.19,-93.48
10362861,Scml4,-23.51,-68.55,-4.63
10362874,9030612E09Rik,52.14,-24.71,86.59
10362876,Pdss2,-58.22,-38.47,-74.19
10362886,Bend3,2.15,-11.20,28.37
10362892,Pam16,-75.00,-98.90,-12.77
10362896,Cd24a,-33.15,-41.48,-22.97
10362899,F830002L21Rik,-5.98,21.28,-32.91
10362902,---,4.95,-11.89,20.88
10362904,Rtn4ip1,-86.93,-87.64,-86.08
10362916,Aim1,95.59,97.95,90.47
10362918,---,-21.85,-52.77,9.38
10362922,Atg5,-43.66,4.19,-71.79
10362934,---,-13.22,16.91,-38.00
10362937,---,29.41,-15.65,68.19
10362939,---,-49.14,-80.95,-10.85
10362941,Prep,-82.76,-87.06,-76.47
10362959,Popdc3,-8.49,-4.50,-13.95
10362968,Bves,-26.89,-38.41,-19.28
10362974,Hace1,-83.41,-68.38,-93.59
10363000,Gpx4,-9.45,-24.03,5.90
10363003,---,57.58,80.42,-8.45
10363005,---,95.32,96.16,94.37
10363007,Ascc3,-76.91,-5.27,-91.48
10363054,---,58.02,82.21,-0.66
10363056,Sim1,-8.11,-4.22,-15.19
10363070,Gp49a,38.92,48.39,27.55
10363082,Lilrb4,53.01,55.93,50.15
10363090,Rfx6,-23.09,-16.41,-33.09
10363112,Vgll2,88.85,91.15,85.55
10363118,Dcbld1,-65.35,-56.69,-75.59
10363130,Gopc,23.39,19.13,27.72
10363132,Nepn,27.96,70.85,-25.12
10363137,Nus1,-72.91,-83.45,-53.35
10363144,---,12.19,32.28,-2.50
10363146,Slc35f1,-41.37,-19.86,-75.71
10363157,Pln,-29.14,-16.09,-56.72
10363161,Tmem229b,47.90,49.59,45.88
10363163,Asf1a,-92.34,-92.42,-92.19
10363170,Msl3l2,-24.74,-23.82,-25.38
10363173,Gja1,-72.34,-54.74,-96.00
10363178,Npm1 or LOC100046628,-29.74,-30.35,-29.22
10363181,Stard6,-56.69,-73.34,-40.92
10363185,---,34.02,57.88,3.66
10363187,---,75.02,71.23,76.98
10363190,---,41.40,35.24,46.97
10363195,Hsf2,-73.60,-31.26,-91.74
10363210,Pkib,-2.23,-6.18,3.52
10363224,Fabp7,-48.67,-30.40,-82.96
10363231,Smpdl3a,73.84,71.44,76.02
10363241,Gcc2,-96.30,-94.89,-97.47
10363265,Lims1,-60.64,-71.47,-48.14
10363281,Ranbp2,-26.07,-7.11,-38.86
10363312,Ccdc138,-66.41,-44.83,-84.10
10363331,---,-95.29,-99.71,-61.40
10363333,Sh3rf3,54.01,56.60,51.05
10363346,Sowahc,71.79,69.35,73.75
10363350,P4ha1,-70.68,-83.25,-51.80
10363368,Timm23,95.32,96.16,94.37
10363372,Pla2g12b,-24.70,-18.52,-32.69
10363377,---,73.51,72.87,73.89
10363379,Micu1,-84.56,-91.61,-73.15
10363392,Dnajb12,41.66,44.65,38.79
10363403,Ascc1,12.17,-40.09,62.87
10363415,Spock2,-70.84,-37.46,-97.32
10363430,Psap,91.94,91.66,92.14
10363445,4632428N05Rik,78.70,76.78,80.63
10363455,Pcbd1,-49.53,-42.89,-58.13
10363460,Tbata,-6.34,-14.76,-2.69
10363475,Prf1,-10.76,-12.37,-9.48
10363479,Rpl27a or LOC100505355 or Gm13981,90.16,47.94,98.88
10363481,Nodal,-8.20,-8.60,-7.96
10363486,Lrrc20,17.46,28.19,5.71
10363492,Npffr1,18.55,60.17,-22.78
10363498,Ppa1,-69.88,-74.12,-65.67
10363512,Sar1a,-73.16,-81.81,-58.13
10363522,Tysnd1,-25.34,-30.40,-20.33
10363528,Aifm2,-27.15,-31.01,-23.04
10363541,Ass1 or Gm5424,-13.48,-30.90,1.45
10363545,Neurog3,46.19,51.36,41.45
10363551,Tacr2,-1.35,61.48,-46.41
10363557,4930507D05Rik or Supv3l1,59.02,53.56,63.87
10363559,2510003E04Rik,93.66,97.49,85.55
10363561,---,95.32,96.16,94.37
10363563,Slc25a16,-84.42,-85.23,-83.66
10363575,Dna2,95.56,95.41,95.56
10363599,Rufy2,-96.22,-93.03,-98.31
10363622,Pbld2,-28.22,-38.67,-19.58
10363629,Pbld1,-29.52,-16.89,-46.98
10363639,Atoh7,94.58,96.67,91.97
10363641,Herc4,35.22,21.03,50.81
10363667,Sirt1,72.99,84.49,52.52
10363669,Dnajc12,-57.33,-67.09,-47.57
10363676,Ctnna3,-19.51,-15.00,-24.71
10363696,D630028G08Rik,-18.74,-63.73,-3.75
10363699,Rps6,10.61,-38.38,44.33
10363701,---,58.91,45.75,68.48
10363703,Jmjd1c,-4.84,6.64,-16.36
10363706,Jmjd1c,-84.66,-43.27,-93.59
10363735,Egr2,-38.67,-49.16,-29.60
10363741,---,-25.78,-16.92,-34.29
10363743,Rtkn2,-54.52,-67.45,-42.93
10363762,Tmem26,48.56,35.03,58.51
10363773,Rhobtb1,-47.86,-17.83,-83.57
10363786,Ank3,-35.46,-31.32,-40.69
10363845,Ccdc6,-51.13,-31.81,-67.94
10363856,2310015B20Rik,-34.33,-17.22,-59.45
10363860,Slc16a9,-56.97,-66.20,-48.53
10363868,Fam13c or Phyhipl,-37.72,-18.42,-64.35
10363887,Bicc1 or 4930533K18Rik,27.11,39.74,10.87
10363894,Ipmk,-51.57,-57.79,-45.71
10363901,Etv5,-59.20,-50.08,-68.71
10363903,Hbs1l or Gm9923,-85.78,-73.96,-90.09
10363905,Zwint,-95.68,-91.73,-98.07
10363915,Pcdh15 or LOC100861952,87.96,93.39,78.84
10363917,---,-84.28,-88.12,-80.02
10363921,Pcdh15,-14.63,-19.31,-10.89
10363962,Gnaz,-9.47,-7.93,-11.45
10363967,---,33.51,72.70,-22.62
10363970,Rab36,-14.22,11.33,-59.27
10363983,Bcr,24.46,48.55,-3.56
10364009,Bcr,95.32,96.16,94.37
10364011,Specc1l,-56.76,-56.46,-56.96
10364030,Adora2a,0.32,5.51,-1.46
10364035,Gm5779,30.66,13.10,49.84
10364038,Upb1,-3.32,-4.89,-2.34
10364049,---,-6.13,-21.50,5.61
10364051,Snrpd3,-92.41,-95.73,-85.65
10364056,Ggt1,-18.52,-15.80,-21.81
10364072,Ggt5,30.35,46.32,6.49
10364091,---,-86.80,-90.50,-82.27
10364093,Derl3,-18.06,-12.10,-25.52
10364102,Chchd10,-61.18,-41.36,-80.43
10364109,Vpreb3,-53.76,-51.62,-55.87
10364112,Gm5134,82.62,87.35,75.22
10364130,Zfp280b,-86.07,-79.58,-90.10
10364134,Slc5a4a,-5.67,-2.29,-14.82
10364149,S100b,-6.68,-6.33,-6.99
10364153,Pcnt,-40.67,-66.12,-11.42
10364155,2610028H24Rik or Ybey,-7.79,-14.67,-3.37
10364164,Mcm3ap,-65.49,-26.44,-87.62
10364194,Lss,-45.49,-49.33,-41.32
10364217,1700027D21Rik,51.43,90.77,-49.88
10364222,Ftcd,-13.97,-3.68,-40.67
10364237,Gm10787,8.13,-8.59,28.03
10364239,Slc19a1,-91.88,-95.02,-87.10
10364249,---,-66.72,-73.26,-59.95
10364251,Pofut2,-9.13,-7.18,-10.98
10364262,Itgb2,76.25,77.50,74.49
10364280,Pttg1ip,-26.77,-43.67,-9.47
10364287,Sumo3,-69.82,-82.95,-49.87
10364293,Ube2g2 or Sumo3,-39.86,-89.92,50.15
10364301,C330046G03Rik,33.43,70.01,-17.74
10364315,Gm10272,-58.15,-90.85,-14.13
10364317,Gm10024,36.84,16.66,53.31
10364319,Gm10142,-6.80,22.17,-32.69
10364321,Krtap12-1,-31.77,-30.23,-33.41
10364324,Gm10100,86.69,88.86,84.68
10364326,Krtap10-10,87.16,84.12,89.05
10364328,Gm10318 or Gm2696 or Gm3238 or Gm19668 or Gm19402 or Krtap10-4 or Gm3285 or Gm7138 or Gm9736 or Gm9508 or Gm9507 or Gm7137 or Gm3250 or Gm9639 or Gm3233,45.08,30.44,57.04
10364331,1700009J07Rik,-2.94,-0.95,-8.95
10364338,1810043G02Rik,70.58,66.72,74.25
10364346,Dnmt3l,-11.40,-5.61,-23.97
10364361,Icosl,70.20,71.90,67.86
10364371,---,49.39,36.95,60.14
10364373,Lsm7,-27.54,-52.91,-6.54
10364375,Cstb,-31.00,-68.45,5.99
10364379,---,-19.44,58.90,-88.06
10364381,Olfr1358,86.27,90.15,79.56
10364383,---,-84.21,-98.55,-28.76
10364385,Ilvbl,-68.70,-81.80,-53.61
10364402,Slc1a6,-9.67,-0.31,-34.19
10364413,Olfr1355,-10.97,-11.52,-10.60
10364415,Olfr1354 or Olfr8 or Olfr1355,51.93,47.46,55.79
10364417,Olfr8,77.84,59.45,89.31
10364419,Olfr1353,46.34,49.15,43.37
10364424,Olfr1352,-1.26,41.92,-14.96
10364426,Olfr1351,-2.40,-22.91,36.96
10364428,Olfr57,18.13,74.05,-44.65
10364430,Vmn2r81,86.74,96.82,-8.09
10364435,---,61.46,65.40,57.31
10364438,Vmn2r83,93.43,99.01,23.12
10364441,Vmn2r83,85.29,86.53,84.04
10364444,Madcam1,-37.37,-68.58,-9.78
10364451,Gm16517,65.99,-18.85,92.22
10364455,Cdc34,-30.46,-42.23,-19.44
10364460,Gzmm,-3.99,52.89,-46.34
10364468,Bsg,-56.87,-61.39,-51.72
10364478,Hcn2,-12.03,-6.71,-21.08
10364489,Fgf22,78.41,94.09,14.74
10364494,Fstl3 or Prss57,-7.89,-8.43,-7.14
10364502,Palm,48.87,33.80,63.20
10364511,9130017N09Rik,-12.55,-4.74,-34.20
10364518,Ptbp1,9.96,23.04,0.02
10364529,Prtn3,-5.80,-4.45,-7.62
10364535,Elane,-11.88,-7.79,-19.10
10364542,Cfd,-16.30,-15.24,-17.69
10364548,C030046I01Rik,70.50,66.65,74.23
10364550,Kiss1r,-53.61,-25.01,-77.34
10364559,Arid3a,46.74,31.70,58.01
10364571,Wdr18,-8.28,-11.18,-5.74
10364583,Grin3b or ORF61,97.12,98.73,92.28
10364593,Cnn2,49.08,44.15,54.23
10364601,Abca7,89.38,87.42,90.96
10364650,Hmha1,48.36,49.44,47.07
10364675,Gpx4,95.32,96.16,94.37
10364683,Stk11 or Dos,26.01,-37.73,70.52
10364696,Atp5d,-36.38,-55.21,-15.80
10364702,Midn,66.03,72.58,58.17
10364712,Cirbp,-68.32,-84.52,-44.08
10364718,1600002K03Rik,-26.12,-24.48,-27.81
10364722,Efna2,-15.32,-22.95,-8.22
10364728,Mum1,6.65,-27.26,43.65
10364744,Ndufs7,-68.06,-76.77,-58.64
10364752,Dazap1,19.03,40.80,-3.63
10364766,Rps15 or LOC100046223,31.59,5.04,59.97
10364769,Apc2,-12.93,-20.20,-8.21
10364784,Reep6,-36.39,-28.90,-44.81
10364792,Plk5,46.21,69.98,9.84
10364810,Onecut3,96.07,97.14,94.70
10364814,Scamp4 or Adat3,28.52,28.29,28.78
10364824,Csnk1g2,5.34,3.15,7.33
10364841,Izumo4,-44.37,-44.22,-44.49
10364856,Dot1l,-42.22,-45.80,-38.31
10364888,Dot1l,-11.70,2.98,-25.59
10364890,Sf3a2,67.83,64.04,71.08
10364903,Amh,86.29,85.35,87.03
10364909,Oaz1 or Oaz1-ps or N6amt1,-8.80,-39.49,17.43
10364916,3110056O03Rik,6.90,-18.44,27.78
10364932,Tmprss9,77.30,95.71,1.93
10364950,Gadd45b,-55.66,-73.85,-34.57
10364955,Thop1,-84.14,-84.10,-84.18
10364971,Map2k2,35.53,-7.08,75.76
10364984,Zbtb7a,63.67,68.93,57.30
10364990,Eef2,13.32,9.10,19.59
10365003,Snord37,68.19,78.75,52.54
10365005,Dapk3,35.80,72.88,3.60
10365015,Zfr2,68.29,81.50,49.83
10365037,Matk,67.53,63.04,71.76
10365056,Apba3,-7.63,-32.86,21.72
10365069,Pip5k1c,66.30,65.47,67.06
10365088,2510012J08Rik,19.48,19.85,19.27
10365098,Tbxa2r,-18.85,-3.78,-46.93
10365104,Mfsd12 or 4930404N11Rik,14.00,14.07,13.76
10365116,Dohh,-9.14,-24.38,5.15
10365123,Dohh or LOC100503793,-8.87,35.69,-39.86
10365125,Dohh or LOC100503793,-1.79,-0.63,-4.26
10365127,2210404O07Rik,-18.25,-17.78,-18.64
10365132,Nfic,56.66,57.24,56.34
10365134,---,74.46,62.79,83.56
10365136,Aes,17.36,10.41,25.40
10365145,Tle2,-18.78,-43.74,5.40
10365170,BC025920,-59.96,-70.42,-48.95
10365174,Ankrd24,-60.92,-51.44,-69.80
10365199,Ankrd24 or Gm10778,-86.61,-82.69,-90.03
10365204,Gm10777,69.05,77.83,59.07
10365206,Gm8290,39.41,-82.39,93.99
10365208,Zfp873,-52.37,-53.07,-51.62
10365217,Gm10776,-63.30,-69.64,-55.93
10365219,Gm4924,-50.00,-76.56,-26.43
10365225,---,61.53,92.72,-27.83
10365227,Ap3m1,-52.88,-43.99,-60.08
10365230,Tdg or Gm9855 or Gm5806,-40.53,-46.16,-34.51
10365242,Hcfc2,-90.38,-89.55,-90.79
10365260,Txnrd1,-85.24,-84.26,-86.40
10365282,1700028I16Rik,86.84,96.81,36.58
10365286,Eid3,-58.71,-57.26,-59.92
10365288,Taf10,92.67,89.00,95.42
10365290,Chst11,-49.68,-34.36,-67.28
10365295,---,42.10,71.35,-6.33
10365297,D10Wsu102e,-9.18,0.10,-18.31
10365302,A230046K03Rik,-61.18,-56.32,-65.13
10365335,---,34.16,-44.25,86.09
10365337,---,33.80,52.64,6.87
10365339,4930463O16Rik,59.73,72.15,39.47
10365344,Tcp11l2,31.19,19.38,40.80
10365355,Polr3b,-55.08,-28.84,-76.41
10365384,Rfx4,-9.39,-6.38,-13.51
10365408,Ric8b,-66.07,-54.92,-74.18
10365420,AI597468 or Mterfd3,-94.95,-79.43,-99.39
10365426,Psma5,-50.80,-79.75,-2.15
10365428,Btbd11,-37.16,-23.57,-54.91
10365450,Pwp1,-88.38,-92.40,-82.64
10365469,Ascl4,97.77,97.33,98.13
10365471,Fbxo7,-70.00,-91.66,-25.61
10365482,Timp3,-66.49,-69.32,-63.68
10365492,Gm5174,-3.63,-22.01,16.58
10365495,BC030307,-17.00,31.50,-57.43
10365518,Nt5dc3,-69.57,-70.42,-68.53
10365535,Tex18,-2.24,-0.57,-6.97
10365537,1700113H08Rik,-8.11,-5.12,-13.49
10365543,---,71.86,77.29,65.45
10365545,Pah,-19.01,-8.93,-41.31
10365559,Igf1,-68.26,-62.35,-74.83
10365572,Tyms-ps,-86.10,-88.50,-83.14
10365574,Pmch or 4930547N16Rik,-17.42,-43.04,-8.40
10365578,Nup37,-87.81,-81.01,-93.08
10365590,Ccdc53,-86.64,-96.88,-59.16
10365601,Gnptab,-15.43,-6.66,-23.42
10365627,Sycp3 or Chpt1,-13.93,-4.98,-49.93
10365637,Arl1,-29.63,-72.33,15.41
10365640,Slc5a8,-38.10,-42.72,-33.61
10365658,Uhrf1bp1l,-49.70,-57.68,-39.75
10365682,Anks1b,-34.59,-12.03,-79.65
10365714,Sec61g,-3.32,-64.16,45.37
10365716,Ikbip or LOC100862563,-55.79,-44.38,-67.86
10365723,---,83.70,73.79,89.30
10365725,---,-0.94,-17.14,44.09
10365727,---,98.35,91.15,99.91
10365729,Cdk17 or Elk3,-62.03,-64.71,-59.35
10365749,Lta4h,-25.64,-50.23,-3.34
10365769,Hal,-18.46,-11.16,-32.27
10365792,Ccdc38,-8.05,-4.66,-12.96
10365812,4933408J17Rik,94.48,93.25,95.75
10365817,Ntn4,-7.72,17.22,-30.54
10365830,---,-1.02,-43.00,48.63
10365833,Usp44,-12.99,-7.48,-22.70
10365845,Fgd6,-93.52,-80.91,-98.69
10365870,Nr2c1,-55.25,-7.01,-80.09
10365887,Ndufa12,-82.42,-99.80,23.20
10365891,Tmcc3,-30.93,-30.78,-31.25
10365899,Ccdc41,-91.86,-87.25,-95.29
10365918,Ube2n or Mcg1038069,-2.04,35.82,-50.02
10365926,---,-31.70,-36.18,-27.26
10365933,Eea1,-89.03,-86.79,-90.97
10365966,---,23.18,-50.08,77.67
10365968,---,37.02,-2.07,61.87
10365971,Btg1,35.88,32.97,39.35
10365974,Dcn,-52.03,-46.16,-58.24
10365983,Lum,-39.88,-39.99,-39.55
10365987,Kera,-12.86,-7.76,-21.85
10365991,Epyc,-4.69,-17.32,-0.28
10366000,4921510H08Rik,-2.77,-4.20,-1.89
10366004,Atp2b1,-12.66,-9.03,-17.56
10366026,Poc1b,-44.80,-55.20,-33.38
10366038,Galnt4,-9.69,5.99,-23.71
10366043,Dusp6,93.04,93.67,92.46
10366048,---,43.29,83.22,-33.81
10366052,Kitl,-80.42,-57.75,-98.36
10366070,Gm4302 or Gm4303 or Gm4305 or Gm4307 or Gm4301 or Gm4312,-3.37,5.24,-8.23
10366073,Cep290 or 4930430F08Rik,-86.73,-68.41,-97.85
10366131,1700017N19Rik,-6.17,-8.75,-4.69
10366144,Mgat4c,-12.90,-16.27,-10.72
10366153,Rassf9,-29.89,-29.98,-29.81
10366158,---,3.90,42.44,-6.66
10366161,---,92.47,69.46,98.99
10366163,Slc6a15,-23.70,-19.20,-30.22
10366178,---,95.79,96.92,94.39
10366180,Gm4340 or Gm4301 or Gm4312,85.59,88.10,82.55
10366184,---,67.23,86.01,26.60
10366186,Ccdc59 or BC067068,29.84,49.76,11.04
10366192,---,-24.89,5.51,-58.10
10366196,Ppfia2,-59.25,-59.79,-58.67
10366229,Lin7a,-46.59,-66.60,-31.50
10366238,Ppp1r12a,-76.26,-71.77,-80.32
10366266,Pawr,-63.67,-50.55,-78.26
10366275,---,-26.22,-7.47,-47.86
10366277,E2f7,-40.29,-74.56,-11.51
10366293,Csrp2,-51.09,-55.69,-46.88
10366301,Rpl6,95.32,96.16,94.37
10366303,---,65.85,64.96,66.69
10366310,Osbpl8,-31.34,-13.84,-46.76
10366335,Bbs10,-92.00,-99.62,-57.21
10366337,Nap1l1,-44.13,-40.95,-46.97
10366344,Gm5176,84.23,90.55,73.28
10366346,Phlda1,-74.95,-52.78,-88.98
10366350,Krr1 or Glipr1,-78.42,-76.99,-80.30
10366362,Glipr1l1,-3.17,-5.27,-2.13
10366368,Glipr1l2,-15.02,-13.19,-16.93
10366376,Caps2,-2.28,-13.44,25.70
10366391,Kcnc2,-11.29,-3.68,-36.63
10366399,Atxn7l3b,74.76,75.94,72.94
10366401,---,47.86,33.75,59.39
10366403,---,97.85,98.39,97.05
10366405,---,-11.41,-3.16,-25.55
10366407,Gm10752,-26.67,-38.62,-15.87
10366409,Zfc3h1,-76.19,-70.61,-80.68
10366446,Tspan8,-25.78,-22.07,-29.77
10366457,Ptprr,-39.72,-23.79,-59.95
10366476,Ptprb,-51.50,-36.19,-73.96
10366512,---,57.54,52.01,62.54
10366514,1700058G18Rik or Kcnmb4,26.04,60.68,-9.35
10366517,Kcnmb4,82.77,93.70,41.84
10366519,Cnot2,52.36,64.30,37.06
10366522,Rpl29,95.32,96.16,94.37
10366524,D630029K05Rik,-8.85,-8.09,-9.80
10366528,Best3,10.24,-1.55,28.88
10366539,Gm10747,-3.85,-0.66,-7.37
10366541,Lrrc10,-4.13,-2.70,-6.96
10366544,Lrrc10,40.65,72.33,-5.10
10366546,Cpm,-57.00,-48.10,-67.12
10366554,Mdm1,42.77,40.22,45.48
10366572,Il22 or Iltifb,17.86,59.25,-12.91
10366579,Cdc5l,-23.37,1.69,-45.00
10366581,Cdc5l,95.32,96.16,94.37
10366583,---,32.58,-11.79,69.66
10366586,Ifng,-22.22,-11.72,-45.69
10366593,---,75.22,83.64,63.43
10366595,Dyrk2,65.87,67.57,63.70
10366597,Grip1,-3.16,-0.41,-6.19
10366630,Tmbim4,-65.61,-89.65,-13.39
10366640,Llph,-6.22,18.72,-31.99
10366645,Hmga2 or 1700006J14Rik,-12.21,-13.94,-11.06
10366649,4921513I03Rik,-29.78,-49.84,-12.50
10366653,Wif1,-27.02,-28.25,-25.83
10366665,Rpl21,95.32,96.16,94.37
10366667,Gns,36.63,29.34,43.87
10366683,D930020B18Rik,68.12,74.11,59.64
10366698,BC048403,25.96,18.23,34.19
10366703,Gm4801,-22.97,27.42,-63.92
10366705,---,19.86,20.69,19.11
10366707,Avpr1a,-35.83,-55.37,-22.40
10366712,Ppm1h,67.67,65.36,69.88
10366725,Fam19a2,-3.50,2.82,-10.65
10366735,4930503E24Rik,59.24,11.40,81.22
10366737,---,95.77,96.37,95.44
10366739,---,-11.93,-6.97,-17.01
10366746,Lrig3,-44.37,-31.00,-60.93
10366767,Ctdsp2 or Mir26a-2,27.21,-24.91,76.75
10366774,Avil,-9.27,-4.92,-16.99
10366796,Mettl1,-34.13,-18.56,-47.22
10366803,Cyp27b1,25.58,-8.79,55.57
10366814,Cdk4 or LOC640611,-83.48,-90.11,-62.50
10366825,Agap2,0.00,4.30,-2.31
10366846,Os9,70.29,63.13,76.38
10366848,B4galnt1 or Slc26a10,65.47,48.70,75.82
10366864,F420014N23Rik,7.26,65.53,-44.86
10366866,Dctn2,-51.97,-65.05,-36.93
10366881,Ddit3 or Mars,-23.62,-24.94,-22.19
10366886,Arhgap9,69.98,59.61,78.73
10366909,R3hdm2,-35.32,-30.72,-40.81
10366938,Stac3,-3.36,-0.90,-15.33
10366951,Ndufa4l2,-16.41,-12.34,-21.11
10366956,Stat6,85.94,77.19,93.00
10366983,Tmem194,-76.16,-85.94,-64.14
10366994,Myo1a,-5.59,-3.75,-8.68
10367024,Tac2,-6.33,-14.78,-2.83
10367033,Zbtb39,16.41,13.17,19.43
10367036,Rdh1,-2.85,58.48,-43.89
10367041,Rdh9,-11.86,-11.26,-12.68
10367045,Rdh16,-11.01,-7.66,-15.76
10367050,Rdh18-ps,-58.48,-81.97,-35.74
10367055,Rdh19,-21.69,-53.04,9.30
10367059,BC089597,-14.70,-23.99,-8.23
10367066,Sdr9c7,-2.79,-3.71,-1.86
10367073,Snrpd2,-27.47,-86.65,37.17
10367076,Prim1,-96.12,-96.12,-96.23
10367091,Naca,29.39,-31.86,77.35
10367100,Ptges3 or LOC100048119 or Gm9769,-5.39,-28.93,17.19
10367106,Atp5b,-89.64,-95.25,-74.79
10367118,---,26.22,48.29,3.19
10367120,Mir677,-81.20,-50.63,-96.67
10367122,Baz2a,57.88,68.73,45.43
10367154,Gls2,-30.45,-26.57,-35.85
10367173,Mip,-14.72,-10.44,-20.07
10367179,Timeless,-36.46,-39.67,-33.21
